,State,704,710,717
0,Washington,NaN,15173,17460
1,Illinois,NaN,75842,80500
2,California,NaN,120529,172725
3,Arizona,NaN,24639,28125
4,Massachusetts,NaN,54704,88180
5,Wisconsin,NaN,26398,29356
6,Texas,NaN,80487,112781
7,Nebraska,NaN,5065,5199
8,Utah,NaN,5724,6667
9,Oregon,NaN,6547,7215
10,Florida,NaN,144903,174683
11,New York,NaN,193396,215662
12,Rhode Island,NaN,8912,13109
13,Georgia,NaN,61132,102554
14,New Hampshire,NaN,5313,4973
15,North Carolina,NaN,20625,22777
16,New Jersey,NaN,128535,196393
17,Colorado,NaN,21750,24668
18,Maryland,NaN,3189,4884
19,Nevada,NaN,7866,12935
20,Tennessee,NaN,19465,22951
21,Hawaii,NaN,10613,23660
22,Indiana,NaN,20901,22489
23,Kentucky,NaN,11002,12599
24,Minnesota,NaN,15219,14812
25,Oklahoma,NaN,7764,8429
26,Pennsylvania,NaN,68193,82923
27,South Carolina,NaN,11927,15276
28,District of Columbia,NaN,14871,23380
29,Kansas,NaN,8288,8334
30,Missouri,NaN,16580,18650
31,Vermont,NaN,1540,1290
32,Virginia,NaN,41640,58160
33,Connecticut,NaN,21484,33054
34,Iowa,NaN,9498,9836
35,Louisiana,NaN,13868,18676
36,Ohio,NaN,74236,83426
37,Michigan,NaN,35216,40447
38,South Dakota,NaN,2114,2231
39,Arkansas,NaN,6135,5950
40,Delaware,NaN,7219,8628
41,Mississippi,NaN,4549,5848
42,New Mexico,NaN,6373,7242
43,North Dakota,NaN,1922,1798
44,Wyoming,NaN,885,1008
45,Alaska,NaN,903,1020
46,Maine,NaN,4129,3443
47,Alabama,NaN,13225,16115
48,Idaho,NaN,2206,2406
49,Montana,NaN,1721,2239
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,4352,3906
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
