,State,438,444,451
0,Washington,368403,7387,7434
1,Illinois,1256533,19198,19820
2,California,3675272,18543,20083
3,Arizona,844302,4511,4595
4,Massachusetts,643232,14380,14838
5,Wisconsin,639227,5122,5215
6,Texas,2802225,24008,26300
7,Nebraska,211812,3582,3658
8,Utah,387341,2095,2164
9,Oregon,166882,3016,3132
10,Florida,2081826,38861,39792
11,New York,1905737,56629,56778
12,Rhode Island,138255,2080,2032
13,Georgia,1064554,10401,10860
14,New Hampshire,85846,2676,2643
15,North Carolina,916159,10824,11023
16,New Jersey,927195,31573,31678
17,Colorado,468121,9315,9525
18,Maryland,417329,9258,9842
19,Nevada,305176,2312,2621
20,Tennessee,813614,6707,6857
21,Hawaii,31337,808,777
22,Indiana,690910,7347,7644
23,Kentucky,429106,5324,5477
24,Minnesota,526267,12196,11919
25,Oklahoma,439149,2557,2733
26,Pennsylvania,1043524,27474,27657
27,South Carolina,555274,7414,7579
28,District of Columbia,45037,869,899
29,Kansas,304429,1766,1919
30,Missouri,584228,4357,4814
31,Vermont,20149,1216,1180
32,Virginia,625148,10036,10318
33,Connecticut,313956,8711,9009
34,Iowa,353362,3789,3913
35,Louisiana,445469,2737,3027
36,Ohio,1024011,14230,14985
37,Michigan,768892,45558,46248
38,South Dakota,118361,1267,1324
39,Arkansas,331054,1444,1517
40,Delaware,96376,2486,2760
41,Mississippi,306088,1800,1964
42,New Mexico,192152,1476,1606
43,North Dakota,103638,1012,967
44,Wyoming,56447,407,432
45,Alaska,63501,1240,1280
46,Maine,51765,1742,1795
47,Alabama,516809,2840,3036
48,Idaho,181181,1748,1771
49,Montana,105142,1137,1172
50,Puerto Rico,109833,NaN,NaN
51,Virgin Islands,2907,NaN,NaN
52,Guam,7816,NaN,NaN
53,West Virginia,143456,2857,2817
54,Northern Mariana Islands,159,NaN,NaN
55,American Samoa,0,NaN,NaN
