,State,396,402,409
0,Washington,333794,4949,4464
1,Illinois,1174330,11214,10851
2,California,3531846,38325,34086
3,Arizona,807967,6797,5165
4,Massachusetts,569284,8717,7087
5,Wisconsin,612240,4360,3904
6,Texas,2600660,27995,26198
7,Nebraska,198949,1843,1909
8,Utah,366735,3007,2358
9,Oregon,152818,2722,2561
10,Florida,1868772,31843,25073
11,New York,1591672,41960,32357
12,Rhode Island,123145,1868,1642
13,Georgia,985505,17111,14733
14,New Hampshire,73413,1920,1524
15,North Carolina,842637,17970,13968
16,New Jersey,766405,15133,12244
17,Colorado,420614,5676,5115
18,Maryland,376355,5006,4718
19,Nevada,290972,2335,2180
20,Tennessee,765137,10333,8925
21,Hawaii,27361,245,231
22,Indiana,655541,6821,6439
23,Kentucky,396997,7150,6273
24,Minnesota,479036,4903,4252
25,Oklahoma,419354,4991,4340
26,Pennsylvania,915639,14001,11363
27,South Carolina,504149,13651,11140
28,District of Columbia,39648,557,444
29,Kansas,293215,3948,3889
30,Missouri,491489,4417,4633
31,Vermont,14493,543,441
32,Virginia,564115,11455,10023
33,Connecticut,273101,4572,3700
34,Iowa,359525,18488,12869
35,Louisiana,424176,3593,3716
36,Ohio,953767,11994,10745
37,Michigan,636269,7153,7045
38,South Dakota,111304,1102,1069
39,Arkansas,315514,2561,2333
40,Delaware,84732,1400,1153
41,Mississippi,290632,3794,3683
42,New Mexico,182789,2057,2146
43,North Dakota,99277,826,749
44,Wyoming,53795,723,820
45,Alaska,57393,793,806
46,Maine,43497,682,557
47,Alabama,486843,4962,4435
48,Idaho,169150,1430,1446
49,Montana,98779,1469,1631
50,Puerto Rico,99084,NaN,NaN
51,Virgin Islands,2575,NaN,NaN
52,Guam,7715,NaN,NaN
53,West Virginia,129616,1850,1791
54,Northern Mariana Islands,143,NaN,NaN
55,American Samoa,0,NaN,NaN
