,State,599,605,612
0,Washington,NaN,18876,16719
1,Illinois,NaN,26339,26231
2,California,NaN,54324,53308
3,Arizona,NaN,15207,13319
4,Massachusetts,NaN,10179,9791
5,Wisconsin,NaN,11928,11292
6,Texas,NaN,105562,96865
7,Nebraska,NaN,970,1443
8,Utah,NaN,6098,5783
9,Oregon,NaN,10698,9454
10,Florida,NaN,78918,67094
11,New York,NaN,31091,29483
12,Rhode Island,NaN,1946,2020
13,Georgia,NaN,45162,42377
14,New Hampshire,NaN,2122,2051
15,North Carolina,NaN,35710,32576
16,New Jersey,NaN,14441,14193
17,Colorado,NaN,11436,11004
18,Maryland,NaN,7489,7610
19,Nevada,NaN,6652,6412
20,Tennessee,NaN,43018,39048
21,Hawaii,NaN,3334,2863
22,Indiana,NaN,25062,24374
23,Kentucky,NaN,25247,23887
24,Minnesota,NaN,9984,9184
25,Oklahoma,NaN,17713,17232
26,Pennsylvania,NaN,24783,23309
27,South Carolina,NaN,28000,26089
28,District of Columbia,NaN,916,731
29,Kansas,NaN,9583,9225
30,Missouri,NaN,14560,14993
31,Vermont,NaN,940,866
32,Virginia,NaN,21228,20372
33,Connecticut,NaN,3904,4039
34,Iowa,NaN,8992,8979
35,Louisiana,NaN,15191,14756
36,Ohio,NaN,42434,40791
37,Michigan,NaN,18954,19939
38,South Dakota,NaN,2857,2844
39,Arkansas,NaN,9998,9491
40,Delaware,NaN,2708,2650
41,Mississippi,NaN,12849,12436
42,New Mexico,NaN,5153,5457
43,North Dakota,NaN,2714,2510
44,Wyoming,NaN,3002,2774
45,Alaska,NaN,3275,2960
46,Maine,NaN,2289,2198
47,Alabama,NaN,22919,20607
48,Idaho,NaN,6620,5841
49,Montana,NaN,4462,4656
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,9762,8993
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
