,State,571,577,584
0,Washington,507294,19227,19710
1,Illinois,1457687,27219,32369
2,California,4132332,91972,98861
3,Arizona,965462,18788,18974
4,Massachusetts,734486,8959,10448
5,Wisconsin,704857,10539,11866
6,Texas,3339500,110827,121586
7,Nebraska,232399,882,1371
8,Utah,444385,4585,4795
9,Oregon,238463,12486,13010
10,Florida,2920749,140929,137286
11,New York,2205869,32995,37180
12,Rhode Island,157589,1835,2222
13,Georgia,1252615,46733,53537
14,New Hampshire,102901,1398,1688
15,North Carolina,1107414,39039,43467
16,New Jersey,1060934,14950,17563
17,Colorado,589526,9716,11175
18,Maryland,479952,8464,10541
19,Nevada,371126,8138,8653
20,Tennessee,941261,29899,33655
21,Hawaii,51200,3959,3763
22,Indiana,796733,19084,22768
23,Kentucky,512224,19199,21124
24,Minnesota,624851,7877,8630
25,Oklahoma,508834,16039,18567
26,Pennsylvania,1254613,15739,18878
27,South Carolina,656313,25732,29390
28,District of Columbia,52201,1319,1364
29,Kansas,348850,9462,10617
30,Missouri,727584,20121,22477
31,Vermont,26040,751,819
32,Virginia,717826,16919,20745
33,Connecticut,361836,4803,5624
34,Iowa,387273,6699,8506
35,Louisiana,614776,39633,39989
36,Ohio,1159759,22915,27832
37,Michigan,1028630,15140,19233
38,South Dakota,126749,1691,2212
39,Arkansas,419807,15387,16224
40,Delaware,114486,2208,2584
41,Mississippi,381147,23519,25131
42,New Mexico,218569,6815,8614
43,North Dakota,113330,1241,1491
44,Wyoming,68272,1957,2153
45,Alaska,79823,1928,2233
46,Maine,72522,1582,1831
47,Alabama,634897,22200,24257
48,Idaho,208054,4377,4780
49,Montana,119864,3145,4278
50,Puerto Rico,158351,NaN,NaN
51,Virgin Islands,5295,NaN,NaN
52,Guam,8911,NaN,NaN
53,West Virginia,171997,3651,4455
54,Northern Mariana Islands,183,NaN,NaN
55,American Samoa,0,NaN,NaN
