,State,676,682,689
0,Washington,NaN,4551,3532
1,Illinois,NaN,16607,13345
2,California,NaN,18557,14865
3,Arizona,NaN,19926,16431
4,Massachusetts,NaN,15045,13444
5,Wisconsin,NaN,17826,14619
6,Texas,NaN,12060,9082
7,Nebraska,NaN,3050,2327
8,Utah,NaN,6233,5158
9,Oregon,NaN,2645,1933
10,Florida,NaN,2737,2078
11,New York,NaN,37381,31988
12,Rhode Island,NaN,2448,1897
13,Georgia,NaN,3597,2825
14,New Hampshire,NaN,3528,2748
15,North Carolina,NaN,6804,5180
16,New Jersey,NaN,12424,10662
17,Colorado,NaN,13591,11072
18,Maryland,NaN,5080,4055
19,Nevada,NaN,1742,1419
20,Tennessee,NaN,3778,2915
21,Hawaii,NaN,402,277
22,Indiana,NaN,11607,8901
23,Kentucky,NaN,5971,4690
24,Minnesota,NaN,19072,15494
25,Oklahoma,NaN,3612,2709
26,Pennsylvania,NaN,33391,28575
27,South Carolina,NaN,2841,2086
28,District of Columbia,NaN,402,308
29,Kansas,NaN,4048,3116
30,Missouri,NaN,4544,3723
31,Vermont,NaN,840,620
32,Virginia,NaN,7488,5912
33,Connecticut,NaN,4697,4282
34,Iowa,NaN,8179,6621
35,Louisiana,NaN,1292,1018
36,Ohio,NaN,27388,22103
37,Michigan,NaN,30615,25083
38,South Dakota,NaN,1444,1111
39,Arkansas,NaN,2436,1843
40,Delaware,NaN,1899,1590
41,Mississippi,NaN,1389,1089
42,New Mexico,NaN,4713,3746
43,North Dakota,NaN,2043,1617
44,Wyoming,NaN,736,594
45,Alaska,NaN,1270,927
46,Maine,NaN,1967,1445
47,Alabama,NaN,1752,1573
48,Idaho,NaN,1829,1365
49,Montana,NaN,1559,1258
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,2041,1583
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
