,State,690,696,703
0,Washington,NaN,10662,11175
1,Illinois,NaN,47972,46987
2,California,NaN,48225,48969
3,Arizona,NaN,22098,20720
4,Massachusetts,NaN,30232,29947
5,Wisconsin,NaN,24306,22602
6,Texas,NaN,40060,42698
7,Nebraska,NaN,7407,7525
8,Utah,NaN,7143,7285
9,Oregon,NaN,6000,6304
10,Florida,NaN,16407,18349
11,New York,NaN,62873,59012
12,Rhode Island,NaN,5061,4865
13,Georgia,NaN,11576,12876
14,New Hampshire,NaN,7668,6734
15,North Carolina,NaN,20442,19663
16,New Jersey,NaN,28941,28283
17,Colorado,NaN,15291,15304
18,Maryland,NaN,952,1638
19,Nevada,NaN,4474,4537
20,Tennessee,NaN,13333,13863
21,Hawaii,NaN,719,665
22,Indiana,NaN,31272,30786
23,Kentucky,NaN,16089,16379
24,Minnesota,NaN,27360,25305
25,Oklahoma,NaN,9241,9427
26,Pennsylvania,NaN,51207,48469
27,South Carolina,NaN,7660,8021
28,District of Columbia,NaN,999,872
29,Kansas,NaN,11558,11227
30,Missouri,NaN,19545,20567
31,Vermont,NaN,2663,2322
32,Virginia,NaN,16604,16686
33,Connecticut,NaN,13738,13563
34,Iowa,NaN,16899,16359
35,Louisiana,NaN,4091,4719
36,Ohio,NaN,48212,46895
37,Michigan,NaN,45653,43411
38,South Dakota,NaN,3248,3392
39,Arkansas,NaN,5161,5260
40,Delaware,NaN,3879,4048
41,Mississippi,NaN,3821,3856
42,New Mexico,NaN,8282,7802
43,North Dakota,NaN,2439,2430
44,Wyoming,NaN,1337,1505
45,Alaska,NaN,1190,1237
46,Maine,NaN,5674,4888
47,Alabama,NaN,4613,4898
48,Idaho,NaN,3245,3392
49,Montana,NaN,2229,2654
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,6670,6365
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
