,State,466,472,479
0,Washington,404709,8329,6848
1,Illinois,1339621,16378,14067
2,California,3744937,11979,11606
3,Arizona,863927,4758,4510
4,Massachusetts,691172,6182,5333
5,Wisconsin,661685,4591,4129
6,Texas,2897110,21006,19457
7,Nebraska,220127,1366,1365
8,Utah,398012,1772,1631
9,Oregon,186344,4956,4462
10,Florida,2242778,28951,24182
11,New York,2054848,19662,16742
12,Rhode Island,148186,1513,1280
13,Georgia,1102789,7807,7480
14,New Hampshire,95377,1457,1331
15,North Carolina,969752,10889,9687
16,New Jersey,1000010,5151,4710
17,Colorado,513765,9475,8046
18,Maryland,448989,5124,4528
19,Nevada,315438,2370,2171
20,Tennessee,847430,5690,5415
21,Hawaii,34082,572,495
22,Indiana,722646,6789,6422
23,Kentucky,445139,3902,3723
24,Minnesota,579235,8304,6911
25,Oklahoma,448305,1749,1799
26,Pennsylvania,1157285,18706,15595
27,South Carolina,580273,4953,4634
28,District of Columbia,47800,434,401
29,Kansas,310600,1739,1769
30,Missouri,593474,3806,3794
31,Vermont,23126,460,421
32,Virginia,661314,6453,5974
33,Connecticut,339233,3605,3136
34,Iowa,365524,2391,2347
35,Louisiana,458581,2941,2905
36,Ohio,1075004,9842,9275
37,Michigan,940175,22908,19227
38,South Dakota,122660,663,671
39,Arkansas,336105,1349,1354
40,Delaware,104909,1458,1308
41,Mississippi,311900,1727,1740
42,New Mexico,197733,1388,1359
43,North Dakota,107708,904,817
44,Wyoming,58142,468,454
45,Alaska,68148,825,786
46,Maine,61847,1605,1370
47,Alabama,528597,2416,2366
48,Idaho,187656,1356,1263
49,Montana,109030,988,1016
50,Puerto Rico,133047,NaN,NaN
51,Virgin Islands,3138,NaN,NaN
52,Guam,7981,NaN,NaN
53,West Virginia,153918,2155,1953
54,Northern Mariana Islands,168,NaN,NaN
55,American Samoa,0,NaN,NaN
