,State,648,654,661
0,Washington,NaN,14715,14373
1,Illinois,NaN,14076,13828
2,California,NaN,42699,42149
3,Arizona,NaN,16476,15872
4,Massachusetts,NaN,7850,7582
5,Wisconsin,NaN,14447,14180
6,Texas,NaN,28954,28813
7,Nebraska,NaN,3365,3311
8,Utah,NaN,7338,7319
9,Oregon,NaN,7430,7182
10,Florida,NaN,11639,11227
11,New York,NaN,24881,24279
12,Rhode Island,NaN,1682,1567
13,Georgia,NaN,8591,8370
14,New Hampshire,NaN,879,843
15,North Carolina,NaN,13915,13507
16,New Jersey,NaN,8753,8633
17,Colorado,NaN,18691,18138
18,Maryland,NaN,5048,4949
19,Nevada,NaN,3280,3169
20,Tennessee,NaN,7236,7088
21,Hawaii,NaN,867,839
22,Indiana,NaN,10529,10190
23,Kentucky,NaN,8641,8369
24,Minnesota,NaN,16782,16255
25,Oklahoma,NaN,5579,5429
26,Pennsylvania,NaN,26015,25296
27,South Carolina,NaN,5815,5524
28,District of Columbia,NaN,575,574
29,Kansas,NaN,5709,5557
30,Missouri,NaN,5909,5866
31,Vermont,NaN,1254,1199
32,Virginia,NaN,9292,8851
33,Connecticut,NaN,2207,2154
34,Iowa,NaN,6875,6709
35,Louisiana,NaN,2820,2741
36,Ohio,NaN,22750,22016
37,Michigan,NaN,27269,26727
38,South Dakota,NaN,2135,2070
39,Arkansas,NaN,2979,3033
40,Delaware,NaN,1773,1703
41,Mississippi,NaN,3129,3004
42,New Mexico,NaN,6008,5939
43,North Dakota,NaN,3381,3300
44,Wyoming,NaN,2694,2695
45,Alaska,NaN,4165,4063
46,Maine,NaN,3187,3037
47,Alabama,NaN,11368,10806
48,Idaho,NaN,6081,5963
49,Montana,NaN,5173,5102
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,5649,5418
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
