,State,459,465,472
0,Washington,NaN,8418,7484
1,Illinois,NaN,16238,14551
2,California,NaN,13975,13248
3,Arizona,NaN,4313,4050
4,Massachusetts,NaN,7810,6692
5,Wisconsin,NaN,4461,4035
6,Texas,NaN,21791,21164
7,Nebraska,NaN,2334,2103
8,Utah,NaN,1808,1649
9,Oregon,NaN,4595,4154
10,Florida,NaN,36600,31935
11,New York,NaN,28502,23581
12,Rhode Island,NaN,2032,1722
13,Georgia,NaN,8626,8125
14,New Hampshire,NaN,1933,1697
15,North Carolina,NaN,11367,9992
16,New Jersey,NaN,16642,14157
17,Colorado,NaN,9819,8740
18,Maryland,NaN,6387,5718
19,Nevada,NaN,2399,2178
20,Tennessee,NaN,9080,8026
21,Hawaii,NaN,464,424
22,Indiana,NaN,6298,5823
23,Kentucky,NaN,3342,3253
24,Minnesota,NaN,9896,8361
25,Oklahoma,NaN,2015,2068
26,Pennsylvania,NaN,22008,18496
27,South Carolina,NaN,5519,5217
28,District of Columbia,NaN,546,487
29,Kansas,NaN,1526,1523
30,Missouri,NaN,4185,4216
31,Vermont,NaN,499,418
32,Virginia,NaN,7588,7070
33,Connecticut,NaN,4744,4115
34,Iowa,NaN,2762,2781
35,Louisiana,NaN,3455,3275
36,Ohio,NaN,10032,8911
37,Michigan,NaN,29829,24582
38,South Dakota,NaN,910,877
39,Arkansas,NaN,1279,1257
40,Delaware,NaN,1787,1356
41,Mississippi,NaN,1407,1416
42,New Mexico,NaN,1294,1258
43,North Dakota,NaN,801,720
44,Wyoming,NaN,393,381
45,Alaska,NaN,856,721
46,Maine,NaN,2113,1766
47,Alabama,NaN,3541,3227
48,Idaho,NaN,1236,1082
49,Montana,NaN,977,999
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,2226,2053
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
