,State,641,647,654
0,Washington,NaN,13535,11640
1,Illinois,NaN,13822,13128
2,California,NaN,37249,35099
3,Arizona,NaN,14316,13215
4,Massachusetts,NaN,7552,6769
5,Wisconsin,NaN,9951,8396
6,Texas,NaN,28250,25931
7,Nebraska,NaN,3093,2913
8,Utah,NaN,6007,5648
9,Oregon,NaN,7458,6704
10,Florida,NaN,12417,11033
11,New York,NaN,24103,21015
12,Rhode Island,NaN,1611,1482
13,Georgia,NaN,8656,8214
14,New Hampshire,NaN,3446,3016
15,North Carolina,NaN,13615,11535
16,New Jersey,NaN,7527,6827
17,Colorado,NaN,13519,11789
18,Maryland,NaN,4833,4155
19,Nevada,NaN,3772,3467
20,Tennessee,NaN,8296,7438
21,Hawaii,NaN,749,708
22,Indiana,NaN,10141,9165
23,Kentucky,NaN,8857,7734
24,Minnesota,NaN,12102,10340
25,Oklahoma,NaN,7061,6551
26,Pennsylvania,NaN,24002,20575
27,South Carolina,NaN,5938,5152
28,District of Columbia,NaN,504,397
29,Kansas,NaN,4987,4669
30,Missouri,NaN,5838,5526
31,Vermont,NaN,1299,1101
32,Virginia,NaN,9563,8289
33,Connecticut,NaN,2788,2608
34,Iowa,NaN,6075,5478
35,Louisiana,NaN,3192,2901
36,Ohio,NaN,21299,18286
37,Michigan,NaN,23339,20172
38,South Dakota,NaN,2087,1929
39,Arkansas,NaN,2945,2676
40,Delaware,NaN,1812,1554
41,Mississippi,NaN,2909,2594
42,New Mexico,NaN,4585,4057
43,North Dakota,NaN,2805,2407
44,Wyoming,NaN,2515,2114
45,Alaska,NaN,4125,3642
46,Maine,NaN,2693,2290
47,Alabama,NaN,5070,4328
48,Idaho,NaN,7089,6170
49,Montana,NaN,5154,4459
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,5308,4475
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
