,State,627,633,640
0,Washington,NaN,14771,13245
1,Illinois,NaN,18186,17515
2,California,NaN,38039,35149
3,Arizona,NaN,12754,10721
4,Massachusetts,NaN,7981,7310
5,Wisconsin,NaN,18457,17022
6,Texas,NaN,41703,38081
7,Nebraska,NaN,4272,4116
8,Utah,NaN,6109,5808
9,Oregon,NaN,8327,7635
10,Florida,NaN,22431,20362
11,New York,NaN,30257,27560
12,Rhode Island,NaN,1714,1570
13,Georgia,NaN,17650,16225
14,New Hampshire,NaN,2991,2676
15,North Carolina,NaN,21582,18905
16,New Jersey,NaN,10915,10054
17,Colorado,NaN,13364,12421
18,Maryland,NaN,6593,5755
19,Nevada,NaN,3827,3698
20,Tennessee,NaN,14507,12944
21,Hawaii,NaN,1258,1269
22,Indiana,NaN,14782,13700
23,Kentucky,NaN,12919,11554
24,Minnesota,NaN,18296,16938
25,Oklahoma,NaN,8137,7545
26,Pennsylvania,NaN,31664,29378
27,South Carolina,NaN,11576,10177
28,District of Columbia,NaN,894,787
29,Kansas,NaN,5832,5437
30,Missouri,NaN,8406,8181
31,Vermont,NaN,1262,1126
32,Virginia,NaN,16434,15001
33,Connecticut,NaN,2735,2684
34,Iowa,NaN,8844,8172
35,Louisiana,NaN,4845,4496
36,Ohio,NaN,31548,28834
37,Michigan,NaN,26120,24249
38,South Dakota,NaN,2266,2242
39,Arkansas,NaN,4286,3911
40,Delaware,NaN,2726,2391
41,Mississippi,NaN,4304,3900
42,New Mexico,NaN,3994,3535
43,North Dakota,NaN,3585,3309
44,Wyoming,NaN,2725,2506
45,Alaska,NaN,4417,3912
46,Maine,NaN,3003,2679
47,Alabama,NaN,6742,6004
48,Idaho,NaN,7768,7037
49,Montana,NaN,5981,5576
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,7416,6580
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
