,State,410,416,423
0,Washington,344532,4271,4080
1,Illinois,1198257,11757,11594
2,California,3599250,32717,32445
3,Arizona,826454,7648,6794
4,Massachusetts,591356,7998,7301
5,Wisconsin,621654,3756,3434
6,Texas,2695558,41636,39974
7,Nebraska,203026,1771,1656
8,Utah,374850,2240,1916
9,Oregon,157285,1653,1575
10,Florida,1944995,32892,30387
11,New York,1694651,45620,42331
12,Rhode Island,128121,2236,1981
13,Georgia,1023487,15530,14365
14,New Hampshire,76861,1173,1006
15,North Carolina,872176,11472,9954
16,New Jersey,812609,20890,18712
17,Colorado,436612,7303,6946
18,Maryland,387319,5151,4970
19,Nevada,296190,2124,1948
20,Tennessee,783484,7070,6510
21,Hawaii,28107,317,290
22,Indiana,667262,5318,5120
23,Kentucky,410709,5676,5208
24,Minnesota,490011,4629,4170
25,Oklahoma,428997,4337,3931
26,Pennsylvania,950773,15256,13296
27,South Carolina,525865,8171,7280
28,District of Columbia,41419,724,676
29,Kansas,298188,2082,2011
30,Missouri,498008,3127,3241
31,Vermont,16083,707,590
32,Virginia,585700,9229,8625
33,Connecticut,285330,4811,4502
34,Iowa,339672,2870,2673
35,Louisiana,433785,4196,4126
36,Ohio,978471,10465,9583
37,Michigan,656072,9172,8710
38,South Dakota,113589,916,839
39,Arkansas,324818,4073,3479
40,Delaware,88354,1394,1370
41,Mississippi,297581,3153,3059
42,New Mexico,186922,1810,1799
43,North Dakota,100391,467,409
44,Wyoming,54764,373,340
45,Alaska,59285,753,659
46,Maine,45794,1014,852
47,Alabama,499819,5787,5130
48,Idaho,172931,1455,1195
49,Montana,100914,851,873
50,Puerto Rico,101327,NaN,NaN
51,Virgin Islands,2714,NaN,NaN
52,Guam,7749,NaN,NaN
53,West Virginia,133445,1536,1366
54,Northern Mariana Islands,145,NaN,NaN
55,American Samoa,0,NaN,NaN
