,State,697,703,710
0,Washington,NaN,10058,10287
1,Illinois,NaN,56868,57474
2,California,NaN,53375,55238
3,Arizona,NaN,21270,19687
4,Massachusetts,NaN,30296,29719
5,Wisconsin,NaN,28056,26002
6,Texas,NaN,42559,47202
7,Nebraska,NaN,5500,5552
8,Utah,NaN,6034,6273
9,Oregon,NaN,5528,5801
10,Florida,NaN,33598,38222
11,New York,NaN,95191,93127
12,Rhode Island,NaN,5814,5609
13,Georgia,NaN,14331,15816
14,New Hampshire,NaN,7531,6783
15,North Carolina,NaN,21043,20321
16,New Jersey,NaN,38318,39032
17,Colorado,NaN,12890,13118
18,Maryland,NaN,1058,1799
19,Nevada,NaN,4812,5098
20,Tennessee,NaN,13128,13765
21,Hawaii,NaN,2333,2138
22,Indiana,NaN,29471,28925
23,Kentucky,NaN,14516,14598
24,Minnesota,NaN,20374,18799
25,Oklahoma,NaN,7222,7387
26,Pennsylvania,NaN,50584,48677
27,South Carolina,NaN,7916,8295
28,District of Columbia,NaN,2356,2216
29,Kansas,NaN,11337,10872
30,Missouri,NaN,18206,18199
31,Vermont,NaN,2367,2094
32,Virginia,NaN,18801,19046
33,Connecticut,NaN,16662,18299
34,Iowa,NaN,7340,7583
35,Louisiana,NaN,5430,5995
36,Ohio,NaN,60831,58452
37,Michigan,NaN,45029,43256
38,South Dakota,NaN,2328,2272
39,Arkansas,NaN,4725,4617
40,Delaware,NaN,4766,5223
41,Mississippi,NaN,3388,3413
42,New Mexico,NaN,6464,6077
43,North Dakota,NaN,2043,1970
44,Wyoming,NaN,862,975
45,Alaska,NaN,978,965
46,Maine,NaN,5649,5217
47,Alabama,NaN,5603,5792
48,Idaho,NaN,2354,2411
49,Montana,NaN,1508,1850
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,6632,6226
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
