,State,550,556,563
0,Washington,NaN,9166,12204
1,Illinois,NaN,13424,19915
2,California,NaN,59003,77965
3,Arizona,NaN,13539,17360
4,Massachusetts,NaN,4182,6549
5,Wisconsin,NaN,3598,5233
6,Texas,NaN,55817,78614
7,Nebraska,NaN,189,422
8,Utah,NaN,3295,4087
9,Oregon,NaN,4191,6171
10,Florida,NaN,96330,120833
11,New York,NaN,15089,22481
12,Rhode Island,NaN,516,816
13,Georgia,NaN,17663,26345
14,New Hampshire,NaN,408,583
15,North Carolina,NaN,13467,18901
16,New Jersey,NaN,7477,11414
17,Colorado,NaN,5079,7622
18,Maryland,NaN,2813,4485
19,Nevada,NaN,7468,9853
20,Tennessee,NaN,11028,16257
21,Hawaii,NaN,1739,2293
22,Indiana,NaN,6909,10221
23,Kentucky,NaN,7184,10220
24,Minnesota,NaN,2789,4048
25,Oklahoma,NaN,7414,10639
26,Pennsylvania,NaN,5879,8724
27,South Carolina,NaN,8385,13046
28,District of Columbia,NaN,509,770
29,Kansas,NaN,5424,7495
30,Missouri,NaN,20766,27990
31,Vermont,NaN,192,277
32,Virginia,NaN,6345,9762
33,Connecticut,NaN,2405,3930
34,Iowa,NaN,2334,3574
35,Louisiana,NaN,22175,29059
36,Ohio,NaN,7932,12411
37,Michigan,NaN,5253,8713
38,South Dakota,NaN,376,602
39,Arkansas,NaN,14651,18094
40,Delaware,NaN,670,1096
41,Mississippi,NaN,9574,13357
42,New Mexico,NaN,2235,3680
43,North Dakota,NaN,338,472
44,Wyoming,NaN,1012,1398
45,Alaska,NaN,1476,2001
46,Maine,NaN,638,903
47,Alabama,NaN,12918,17813
48,Idaho,NaN,1986,2930
49,Montana,NaN,1050,1661
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,1212,1817
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
