,State,368,374,381
0,Washington,300198,12110,10629
1,Illinois,1101819,31033,28340
2,California,3187475,148859,133203
3,Arizona,722574,28625,19615
4,Massachusetts,500037,19665,16221
5,Wisconsin,581377,10735,9347
6,Texas,2250421,110739,100534
7,Nebraska,187147,5355,5273
8,Utah,336405,6800,5474
9,Oregon,138168,5238,4986
10,Florida,1649449,60662,52833
11,New York,1335695,65895,52115
12,Rhode Island,109735,3830,3049
13,Georgia,866911,41641,36829
14,New Hampshire,62337,3348,2593
15,North Carolina,718812,31643,26097
16,New Jersey,662808,27439,23153
17,Colorado,386285,10314,9702
18,Maryland,341452,12955,11524
19,Nevada,270907,7632,6353
20,Tennessee,708717,19046,16875
21,Hawaii,25379,748,704
22,Indiana,611039,18074,16194
23,Kentucky,346138,15654,13507
24,Minnesota,454989,7755,7149
25,Oklahoma,373090,14653,12434
26,Pennsylvania,807102,27377,22606
27,South Carolina,418325,24627,21583
28,District of Columbia,35301,1230,1054
29,Kansas,268908,8726,7902
30,Missouri,461912,10925,10544
31,Vermont,11033,743,671
32,Virginia,472447,28935,25070
33,Connecticut,237815,10579,8511
34,Iowa,313137,7239,7085
35,Louisiana,383862,12517,11157
36,Ohio,864322,29939,25685
37,Michigan,596746,15425,14922
38,South Dakota,107148,1877,1924
39,Arkansas,284066,9447,8051
40,Delaware,74575,3744,3067
41,Mississippi,264219,10611,9681
42,New Mexico,169205,5746,5557
43,North Dakota,96817,1130,1170
44,Wyoming,50898,1363,1239
45,Alaska,53315,1218,1131
46,Maine,36598,2455,1916
47,Alabama,441170,14198,12233
48,Idaho,159506,3261,2852
49,Montana,91652,2777,2794
50,Puerto Rico,91028,NaN,NaN
51,Virgin Islands,2341,NaN,NaN
52,Guam,7547,NaN,NaN
53,West Virginia,115307,4946,4147
54,Northern Mariana Islands,129,NaN,NaN
55,American Samoa,0,NaN,NaN
