,State,522,528,535
0,Washington,450404,3188,3102
1,Illinois,1390432,1930,1946
2,California,3815751,7576,7619
3,Arizona,892711,3272,3280
4,Massachusetts,709769,391,403
5,Wisconsin,677252,595,566
6,Texas,2994389,9892,9754
7,Nebraska,224226,21,40
8,Utah,413950,1644,1661
9,Oregon,208137,1329,1220
10,Florida,2365464,10975,11216
11,New York,2114123,2216,2229
12,Rhode Island,152514,154,156
13,Georgia,1133291,2197,2141
14,New Hampshire,99403,121,113
15,North Carolina,1012343,2250,2230
16,New Jersey,1022830,1617,1560
17,Colorado,556775,2940,2811
18,Maryland,462144,424,421
19,Nevada,331614,2507,2455
20,Tennessee,866738,841,837
21,Hawaii,37647,267,247
22,Indiana,752699,1426,1410
23,Kentucky,464388,1166,1128
24,Minnesota,605137,570,556
25,Oklahoma,456910,1163,1206
26,Pennsylvania,1216133,1265,1248
27,South Carolina,596144,996,950
28,District of Columbia,49305,61,60
29,Kansas,318352,840,831
30,Missouri,623096,5070,5039
31,Vermont,24392,33,33
32,Virginia,679828,1320,1260
33,Connecticut,349120,434,439
34,Iowa,373583,495,515
35,Louisiana,479521,1857,1779
36,Ohio,1110700,1832,1810
37,Michigan,999119,1311,1297
38,South Dakota,124496,110,112
39,Arkansas,347254,1694,1621
40,Delaware,109682,132,122
41,Mississippi,320837,848,804
42,New Mexico,205290,577,593
43,North Dakota,110663,139,132
44,Wyoming,61951,438,409
45,Alaska,71035,118,106
46,Maine,68977,166,152
47,Alabama,549934,1227,1223
48,Idaho,194690,636,627
49,Montana,113529,394,379
50,Puerto Rico,140009,NaN,NaN
51,Virgin Islands,3835,NaN,NaN
52,Guam,8328,NaN,NaN
53,West Virginia,163804,439,419
54,Northern Mariana Islands,183,NaN,NaN
55,American Samoa,0,NaN,NaN
