,State,655,661,668
0,Washington,NaN,12658,12750
1,Illinois,NaN,18911,19802
2,California,NaN,44943,45125
3,Arizona,NaN,18845,18696
4,Massachusetts,NaN,8842,9021
5,Wisconsin,NaN,17013,17291
6,Texas,NaN,23158,24142
7,Nebraska,NaN,5218,5624
8,Utah,NaN,7676,7915
9,Oregon,NaN,7130,7289
10,Florida,NaN,11228,11580
11,New York,NaN,29505,29272
12,Rhode Island,NaN,1408,1502
13,Georgia,NaN,8239,8376
14,New Hampshire,NaN,6531,6085
15,North Carolina,NaN,11875,11724
16,New Jersey,NaN,8821,8735
17,Colorado,NaN,19542,19458
18,Maryland,NaN,4618,4669
19,Nevada,NaN,5381,5315
20,Tennessee,NaN,6916,7090
21,Hawaii,NaN,647,691
22,Indiana,NaN,11952,12372
23,Kentucky,NaN,8043,8202
24,Minnesota,NaN,26411,26064
25,Oklahoma,NaN,4631,4908
26,Pennsylvania,NaN,28794,28932
27,South Carolina,NaN,4962,4859
28,District of Columbia,NaN,570,575
29,Kansas,NaN,6217,6512
30,Missouri,NaN,7501,7961
31,Vermont,NaN,2007,1994
32,Virginia,NaN,8374,8418
33,Connecticut,NaN,2399,2400
34,Iowa,NaN,7730,7945
35,Louisiana,NaN,3308,3417
36,Ohio,NaN,25773,26297
37,Michigan,NaN,34547,34227
38,South Dakota,NaN,2580,2703
39,Arkansas,NaN,3045,3146
40,Delaware,NaN,1676,1670
41,Mississippi,NaN,2141,2152
42,New Mexico,NaN,7522,7581
43,North Dakota,NaN,3503,3522
44,Wyoming,NaN,2652,2622
45,Alaska,NaN,4075,3953
46,Maine,NaN,3574,3542
47,Alabama,NaN,4256,4224
48,Idaho,NaN,5232,5172
49,Montana,NaN,4733,4727
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,5146,5066
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
