,State,656,661,668,675,682
0,Washington,NaN,165,153,143,132
1,Illinois,NaN,139,171,165,166
2,California,NaN,688,576,558,669
3,Arizona,NaN,243,244,264,289
4,Massachusetts,NaN,83,86,85,82
5,Wisconsin,NaN,70,98,129,115
6,Texas,NaN,661,523,453,411
7,Nebraska,NaN,30,23,25,24
8,Utah,NaN,74,73,74,76
9,Oregon,NaN,114,95,114,122
10,Florida,NaN,476,397,360,377
11,New York,NaN,261,194,223,228
12,Rhode Island,NaN,8,10,10,10
13,Georgia,NaN,351,280,231,192
14,New Hampshire,NaN,34,25,25,23
15,North Carolina,NaN,190,152,141,122
16,New Jersey,NaN,98,99,97,89
17,Colorado,NaN,232,245,317,326
18,Maryland,NaN,75,69,64,58
19,Nevada,NaN,85,90,87,90
20,Tennessee,NaN,147,125,115,115
21,Hawaii,NaN,31,26,21,17
22,Indiana,NaN,184,178,189,199
23,Kentucky,NaN,142,122,108,97
24,Minnesota,NaN,160,189,223,262
25,Oklahoma,NaN,131,118,95,78
26,Pennsylvania,NaN,503,523,550,569
27,South Carolina,NaN,110,85,71,58
28,District of Columbia,NaN,3,3,3,3
29,Kansas,NaN,0,34,268,186
30,Missouri,NaN,92,115,108,110
31,Vermont,NaN,11,17,25,22
32,Virginia,NaN,187,162,143,122
33,Connecticut,NaN,19,19,18,15
34,Iowa,NaN,119,121,122,127
35,Louisiana,NaN,61,60,63,70
36,Ohio,NaN,286,259,244,233
37,Michigan,NaN,325,361,392,417
38,South Dakota,NaN,21,20,23,21
39,Arkansas,NaN,73,55,40,27
40,Delaware,NaN,22,18,15,11
41,Mississippi,NaN,49,46,37,29
42,New Mexico,NaN,63,69,82,92
43,North Dakota,NaN,30,29,29,28
44,Wyoming,NaN,37,45,44,36
45,Alaska,NaN,22,24,20,12
46,Maine,NaN,30,30,30,29
47,Alabama,NaN,202,166,134,110
48,Idaho,NaN,97,85,75,67
49,Montana,NaN,57,53,48,44
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,98,88,88,87
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
