,County,390,395,402,409,416
0,01001,6024,129,64,22,0
1,01003,19136,357,229,154,108
2,01005,2044,35,31,11,7
3,01007,2397,45,18,0,0
4,01009,5973,14,33,72,0
5,01011,1142,20,16,15,9
6,01013,1905,38,42,31,12
7,01015,12725,207,35,117,0
8,01017,3325,81,49,44,39
9,01019,1745,1,0,1,0
10,01021,3739,106,106,85,69
11,01023,543,6,7,4,2
12,01025,3397,91,54,18,45
13,01027,1394,33,34,34,36
14,01029,1336,18,23,15,11
15,01031,5155,84,86,75,50
16,01033,5931,60,50,22,42
17,01035,1052,10,5,0,0
18,01037,840,100,86,96,97
19,01039,3830,90,98,59,62
20,01041,1400,45,35,39,14
21,01043,8802,24,12,29,0
22,01045,4524,93,85,100,29
23,01047,3285,14,7,6,5
24,01049,8355,51,42,29,0
25,01051,9110,165,140,108,83
26,01053,3707,70,85,89,58
27,01055,12966,141,126,51,95
28,01057,1953,17,14,0,0
29,01059,3947,32,10,9,0
30,01061,2350,30,24,7,0
31,01063,852,22,25,25,22
32,01065,2024,7,6,7,0
33,01067,1786,37,28,17,22
34,01069,9919,126,80,55,37
35,01071,6417,9,0,16,0
36,01073,69599,888,369,364,0
37,01075,1281,2,8,2,0
38,01077,8476,62,21,36,0
39,01079,2780,29,0,15,0
40,01081,14622,331,265,346,199
41,01083,9190,196,107,122,97
42,01085,1288,20,28,21,6
43,01087,1370,37,36,36,36
44,01089,31593,624,582,392,301
45,01091,2268,40,47,20,74
46,01093,2709,34,26,16,13
47,01095,11105,120,122,49,110
48,01097,34951,689,582,358,727
49,01099,1644,19,14,7,7
50,01101,22008,391,423,291,359
51,01103,13407,84,57,56,40
52,01105,1042,0,3,0,0
53,01107,2194,13,13,20,6
54,01109,2886,49,40,30,25
55,01111,1580,17,28,17,6
56,01113,3946,70,96,85,66
57,01115,8608,135,20,134,64
58,01117,21326,400,305,182,134
59,01119,969,19,19,19,24
60,01121,7284,134,126,88,84
61,01123,3428,13,1,47,7
62,01125,23505,488,350,324,115
63,01127,6366,84,95,67,45
64,01129,1532,32,23,27,26
65,01131,1193,23,19,20,19
66,01133,2425,23,14,15,7
67,02013,350,133,41,0,0
68,02016,397,35,35,25,24
69,02020,26063,331,0,84,0
70,02050,3500,83,97,33,102
71,02060,0,0,0,1,0
72,02068,68,1,0,1,1
73,02070,192,9,9,9,10
74,02090,6027,60,31,0,0
75,02100,27,0,0,0,1
76,02105,0,,,,NaN
77,02110,1208,14,9,12,6
78,02122,3967,33,28,26,23
79,02130,308,14,12,12,13
80,02150,1044,0,0,0,0
81,02158,1178,,,,NaN
82,02164,180,1,4,6,5
83,02170,7986,277,293,252,297
84,02180,320,6,5,5,6
85,02185,994,6,4,1,0
86,02188,577,2,0,0,0
87,02195,51,,,,NaN
88,02198,76,,,,NaN
89,02220,307,1,0,0,0
90,02230,17,,,,NaN
91,02240,445,6,5,4,0
92,02261,458,7,4,3,0
93,02275,27,,,,NaN
94,02282,66,0,0,0,1
95,02290,319,5,13,0,0
96,04001,10154,188,206,235,72
97,04003,10830,84,42,22,0
98,04005,16043,301,248,143,90
99,04007,6288,82,49,33,22
100,04009,5218,29,34,7,10
101,04011,545,8,7,1,0
102,04012,2356,34,23,15,10
103,04013,499105,8646,4917,3349,2266
104,04015,20575,259,162,101,63
105,04017,15263,176,204,119,86
106,04019,107058,1415,997,681,461
107,04021,44795,651,372,290,102
108,04023,7577,28,24,15,8
109,04025,16719,0,0,0,0
110,04027,36082,274,184,120,80
111,05001,1929,57,57,72,71
112,05003,1736,30,17,4,0
113,05005,2764,24,28,19,14
114,05007,26471,521,554,336,393
115,05009,3555,102,54,40,31
116,05011,1314,21,21,20,14
117,05013,385,16,15,16,7
118,05015,2696,34,41,42,21
119,05017,1581,6,3,0,0
120,05019,1976,47,36,27,74
121,05021,1656,17,21,30,11
122,05023,1856,28,21,16,14
123,05025,907,63,34,72,43
124,05027,2086,63,57,70,37
125,05029,2121,40,22,25,0
126,05031,12625,139,112,86,0
127,05033,6641,216,179,251,120
128,05035,5610,99,66,154,72
129,05037,1878,14,7,7,4
130,05039,711,23,17,13,12
131,05041,1297,19,25,24,12
132,05043,1939,19,15,12,0
133,05045,11465,318,253,149,67
134,05047,1585,33,28,52,6
135,05049,1054,4,6,5,3
136,05051,9329,347,389,340,449
137,05053,1532,32,31,51,35
138,05055,5749,71,69,34,57
139,05057,1773,57,51,69,68
140,05059,4696,126,104,112,64
141,05061,1497,52,46,44,50
142,05063,3617,55,47,29,42
143,05065,1637,31,28,26,17
144,05067,3123,9,7,6,1
145,05069,8460,156,152,82,63
146,05071,2647,54,44,34,24
147,05073,492,15,20,19,20
148,05075,1985,33,27,14,12
149,05077,1628,8,7,3,7
150,05079,3122,32,34,17,14
151,05081,1112,31,25,31,14
152,05083,2134,73,73,76,91
153,05085,6598,279,271,222,194
154,05087,1390,16,17,6,2
155,05089,919,18,15,22,13
156,05091,3703,127,131,139,129
157,05093,5499,107,103,45,33
158,05095,810,36,39,40,40
159,05097,712,25,18,27,11
160,05099,760,21,24,24,21
161,05101,670,8,4,1,0
162,05103,2123,56,35,23,10
163,05105,781,53,49,48,46
164,05107,1666,22,13,9,9
165,05109,932,19,15,14,7
166,05111,3048,27,25,19,14
167,05113,1844,79,81,71,84
168,05115,7550,114,60,63,47
169,05117,854,22,21,24,7
170,05119,36510,1138,767,534,414
171,05121,1909,9,7,5,3
172,05123,3407,31,28,27,23
173,05125,11191,357,341,344,266
174,05127,915,21,7,6,4
175,05129,636,5,0,0,0
176,05131,14270,257,251,325,167
177,05133,2540,75,71,89,82
178,05135,1509,24,12,0,0
179,05137,948,11,7,5,0
180,05139,3595,89,31,53,44
181,05141,1144,11,3,0,0
182,05143,28797,459,410,542,0
183,05145,7011,179,130,194,71
184,05147,600,13,9,9,7
185,05149,3296,71,83,81,61
186,06001,78714,902,1779,0,0
187,06003,79,1,1,1,1
188,06005,3398,29,85,89,26
189,06007,10717,176,152,151,177
190,06009,1866,22,6,0,0
191,06011,2069,66,47,37,0
192,06013,60710,1132,940,0,0
193,06015,931,29,13,31,30
194,06017,8855,115,69,32,0
195,06019,93065,446,0,0,0
196,06021,2184,48,38,46,44
197,06023,3025,81,61,55,26
198,06025,26696,26,43,0,0
199,06027,1193,46,32,23,13
200,06029,100434,2582,1713,456,943
201,06031,21647,279,199,223,174
202,06033,3030,101,106,75,64
203,06035,5498,39,24,16,0
204,06037,1168372,9759,6186,5927,0
205,06039,15089,172,18,0,0
206,06041,12876,215,166,192,183
207,06043,388,13,9,8,3
208,06045,3723,116,128,86,41
209,06047,27701,404,263,181,0
210,06049,443,14,16,12,16
211,06051,1203,13,12,10,8
212,06053,41341,856,321,364,184
213,06055,8826,149,148,139,0
214,06057,3761,86,68,0,43
215,06059,256889,4837,1356,649,0
216,06061,19313,132,187,44,96
217,06063,641,0,11,0,0
218,06065,285414,3109,0,0,0
219,06067,90856,1609,862,465,0
220,06069,5641,36,48,11,0
221,06071,282494,1550,219,0,0
222,06073,252943,4798,2029,963,0
223,06075,33374,785,688,665,756
224,06077,64969,666,412,197,0
225,06079,18889,370,320,457,75
226,06081,37859,739,612,596,809
227,06083,30862,751,618,660,712
228,06085,107619,1241,765,0,0
229,06087,14232,246,217,282,0
230,06089,10720,88,76,45,42
231,06091,97,3,0,0,0
232,06093,1664,66,63,53,42
233,06095,29251,377,266,181,0
234,06097,27361,392,247,0,0
235,06099,54325,1191,956,969,824
236,06101,8656,53,60,57,41
237,06103,4930,98,62,93,0
238,06105,321,11,11,13,4
239,06107,46714,495,535,0,0
240,06109,3800,137,135,140,139
241,06111,75742,1661,1434,0,0
242,06113,12399,212,203,0,0
243,06115,5583,135,96,106,90
244,08001,47135,566,386,303,234
245,08003,1230,43,17,16,14
246,08005,46988,897,900,895,380
247,08007,626,11,9,7,7
248,08009,270,0,0,0,0
249,08011,1423,96,36,16,48
250,08013,18128,458,477,391,478
251,08014,3598,,,,NaN
252,08015,1380,20,22,9,14
253,08017,124,1,1,1,1
254,08019,355,4,3,4,2
255,08021,426,6,0,0,0
256,08023,173,0,0,0,0
257,08025,1931,40,50,41,50
258,08027,163,0,2,5,1
259,08029,2424,16,0,0,0
260,08031,57845,1076,1126,1019,421
261,08033,65,1,2,2,5
262,08035,20307,647,607,612,607
263,08037,4755,146,143,150,155
264,08039,1232,32,37,37,31
265,08041,50029,1110,1057,993,829
266,08043,5333,50,56,56,33
267,08045,4971,0,31,22,0
268,08047,162,7,6,6,6
269,08049,1167,81,91,79,60
270,08051,1175,65,70,56,65
271,08053,17,0,0,1,1
272,08055,299,4,7,3,3
273,08057,48,1,2,4,1
274,08059,36057,726,566,679,659
275,08061,91,0,0,0,1
276,08063,521,9,10,9,11
277,08065,623,4,40,11,30
278,08067,2850,75,80,77,114
279,08069,19066,407,329,281,240
280,08071,961,21,32,17,21
281,08073,972,14,3,12,0
282,08075,3693,20,14,8,7
283,08077,12905,258,154,86,0
284,08079,61,1,0,0,0
285,08081,650,17,14,13,13
286,08083,1689,18,2,0,0
287,08085,3158,48,59,0,0
288,08087,2405,12,3,5,0
289,08089,1813,8,11,7,0
290,08091,237,14,16,15,14
291,08093,527,19,19,20,21
292,08095,330,0,0,0,0
293,08097,1914,19,11,0,0
294,08099,1155,6,8,2,7
295,08101,14796,348,360,427,229
296,08103,435,13,8,11,19
297,08105,665,18,13,3,0
298,08107,1797,67,71,86,78
299,08109,307,6,5,4,5
300,08111,43,1,0,0,0
301,08113,793,18,58,64,70
302,08115,189,0,0,0,0
303,08117,2901,112,108,110,117
304,08119,1226,16,14,11,7
305,08121,366,0,0,0,0
306,08123,24653,457,429,329,280
307,08125,693,14,9,7,7
308,09001,77266,1894,1652,1695,2369
309,09003,67994,1829,1248,1513,1397
310,09005,10710,277,209,92,2
311,09007,9998,236,176,134,12
312,09009,68437,2101,1315,2036,1894
313,09011,18447,599,694,727,735
314,09013,7527,300,269,280,266
315,09015,8944,195,231,335,0
316,10001,13756,413,300,184,136
317,10003,47278,1328,1343,1073,1284
318,10005,22017,694,432,478,582
319,11001,NaN,944,1178,1162,1199
320,12001,21830,388,309,303,317
321,12003,3229,87,86,86,86
322,12005,17949,329,277,309,346
323,12007,2781,58,40,35,35
324,12009,32083,1148,1062,1283,1316
325,12011,185310,5598,5500,5284,6314
326,12013,1584,26,24,14,12
327,12015,10322,228,150,115,204
328,12017,9347,280,267,226,323
329,12019,16267,308,260,180,143
330,12021,29195,567,445,568,642
331,12023,7501,82,59,25,0
332,12027,3563,79,81,74,52
333,12029,1435,15,11,14,12
334,12031,86283,1918,1451,1318,1349
335,12033,32788,609,504,498,535
336,12035,5646,107,105,105,110
337,12037,1268,12,3,2,1
338,12039,5325,91,71,66,70
339,12041,1298,38,41,36,36
340,12043,883,11,10,9,8
341,12045,1811,42,29,35,44
342,12047,1547,16,11,7,7
343,12049,2720,56,57,67,74
344,12051,4208,64,46,0,0
345,12053,10703,316,238,284,398
346,12055,6942,199,183,166,217
347,12057,106661,2326,2213,2407,3262
348,12059,2146,14,15,7,7
349,12061,10508,301,261,244,317
350,12063,5814,52,48,53,50
351,12065,1373,29,28,18,29
352,12067,1562,12,11,7,13
353,12069,23498,616,439,709,775
354,12071,55652,1076,1001,804,722
355,12073,28076,608,634,590,670
356,12075,2756,97,100,118,124
357,12077,1026,26,18,13,14
358,12079,1923,37,29,21,36
