,State,600,605,612,619,626
0,Washington,NaN,23520,18947,15968,10546
1,Illinois,NaN,26477,20498,19464,13948
2,California,NaN,52713,41080,41910,24319
3,Arizona,NaN,16268,12579,12576,9895
4,Massachusetts,NaN,11064,9063,7723,6360
5,Wisconsin,NaN,12892,9494,9649,7475
6,Texas,NaN,113316,86411,74863,55819
7,Nebraska,NaN,93,93,93,93
8,Utah,NaN,7256,5666,5100,3990
9,Oregon,NaN,12225,10279,8961,6840
10,Florida,NaN,71375,48638,39976,31131
11,New York,NaN,32828,27610,26945,19809
12,Rhode Island,NaN,2089,1623,1499,1185
13,Georgia,NaN,45988,35770,30485,23710
14,New Hampshire,NaN,2437,2085,1974,1735
15,North Carolina,NaN,40415,30276,26921,21652
16,New Jersey,NaN,15105,11228,10137,7091
17,Colorado,NaN,12501,9251,9415,6570
18,Maryland,NaN,6615,4916,4490,3136
19,Nevada,NaN,6605,5452,4174,3040
20,Tennessee,NaN,51195,39691,34876,24493
21,Hawaii,NaN,4239,3317,1977,1817
22,Indiana,NaN,26621,20641,17866,12508
23,Kentucky,NaN,26501,20635,17096,11810
24,Minnesota,NaN,11533,9474,8970,8408
25,Oklahoma,NaN,18287,13940,12694,10181
26,Pennsylvania,NaN,32294,28477,30704,26324
27,South Carolina,NaN,28950,21709,18043,13111
28,District of Columbia,NaN,956,696,634,485
29,Kansas,NaN,10070,8666,8682,7199
30,Missouri,NaN,12538,9796,9503,6924
31,Vermont,NaN,997,908,884,721
32,Virginia,NaN,25736,18548,20401,15439
33,Connecticut,NaN,3705,2995,2923,2484
34,Iowa,NaN,9290,8202,8029,6708
35,Louisiana,NaN,13274,10479,7382,7691
36,Ohio,NaN,55267,46070,47511,33925
37,Michigan,NaN,18484,15184,15460,10492
38,South Dakota,NaN,3004,2561,2377,1717
39,Arkansas,NaN,9269,7559,6888,5287
40,Delaware,NaN,2885,2519,2709,818
41,Mississippi,NaN,11235,8361,7311,6019
42,New Mexico,NaN,4209,3487,3359,2682
43,North Dakota,NaN,3482,3053,3015,2437
44,Wyoming,NaN,3387,2608,2199,1724
45,Alaska,NaN,5328,5259,5463,4689
46,Maine,NaN,2558,2051,2663,2016
47,Alabama,NaN,23055,17589,14881,10083
48,Idaho,NaN,7803,5463,6749,4820
49,Montana,NaN,4679,3483,3905,3218
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,12823,13370,14919,14506
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
