,State,215,220,227,234,241,248,255,262,269
0,Washington,71371,3710,3710,3710,3710,3710,3710,3710,3710
1,Illinois,223206,13850,13850,13850,13850,13850,13850,13850,13850
2,California,675561,46441,46441,46441,46441,46441,46441,46441,46441
3,Arizona,198414,5241,5241,5241,5241,5241,5241,5241,5241
4,Massachusetts,118650,2161,2161,2161,2161,2161,2161,2161,2161
5,Wisconsin,70854,4953,4953,4953,4953,4953,4953,4953,4953
6,Texas,598262,42797,42797,42797,42797,42797,42797,42797,42797
7,Nebraska,32047,1539,1539,1539,1539,1539,1539,1539,1539
8,Utah,49364,2493,2493,2493,2493,2493,2493,2493,2493
9,Oregon,25155,1692,1692,1692,1692,1692,1692,1692,1692
10,Florida,602829,27960,27960,27960,27960,27960,27960,27960,27960
11,New York,430145,4264,4264,4264,4264,4264,4264,4264,4264
12,Rhode Island,21302,687,687,687,687,687,687,687,687
13,Georgia,256253,17054,17054,17054,17054,17054,17054,17054,17054
14,New Hampshire,7140,114,114,114,114,114,114,114,114
15,North Carolina,161601,9936,9936,9936,9936,9936,9936,9936,9936
16,New Jersey,189719,1904,1904,1904,1904,1904,1904,1904,1904
17,Colorado,55321,2045,2045,2045,2045,2045,2045,2045,2045
18,Maryland,104669,3830,3830,3830,3830,3830,3830,3830,3830
19,Nevada,66010,4461,4461,4461,4461,4461,4461,4461,4461
20,Tennessee,144604,10336,10336,10336,10336,10336,10336,10336,10336
21,Hawaii,6769,1531,1531,1531,1531,1531,1531,1531,1531
22,Indiana,87592,5641,5641,5641,5641,5641,5641,5641,5641
23,Kentucky,43898,4136,4136,4136,4136,4136,4136,4136,4136
24,Minnesota,70298,4454,4454,4454,4454,4454,4454,4454,4454
25,Oklahoma,53522,4801,4801,4801,4801,4801,4801,4801,4801
26,Pennsylvania,134204,4629,4629,4629,4629,4629,4629,4629,4629
27,South Carolina,112551,5413,5413,5413,5413,5413,5413,5413,5413
28,District of Columbia,13639,375,375,375,375,375,375,375,375
29,Kansas,38546,3503,3503,3503,3503,3503,3503,3503,3503
30,Missouri,76597,7948,7948,7948,7948,7948,7948,7948,7948
31,Vermont,1566,44,44,44,44,44,44,44,44
32,Virginia,113623,6318,6318,6318,6318,6318,6318,6318,6318
33,Connecticut,52011,622,622,622,622,622,622,622,622
34,Iowa,56909,3931,3931,3931,3931,3931,3931,3931,3931
35,Louisiana,143566,4983,4983,4983,4983,4983,4983,4983,4983
36,Ohio,115651,6491,6491,6491,6491,6491,6491,6491,6491
37,Michigan,107686,4262,4262,4262,4262,4262,4262,4262,4262
38,South Dakota,11425,1017,1017,1017,1017,1017,1017,1017,1017
39,Arkansas,56894,4207,4207,4207,4207,4207,4207,4207,4207
40,Delaware,16942,432,432,432,432,432,432,432,432
41,Mississippi,78405,5513,5513,5513,5513,5513,5513,5513,5513
42,New Mexico,24542,1000,1000,1000,1000,1000,1000,1000,1000
43,North Dakota,10000,1292,1292,1292,1292,1292,1292,1292,1292
44,Wyoming,3603,316,316,316,316,316,316,316,316
45,Alaska,4810,521,521,521,521,521,521,521,521
46,Maine,4357,174,174,174,174,174,174,174,174
47,Alabama,116710,6952,6952,6952,6952,6952,6952,6952,6952
48,Idaho,30057,2184,2184,2184,2184,2184,2184,2184,2184
49,Montana,6489,717,717,717,717,717,717,717,717
50,Puerto Rico,30618,3882,3882,3882,3882,3882,3882,3882,3882
51,Virgin Islands,984,198,198,198,198,198,198,198,198
52,Guam,907,265,265,265,265,265,265,265,265
53,West Virginia,9315,723,723,723,723,723,723,723,723
54,Northern Mariana Islands,54,4,4,4,4,4,4,4,4
55,American Samoa,0,0,0,0,0,0,0,0,0
