,County,169,178,185,192,199,206,213,220
0,01001,653,97,106,115,121,124,127,55
1,01003,1114,340,411,488,562,640,704,317
2,01005,367,8,7,6,5,4,3,1
3,01007,208,6,6,5,5,5,4,1
4,01009,273,31,35,37,41,43,46,19
5,01011,370,0,0,0,0,0,0,0
6,01013,643,5,4,3,2,1,1,0
7,01015,436,92,99,101,102,100,93,37
8,01017,657,24,23,21,20,19,17,7
9,01019,112,22,25,28,29,30,29,12
10,01021,287,60,73,83,95,103,113,52
11,01023,202,0,0,0,0,0,0,0
12,01025,294,9,8,8,8,8,7,3
13,01027,74,1,1,1,1,0,0,0
14,01029,41,0,0,0,0,0,0,0
15,01031,407,14,13,12,12,11,10,4
16,01033,465,66,68,68,65,62,59,23
17,01035,227,12,11,9,8,7,6,2
18,01037,62,1,1,1,1,1,1,0
19,01039,399,32,33,32,32,32,32,13
20,01041,127,0,0,0,0,0,0,0
21,01043,539,38,28,20,13,8,5,1
22,01045,362,69,80,89,98,105,109,48
23,01047,963,35,31,26,22,18,15,5
24,01049,841,117,127,134,143,146,150,65
25,01051,989,133,140,145,149,148,145,61
26,01053,452,119,116,111,100,86,72,27
27,01055,882,155,169,178,183,189,185,78
28,01057,78,2,2,2,2,2,2,1
29,01059,922,17,15,13,11,9,8,3
30,01061,92,1,1,0,0,0,0,0
31,01063,192,1,0,0,0,0,0,0
32,01065,337,4,2,2,1,1,0,0
33,01067,143,3,2,1,1,0,0,0
34,01069,552,72,68,62,55,48,42,15
35,01071,374,106,125,144,155,165,170,72
36,01073,6030,1365,1490,1588,1672,1696,1731,739
37,01075,81,2,2,2,2,2,2,0
38,01077,537,35,35,34,33,32,30,12
39,01079,117,3,4,4,4,4,4,1
40,01081,1494,204,221,233,243,251,252,109
41,01083,574,61,63,65,63,64,62,26
42,01085,480,4,2,1,1,0,0,0
43,01087,206,9,6,3,2,1,0,0
44,01089,1907,573,691,817,969,1095,1212,565
45,01091,330,11,9,8,7,6,5,1
46,01093,245,22,25,28,30,33,35,15
47,01095,1866,147,147,145,140,137,130,52
48,01097,4418,581,613,636,656,668,681,291
49,01099,249,3,2,1,0,0,0,0
50,01101,4339,322,267,214,172,137,106,38
51,01103,1220,110,93,75,61,48,38,13
52,01105,209,13,15,16,17,18,19,8
53,01107,255,16,17,17,17,18,17,7
54,01109,459,26,17,11,7,4,2,0
55,01111,244,18,17,16,14,13,11,4
56,01113,657,66,62,58,51,44,40,15
57,01115,469,136,162,186,209,226,240,107
58,01117,1509,350,383,410,431,447,458,193
59,01119,285,0,0,0,0,0,0,0
60,01121,349,27,25,23,21,19,16,6
61,01123,616,15,14,14,13,13,12,5
62,01125,2544,226,218,209,199,189,177,71
63,01127,1051,101,83,65,49,37,27,9
64,01129,127,6,4,2,1,0,0,0
65,01131,296,1,1,0,0,0,0,0
66,01133,289,25,27,28,29,31,31,13
67,02013,0,,,,,,,NaN
68,02016,1,,,,,,,NaN
69,02020,619,126,117,105,89,74,60,22
70,02050,12,0,0,0,0,0,0,0
