,County,295,304,311,318,325,332,339
0,01001,2385,171,191,199,198,194,190
1,01003,7454,526,582,596,582,567,555
2,01005,1113,38,39,40,41,41,42
3,01007,966,56,61,64,67,69,69
4,01009,2429,308,349,362,359,346,331
5,01011,669,5,5,5,4,4,4
6,01013,1062,15,16,17,18,19,20
7,01015,5345,357,372,378,376,369,359
8,01017,1514,78,83,82,79,75,71
9,01019,870,45,47,47,49,49,50
10,01021,2048,53,52,52,54,57,61
11,01023,407,4,3,3,3,3,3
12,01025,1472,64,65,66,65,64,63
13,01027,825,22,22,22,23,24,26
14,01029,646,18,18,19,21,24,27
15,01031,2074,138,145,150,151,151,148
16,01033,2603,245,274,283,273,266,254
17,01035,627,39,35,29,24,21,19
18,01037,247,23,26,26,24,22,21
19,01039,1991,94,99,104,108,109,112
20,01041,665,21,22,24,26,27,28
21,01043,3454,677,762,731,685,658,621
22,01045,2111,150,153,154,152,150,148
23,01047,2025,115,127,119,110,103,98
24,01049,4057,170,166,171,180,192,206
25,01051,3544,146,155,163,168,173,176
26,01053,1847,41,46,49,53,56,59
27,01055,5087,322,342,354,364,370,373
28,01057,702,67,77,83,86,86,85
29,01059,2286,48,50,52,55,60,65
30,01061,1065,71,73,73,72,71,69
31,01063,364,0,0,0,0,0,0
32,01065,847,24,27,29,31,32,34
33,01067,799,37,38,38,39,39,39
34,01069,4631,358,382,382,371,360,350
35,01071,2595,144,143,142,143,143,144
36,01073,26813,1772,1970,2084,2111,2081,2021
37,01075,576,21,20,20,21,22,23
38,01077,3140,281,295,301,303,301,294
39,01079,1037,64,64,64,65,65,66
40,01081,7043,336,357,363,367,366,362
41,01083,3512,286,305,312,313,309,306
42,01085,753,13,14,14,14,15,15
43,01087,630,61,65,60,56,53,51
44,01089,10806,795,895,925,934,920,890
45,01091,1116,22,22,23,25,27,29
46,01093,1243,73,79,79,74,69,64
47,01095,5066,477,565,556,533,521,507
48,01097,18228,655,700,727,730,718,698
49,01099,713,22,23,24,24,24,23
50,01101,11375,370,363,358,355,349,344
51,01103,5157,486,536,550,549,542,530
52,01105,631,16,18,19,18,17,16
53,01107,1040,80,79,78,75,72,70
54,01109,1461,67,71,72,71,69,66
55,01111,912,19,19,20,23,25,28
56,01113,2033,11,9,9,10,11,13
57,01115,3613,261,258,253,243,235,228
58,01117,8635,674,755,808,838,849,848
59,01119,517,17,19,20,19,18,17
60,01121,3045,148,146,146,145,144,145
61,01123,1542,109,118,120,115,109,103
62,01125,11440,428,435,444,454,463,472
63,01127,3203,137,139,139,139,139,138
64,01129,852,95,111,101,84,71,63
65,01131,597,19,21,18,14,12,9
66,01133,1082,51,56,61,65,69,72
67,02013,20,1,1,1,1,1,1
68,02016,105,2,1,1,2,1,1
69,02020,11218,2438,2795,2778,2602,2448,2276
70,02050,855,338,401,436,440,424,404
71,02060,0,,,,,,NaN
72,02068,37,4,4,4,4,4,4
73,02070,78,6,6,5,5,4,3
74,02090,2676,183,175,173,176,180,186
75,02100,16,1,1,1,1,1,1
76,02105,0,,,,,,NaN
77,02110,693,71,70,67,64,61,58
78,02122,1559,660,955,981,700,610,583
79,02130,153,64,55,45,39,34,31
80,02150,153,24,27,27,25,22,20
81,02158,351,59,55,53,56,59,63
82,02164,124,0,0,0,0,0,0
83,02170,2169,641,743,740,676,637,605
84,02180,157,14,14,14,11,8,7
85,02185,361,51,58,62,64,64,64
86,02188,301,22,22,21,19,19,18
87,02195,21,1,1,1,1,1,1
88,02198,42,2,2,2,2,2,2
89,02220,110,7,7,7,7,7,7
90,02230,7,,,,,,NaN
91,02240,127,23,25,25,24,22,20
92,02261,207,35,42,45,45,42,38
93,02275,19,0,0,0,0,0,0
94,02282,39,2,2,2,2,2,2
95,02290,132,5,4,3,3,2,2
96,04001,4270,82,93,104,113,121,128
97,04003,2572,120,135,149,159,165,170
98,04005,6124,517,591,639,662,665,659
99,04007,2259,141,154,163,170,175,177
100,04009,1562,164,174,178,179,177,173
101,04011,122,0,0,0,0,0,0
102,04012,666,16,17,19,21,22,23
103,04013,170842,11255,13486,14010,13761,13645,13181
104,04015,4893,482,534,509,489,481,470
105,04017,6988,502,513,409,335,299,271
106,04019,31538,3056,3328,2956,2800,2775,2710
107,04021,13174,715,846,938,986,1006,1003
108,04023,3208,125,152,156,150,144,140
109,04025,3409,118,117,115,111,108,107
110,04027,14935,798,959,1001,965,927,878
111,05001,807,57,60,63,64,65,66
112,05003,643,55,62,64,62,60,57
113,05005,1016,180,194,199,196,190,184
114,05007,9977,1143,1342,1430,1458,1458,1435
115,05009,1308,146,163,170,170,167,161
116,05011,390,3,3,3,4,4,5
117,05013,95,39,47,47,43,39,36
118,05015,1141,41,43,45,48,52,56
119,05017,1073,1,1,2,2,3,4
120,05019,648,106,121,123,120,119,117
121,05021,609,52,52,52,51,50,49
122,05023,570,39,43,47,49,51,53
123,05025,286,18,16,15,14,14,13
124,05027,839,54,58,61,62,63,64
125,05029,453,55,68,73,74,73,71
126,05031,5766,546,581,604,621,626,624
127,05033,2519,264,289,299,298,293,289
128,05035,2815,184,194,199,201,202,199
129,05037,653,13,11,10,10,10,11
130,05039,211,9,11,10,9,7,5
131,05041,469,13,13,13,14,16,17
132,05043,488,24,26,27,28,29,29
133,05045,3942,233,246,254,260,263,266
134,05047,644,45,46,47,49,52,55
135,05049,415,20,22,27,31,37,43
136,05051,3053,259,302,330,347,355,357
137,05053,434,31,33,35,36,36,36
138,05055,2067,291,308,314,316,310,304
139,05057,699,54,57,59,60,60,61
140,05059,2522,278,314,311,288,273,258
141,05061,702,77,87,88,85,83,81
142,05063,1795,155,193,215,219,213,205
143,05065,862,34,51,66,80,94,104
144,05067,1136,131,151,164,176,182,188
145,05069,4679,185,201,214,228,239,249
146,05071,1112,43,43,43,42,42,41
147,05073,227,16,15,14,14,13,12
148,05075,986,48,45,44,44,46,48
149,05077,1129,8,9,10,11,12,13
150,05079,2363,0,0,0,0,1,2
151,05081,536,30,29,28,26,25,25
152,05083,696,38,40,41,42,42,41
153,05085,2180,267,289,298,293,282,268
154,05087,507,49,55,54,51,48,47
155,05089,246,56,67,73,72,69,66
156,05091,1850,137,128,126,126,130,137
157,05093,2732,182,186,190,191,193,197
158,05095,260,27,27,26,23,20,18
159,05097,208,6,7,7,7,6,6
160,05099,378,33,34,34,34,33,33
161,05101,360,18,20,22,24,25,26
162,05103,465,23,23,24,25,27,28
163,05105,192,29,34,34,31,28,26
164,05107,825,17,15,15,16,18,21
165,05109,307,21,26,26,24,22,20
166,05111,1414,125,125,125,125,125,125
167,05113,507,146,137,124,117,113,110
168,05115,3074,141,146,151,154,156,158
169,05117,308,62,73,70,66,63,60
170,05119,13855,945,1032,1100,1142,1169,1186
171,05121,799,60,64,66,67,68,67
172,05123,1884,67,70,72,72,72,71
173,05125,3648,554,642,657,645,636,623
174,05127,287,44,50,53,55,56,56
175,05129,241,13,13,13,13,13,13
176,05131,5887,665,787,824,822,817,803
177,05133,1545,108,114,115,112,106,102
178,05135,482,69,79,84,84,83,81
179,05137,423,9,9,7,6,4,3
180,05139,1302,54,57,58,59,60,60
181,05141,258,18,22,24,26,25,25
182,05143,13049,864,953,993,999,987,975
183,05145,2122,435,507,529,505,486,465
184,05147,160,4,2,2,4,6,7
185,05149,1463,73,87,91,89,85,81
186,06001,25400,1003,1121,1168,1149,1109,1073
187,06003,26,4,4,4,4,4,4
188,06005,389,39,42,35,26,21,18
189,06007,3348,175,188,170,157,146,137
190,06009,373,8,8,8,8,8,8
191,06011,591,17,18,17,14,12,10
192,06013,20452,1105,1248,1273,1254,1237,1195
193,06015,204,8,8,8,8,8,8
194,06017,1564,141,165,173,175,175,172
195,06019,33287,930,1031,1101,1137,1141,1140
196,06021,733,20,21,22,23,24,25
197,06023,653,12,13,14,14,14,14
198,06025,13789,218,228,238,243,249,254
199,06027,256,1,1,1,1,1,1
200,06029,35818,991,1154,1244,1276,1284,1255
201,06031,9263,536,624,591,556,528,519
202,06033,763,27,28,28,28,29,29
203,06035,906,12,12,12,12,12,12
204,06037,330450,18758,21135,21505,21082,20677,20384
205,06039,5361,130,130,131,132,134,137
206,06041,7284,71,74,78,80,83,86
207,06043,89,1,1,1,1,1,1
208,06045,1242,42,44,44,46,47,47
209,06047,10193,365,400,400,391,377,370
210,06049,86,39,34,24,19,15,12
211,06051,443,103,120,119,115,111,109
212,06053,12534,572,643,690,719,731,735
213,06055,2365,284,343,348,323,307,292
214,06057,741,98,111,107,97,90,86
215,06059,63460,2463,2756,2923,2963,2975,2976
216,06061,5056,679,779,732,675,632,598
217,06063,119,32,31,25,20,16,13
218,06065,73541,2714,2815,2841,2806,2749,2659
219,06067,29014,1931,2251,2390,2379,2350,2285
220,06069,1563,65,72,70,67,64,61
221,06071,71847,4735,5469,5771,5799,5773,5737
222,06073,62334,3913,4415,4603,4668,4677,4606
223,06075,13308,763,877,892,870,848,823
224,06077,23001,609,637,644,643,636,626
225,06079,4846,434,515,511,472,447,422
226,06081,12127,601,654,649,626,602,572
227,06083,10278,190,202,214,223,229,234
228,06085,27299,1729,2003,2126,2133,2119,2097
229,06087,3247,276,333,359,364,354,346
230,06089,2816,749,770,656,580,517,487
231,06091,11,0,0,0,0,0,0
232,06093,321,35,33,31,30,28,27
233,06095,8596,474,505,518,520,514,506
234,06097,10679,560,589,610,625,633,633
235,06099,18852,640,726,758,757,737,711
236,06101,2089,114,125,124,117,112,107
237,06103,1105,101,109,115,117,116,116
238,06105,62,10,11,9,7,5,4
239,06107,18610,447,474,486,491,495,496
240,06109,388,51,59,61,59,56,54
241,06111,15801,1020,1174,1215,1219,1200,1194
242,06113,3649,281,335,352,351,344,337
243,06115,1494,79,91,99,104,105,108
244,08001,20346,4299,5231,5602,5257,4950,4684
245,08003,425,57,63,64,61,57,53
246,08005,18205,5337,7183,7322,6226,5530,5272
247,08007,80,4,4,4,4,4,4
248,08009,42,1,1,0,0,0,0
249,08011,29,3,3,3,3,3,3
