,County,197,206,213,220,227,234,241,248
0,01001,1050,60,59,58,58,55,53,22
1,01003,3380,334,343,345,348,348,342,145
2,01005,565,6,5,4,3,2,2,0
3,01007,413,22,21,21,20,20,18,7
4,01009,759,59,61,61,61,61,60,25
5,01011,450,6,5,4,4,3,2,1
6,01013,756,6,5,4,3,2,1,0
7,01015,1672,278,277,264,248,229,209,83
8,01017,835,17,16,15,13,12,11,4
9,01019,258,21,21,20,19,17,16,6
10,01021,745,92,99,103,108,111,112,48
11,01023,277,1,1,1,0,0,0,0
12,01025,494,9,9,9,8,7,7,3
13,01027,237,21,19,17,14,12,10,3
14,01029,125,8,8,8,7,6,5,2
15,01031,736,26,25,23,21,20,18,7
16,01033,1141,78,71,64,58,52,45,18
17,01035,378,7,5,4,4,3,2,0
18,01037,101,1,1,1,1,1,1,0
19,01039,716,26,24,22,22,20,18,7
20,01041,312,21,19,17,15,14,11,4
21,01043,1189,85,63,44,30,20,13,4
22,01045,802,40,39,37,35,34,32,13
23,01047,1305,24,20,16,13,11,9,3
24,01049,1745,93,90,88,85,81,77,32
25,01051,1672,89,85,81,77,73,69,28
26,01053,1044,21,16,12,9,7,5,1
27,01055,2041,115,109,103,97,90,82,33
28,01057,183,10,11,12,13,13,13,6
29,01059,1238,40,36,31,27,23,19,7
30,01061,248,23,19,13,9,6,4,1
31,01063,249,3,2,2,2,1,1,0
32,01065,464,4,2,2,1,1,0,0
33,01067,249,5,4,3,2,1,0,0
34,01069,1348,86,74,65,54,45,37,13
35,01071,924,195,211,223,229,228,226,94
36,01073,12486,1351,1350,1325,1281,1233,1184,494
37,01075,212,8,8,7,7,7,7,2
38,01077,1123,109,109,108,105,102,96,39
39,01079,332,25,28,29,31,32,33,14
40,01081,2588,137,134,131,126,122,116,49
41,01083,1261,82,79,77,74,69,65,26
42,01085,567,5,3,2,1,1,0,0
43,01087,320,6,3,2,1,0,0,0
44,01089,5161,539,554,560,563,564,560,237
45,01091,536,16,13,11,9,8,6,2
46,01093,562,19,20,20,19,19,19,8
47,01095,3060,196,189,181,172,162,155,64
48,01097,9420,1669,1776,1882,1961,2017,2062,898
49,01099,408,3,1,1,0,0,0,0
50,01101,6449,312,256,205,162,127,99,35
51,01103,2295,137,113,91,71,56,43,15
52,01105,436,7,7,7,7,7,6,2
53,01107,377,13,13,13,12,12,11,4
54,01109,687,17,11,7,4,2,1,0
55,01111,394,2,2,1,1,1,0,0
56,01113,1277,113,105,93,84,73,62,23
57,01115,1289,115,114,110,108,104,98,40
58,01117,3164,257,251,242,232,220,208,85
59,01119,360,0,0,0,0,0,0,0
