,County,204,213,220,227,234,241,248,255
0,01001,1196,138,145,150,150,152,150,63
1,01003,3744,341,345,350,347,344,341,144
2,01005,586,4,3,3,2,2,1,0
3,01007,457,29,29,29,28,26,25,10
4,01009,835,49,49,48,47,47,45,19
5,01011,493,26,24,22,20,18,16,6
6,01013,775,6,4,3,2,2,1,0
7,01015,1853,124,113,101,89,76,68,25
8,01017,848,4,4,3,3,2,2,0
9,01019,288,8,7,7,6,5,4,1
10,01021,830,60,61,63,61,61,60,25
11,01023,290,4,3,3,2,2,1,0
12,01025,827,690,860,801,629,470,348,127
13,01027,278,17,15,13,11,9,7,2
14,01029,130,1,0,0,0,0,0,0
15,01031,781,23,22,21,20,17,16,6
16,01033,1232,64,58,52,46,41,35,14
17,01035,397,4,4,3,2,2,1,0
18,01037,106,1,1,1,0,0,0,0
19,01039,755,10,9,8,7,7,6,2
20,01041,333,10,9,7,6,5,4,1
21,01043,1246,21,14,9,5,3,2,0
22,01045,856,17,15,14,13,11,10,4
23,01047,1348,24,20,16,13,11,9,3
24,01049,1866,75,72,69,66,62,59,23
25,01051,1783,65,62,58,54,50,46,18
26,01053,1094,20,15,11,8,6,4,1
27,01055,2209,115,108,99,93,85,79,31
28,01057,227,27,31,35,39,43,45,20
29,01059,1310,36,32,28,24,20,17,6
30,01061,269,4,2,1,1,0,0,0
31,01063,255,0,0,0,0,0,0,0
32,01065,487,9,6,4,3,2,1,0
33,01067,268,4,3,2,1,1,0,0
34,01069,1459,81,70,59,50,41,34,12
35,01071,1079,156,161,162,161,157,149,61
36,01073,13578,922,876,831,784,733,684,278
37,01075,237,7,7,6,6,6,5,2
38,01077,1213,58,56,52,48,44,41,16
39,01079,360,5,5,5,5,5,5,2
40,01081,2736,100,96,91,88,84,78,32
41,01083,1393,101,98,96,92,87,81,33
42,01085,575,1,0,0,0,0,0,0
43,01087,344,2,1,0,0,0,0,0
44,01089,5550,316,314,308,296,289,279,116
45,01091,572,11,9,8,6,5,4,1
46,01093,592,13,13,12,12,12,11,4
47,01095,3207,99,94,86,81,74,67,26
48,01097,10747,1367,1396,1432,1457,1449,1447,620
49,01099,425,2,1,0,0,0,0,0
50,01101,6999,449,368,302,240,191,148,54
51,01103,2443,80,62,47,36,27,20,7
52,01105,448,2,2,2,2,2,2,0
53,01107,413,20,20,20,19,20,19,7
54,01109,716,12,7,4,2,1,0,0
55,01111,404,2,2,1,1,1,0,0
56,01113,1391,32,27,22,18,14,12,4
57,01115,1381,61,57,54,50,45,41,16
58,01117,3381,184,174,163,153,140,130,52
59,01119,370,0,0,0,0,0,0,0
60,01121,1087,85,78,70,63,55,48,18
61,01123,878,15,14,14,13,13,12,5
62,01125,4350,240,225,210,193,179,165,66
63,01127,1562,28,21,14,10,7,5,1
64,01129,453,95,71,50,31,18,11,3
65,01131,445,9,7,5,4,3,2,0
66,01133,456,9,8,8,7,7,6,2
67,02013,2,,,,,,,NaN
68,02016,4,,,,,,,NaN
69,02020,2290,239,207,170,139,110,87,30
70,02050,23,0,0,0,0,0,0,0
71,02060,11,0,0,0,0,0,0,0
72,02068,1,,,,,,,NaN
73,02070,2,0,0,0,0,0,0,0
74,02090,462,11,11,11,10,10,10,4
75,02100,4,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,121,10,8,6,4,3,2,0
78,02122,344,15,9,5,3,1,0,0
79,02130,38,0,0,0,0,0,0,0
80,02150,10,0,0,0,0,0,0,0
81,02158,7,,,,,,,NaN
82,02164,0,,,,,,,NaN
83,02170,362,28,28,28,27,26,24,9
84,02180,24,0,0,0,0,0,0,0
85,02185,20,0,0,0,0,0,0,0
86,02188,43,0,0,0,0,0,0,0
87,02195,7,0,0,0,0,0,0,0
88,02198,11,0,0,0,0,0,0,0
89,02220,28,0,0,0,0,0,0,0
90,02230,0,,,,,,,NaN
91,02240,17,0,0,0,0,0,0,0
92,02261,59,0,0,0,0,0,0,0
93,02275,8,,,,,,,NaN
94,02282,8,,,,,,,NaN
95,02290,55,1,0,0,0,0,0,0
96,04001,3218,29,19,13,8,5,3,0
97,04003,1747,105,67,42,25,15,8,2
98,04005,3146,54,46,41,36,31,27,10
99,04007,978,84,85,82,81,76,73,30
100,04009,574,18,16,14,12,10,9,3
101,04011,57,1,0,0,0,0,0,0
