,County,316,325,332,339
0,01001,2893,169,177,181
1,01003,9341,1039,1101,1029
2,01005,1214,21,21,26
3,01007,1252,47,52,56
4,01009,3158,238,246,248
5,01011,709,11,12,12
6,01013,1200,51,53,52
7,01015,6809,633,701,721
8,01017,1875,82,91,99
9,01019,1067,42,42,42
10,01021,2336,119,128,131
11,01023,435,16,21,21
12,01025,1641,45,48,51
13,01027,948,28,27,25
14,01029,807,35,35,35
15,01031,2577,157,158,156
16,01033,3415,223,225,223
17,01035,729,8,9,10
18,01037,382,50,56,54
19,01039,2324,66,74,80
20,01041,733,14,15,16
21,01043,4802,343,348,358
22,01045,2444,123,125,126
23,01047,2349,40,41,44
24,01049,5129,281,274,269
25,01051,4325,305,325,321
26,01053,2069,35,45,52
27,01055,6921,892,995,1001
28,01057,999,130,135,127
29,01059,2626,138,142,137
30,01061,1281,67,65,63
31,01063,445,60,63,53
32,01065,1014,55,61,64
33,01067,899,31,35,38
34,01069,5527,446,474,472
35,01071,3616,434,502,533
36,01073,34716,3158,3277,3212
37,01075,725,72,81,81
38,01077,4433,595,604,570
39,01079,1373,107,111,112
40,01081,8015,313,308,298
41,01083,4550,383,398,398
42,01085,826,21,21,26
43,01087,771,41,42,41
44,01089,14215,1364,1402,1356
45,01091,1267,48,55,60
46,01093,1482,75,83,88
47,01095,6750,609,642,646
48,01097,20452,878,879,845
49,01099,846,15,14,13
50,01101,12731,363,379,396
51,01103,7228,925,985,972
52,01105,698,4,7,9
53,01107,1297,84,88,89
54,01109,1638,44,44,44
55,01111,1070,39,42,45
56,01113,2315,116,129,120
57,01115,4603,378,419,446
58,01117,11102,978,1048,1055
59,01119,595,15,13,13
60,01121,3811,309,339,342
61,01123,1902,87,95,101
62,01125,13755,1043,1095,1064
63,01127,3861,168,184,196
64,01129,939,15,16,21
65,01131,655,10,11,12
66,01133,1447,121,131,133
67,02013,42,4,4,4
68,02016,111,2,2,2
69,02020,17600,1310,1272,1275
70,02050,1627,199,201,208
71,02060,0,,,NaN
72,02068,45,3,3,3
73,02070,102,4,2,1
74,02090,3537,99,91,101
75,02100,17,1,1,1
76,02105,0,,,NaN
77,02110,872,35,34,35
78,02122,2805,398,401,406
79,02130,207,2,2,2
80,02150,379,135,140,105
81,02158,429,13,14,17
82,02164,145,0,0,0
83,02170,4232,4497,3886,2959
84,02180,244,43,47,44
85,02185,518,48,51,53
86,02188,364,7,7,7
87,02195,26,2,2,2
88,02198,56,4,4,4
89,02220,214,38,35,35
90,02230,11,1,1,1
91,02240,305,26,24,23
92,02261,264,7,7,7
93,02275,21,0,0,0
