,County,267,276,283,290,297,304,311,318
0,01001,1949,37,34,32,30,27,25,10
1,01003,6285,81,75,69,64,59,55,21
2,01005,965,5,4,3,2,2,1,0
3,01007,761,18,16,15,13,12,11,4
4,01009,1768,53,50,47,45,42,39,16
5,01011,628,1,1,1,1,0,0,0
6,01013,982,20,16,13,10,8,6,2
7,01015,3949,110,93,80,68,57,48,18
8,01017,1260,7,6,5,5,4,3,1
9,01019,696,21,18,16,14,11,10,4
10,01021,1756,27,25,23,22,20,18,7
11,01023,379,0,0,0,0,0,0,0
12,01025,1236,13,12,11,10,9,8,3
13,01027,674,19,15,12,10,7,6,2
14,01029,489,17,15,13,11,9,8,3
15,01031,1588,42,39,35,32,30,28,11
16,01033,1851,43,37,32,27,23,19,7
17,01035,550,0,0,0,0,0,0,0
18,01037,191,0,0,0,0,0,0,0
19,01039,1604,33,31,28,26,24,21,8
20,01041,573,7,5,4,3,3,2,0
21,01043,2168,76,53,37,24,15,10,3
22,01045,1580,16,15,13,12,10,9,3
23,01047,1841,2,1,1,1,0,0,0
24,01049,2996,186,183,178,173,166,159,67
25,01051,3028,86,80,75,68,62,57,22
26,01053,1691,2,2,1,1,0,0,0
27,01055,3896,112,104,94,85,77,69,27
28,01057,525,17,17,17,17,17,17,7
29,01059,1928,27,22,19,16,13,11,4
30,01061,810,12,8,5,3,2,1,0
31,01063,328,0,0,0,0,0,0,0
32,01065,726,7,5,3,2,1,1,0
33,01067,615,9,6,4,3,2,1,0
34,01069,3559,40,32,25,19,15,12,4
35,01071,1901,96,90,82,76,69,63,24
36,01073,21897,656,606,559,510,464,424,170
37,01075,429,11,10,10,9,8,8,3
38,01077,1974,48,44,39,36,33,29,11
39,01079,759,47,48,49,50,51,51,22
40,01081,6367,70,65,60,56,51,47,18
41,01083,2605,150,144,136,128,120,112,45
42,01085,687,3,2,1,1,0,0,0
43,01087,521,4,2,1,0,0,0,0
44,01089,8742,277,265,253,242,230,216,90
45,01091,928,36,30,25,22,18,15,5
46,01093,1032,1,1,1,1,1,1,0
47,01095,4194,50,46,41,37,34,30,11
48,01097,14120,196,182,170,159,148,138,56
49,01099,618,1,0,0,0,0,0,0
50,01101,9453,238,188,148,114,88,66,23
51,01103,3800,148,118,93,73,55,42,14
52,01105,577,3,2,2,2,2,2,0
53,01107,761,36,35,34,33,32,30,12
54,01109,1288,10,6,3,2,1,0,0
55,01111,766,19,16,13,11,9,7,2
56,01113,1874,17,14,11,9,7,5,2
57,01115,2676,84,77,71,64,58,53,21
58,01117,6853,229,212,196,179,165,150,59
59,01119,461,0,0,0,0,0,0,0
60,01121,2473,83,72,62,53,44,37,13
61,01123,1245,14,13,12,12,11,10,4
62,01125,9702,248,224,203,181,161,142,56
63,01127,2602,52,37,27,19,13,9,3
64,01129,613,6,3,1,1,0,0,0
65,01131,554,0,0,0,0,0,0,0
66,01133,865,47,46,44,44,42,41,16
67,02013,15,,,,,,,NaN
68,02016,97,,,,,,,NaN
69,02020,6017,663,565,475,389,314,249,90
70,02050,223,13,10,7,5,3,2,0
71,02060,0,0,0,0,0,0,0,0
72,02068,17,,,,,,,NaN
73,02070,34,0,0,0,0,0,0,0
74,02090,1726,220,233,247,258,263,270,117
