,County,166,171,178,185,192,199,206,213
0,01001,610,61,94,102,106,110,115,118
1,01003,894,225,396,500,612,725,838,952
2,01005,353,13,17,15,14,12,10,9
3,01007,194,12,18,19,20,20,20,19
4,01009,243,21,32,37,40,43,45,47
5,01011,369,1,2,2,1,1,1,1
6,01013,634,13,15,12,10,7,6,4
7,01015,376,75,123,137,146,149,149,144
8,01017,642,35,49,49,48,46,45,42
9,01019,102,6,10,10,10,10,9,9
10,01021,252,29,49,58,66,73,81,87
11,01023,195,0,0,0,0,0,0,0
12,01025,277,3,4,4,4,4,3,3
13,01027,69,3,5,4,4,3,3,2
14,01029,38,1,2,2,2,2,2,2
15,01031,381,12,17,16,15,15,14,13
16,01033,408,18,24,23,21,19,16,14
17,01035,210,18,26,25,24,21,19,16
18,01037,59,3,5,5,6,6,7,6
19,01039,370,31,47,50,52,54,55,53
20,01041,125,0,0,0,0,0,0,0
21,01043,459,28,32,22,16,10,7,4
22,01045,299,35,57,64,71,77,81,84
23,01047,891,43,56,50,44,37,33,27
24,01049,737,136,228,271,308,344,373,401
25,01051,943,102,153,160,168,171,172,170
26,01053,396,78,117,118,112,100,87,73
27,01055,750,122,193,216,235,249,259,262
28,01057,71,4,8,9,11,13,15,17
29,01059,898,30,38,34,30,26,22,19
30,01061,83,4,5,4,2,2,1,0
31,01063,186,7,11,10,10,9,8,8
32,01065,314,11,13,10,7,5,4,2
33,01067,136,1,1,0,0,0,0,0
34,01069,507,48,65,62,56,50,43,37
35,01071,284,51,88,104,118,127,137,138
36,01073,5410,1148,1829,2075,2291,2487,2607,2722
37,01075,78,5,8,9,10,11,12,12
38,01077,496,61,93,101,109,111,113,112
39,01079,110,2,4,4,4,4,5,5
40,01081,1411,217,340,383,418,453,487,513
41,01083,501,84,136,155,172,183,195,196
42,01085,472,3,3,2,1,1,0,0
43,01087,199,13,14,9,5,3,2,1
44,01089,1491,464,848,1105,1415,1718,2062,2403
45,01091,312,12,16,14,12,11,9,7
46,01093,233,12,20,21,23,24,27,27
47,01095,1724,196,288,303,311,317,318,317
48,01097,4129,448,670,707,740,767,794,811
