,County,180,185,192,199,206,213,220,227
0,01001,838,97,104,110,115,117,119,119
1,01003,1990,888,1197,1574,1988,2446,2928,3398
2,01005,479,57,59,57,55,51,46,43
3,01007,274,30,32,35,36,37,37,37
4,01009,465,139,178,228,275,322,373,420
5,01011,395,6,5,4,3,3,2,2
6,01013,682,19,10,8,6,5,3,2
7,01015,814,295,353,399,434,452,455,442
8,01017,739,32,32,31,29,27,25,23
9,01019,172,32,31,34,35,35,35,32
10,01021,477,171,201,258,315,373,424,470
11,01023,238,9,8,7,6,5,4,3
12,01025,387,57,65,73,79,85,90,93
13,01027,124,26,21,22,21,19,17,14
14,01029,80,16,12,13,13,14,13,13
15,01031,546,89,101,111,118,123,127,127
16,01033,757,197,224,243,254,254,249,243
17,01035,290,29,27,25,23,21,18,15
18,01037,73,10,12,13,16,17,19,19
19,01039,553,110,126,143,156,166,174,176
20,01041,172,13,9,8,7,6,5,5
21,01043,826,146,109,84,62,45,30,20
22,01045,538,110,137,159,173,190,204,211
23,01047,1141,85,73,64,56,48,41,34
24,01049,1325,208,240,259,278,290,301,309
25,01051,1268,174,188,197,202,202,199,197
26,01053,640,101,91,81,70,57,47,38
27,01055,1356,277,302,327,339,355,359,357
28,01057,121,25,36,49,63,79,93,106
29,01059,1027,54,49,44,39,34,30,26
30,01061,146,40,35,31,25,19,14,9
31,01063,220,13,11,11,10,9,8,7
32,01065,401,20,15,11,8,6,4,3
33,01067,192,27,20,16,12,9,6,4
34,01069,892,270,261,267,264,253,234,219
35,01071,576,100,108,117,122,124,123,119
36,01073,8901,2112,2412,2630,2809,2908,3012,3016
37,01075,134,44,51,68,83,98,112,118
38,01077,773,136,152,163,172,177,178,177
39,01079,185,30,42,52,63,75,86,100
40,01081,2043,365,432,478,513,545,566,590
41,01083,879,208,237,269,292,311,323,331
42,01085,515,6,4,2,1,1,0,0
43,01087,261,21,13,8,5,3,1,0
44,01089,3588,1117,1390,1674,1950,2276,2559,2801
45,01091,428,48,49,47,44,39,35,30
46,01093,430,107,146,182,220,263,303,338
47,01095,2400,307,308,310,316,312,311,307
48,01097,6150,1157,1340,1466,1590,1695,1764,1863
49,01099,318,23,17,11,6,3,2,1
50,01101,5178,434,360,299,243,196,154,120
51,01103,1722,288,269,239,206,171,141,113
52,01105,335,59,71,82,95,105,112,115
53,01107,308,16,15,16,16,15,15,15
54,01109,546,33,24,16,10,6,3,2
55,01111,328,44,32,30,28,25,22,19
56,01113,936,197,211,212,204,195,183,163
57,01115,828,200,234,264,292,316,328,338
58,01117,2287,557,655,723,785,827,855,867
59,01119,323,6,3,1,1,0,0,0
60,01121,602,202,266,308,337,348,351,345
61,01123,707,43,46,46,46,47,47,46
62,01125,3215,506,509,515,513,500,486,464
63,01127,1257,99,84,66,49,37,27,19
64,01129,219,54,45,34,23,14,9,5
65,01131,351,13,9,7,5,4,3,2
66,01133,350,19,20,20,21,21,21,20
67,02013,0,,,,,,,NaN
68,02016,1,,,,,,,NaN
69,02020,962,210,193,177,154,132,110,89
70,02050,16,0,0,0,0,0,0,0
71,02060,6,0,0,0,0,0,0,0
72,02068,1,,,,,,,NaN
73,02070,1,0,0,0,0,0,0,0
