,County,211,220,227,234,241,248,255,262
0,01001,1240,26,25,23,21,19,18,7
1,01003,3957,153,148,143,136,130,124,51
2,01005,619,12,10,8,7,6,5,1
3,01007,494,15,14,13,12,11,10,4
4,01009,912,48,48,47,46,44,42,17
5,01011,527,14,12,11,9,8,7,2
6,01013,796,8,6,4,3,2,2,0
7,01015,2072,178,165,150,135,119,104,41
8,01017,861,3,3,2,2,2,1,0
9,01019,319,15,14,13,11,10,9,3
10,01021,891,32,31,30,28,27,26,10
11,01023,301,3,3,2,2,1,1,0
12,01025,861,12,10,9,9,8,7,3
13,01027,314,15,13,11,9,7,6,2
14,01029,169,29,32,33,32,31,30,12
15,01031,850,45,43,42,39,37,35,14
16,01033,1316,51,46,40,35,30,26,9
17,01035,412,4,3,3,2,2,1,0
18,01037,109,0,0,0,0,0,0,0
19,01039,794,16,15,14,12,11,10,4
20,01041,361,8,7,6,5,4,3,1
21,01043,1326,45,31,21,14,8,5,1
22,01045,893,20,18,17,16,14,13,5
23,01047,1388,18,14,12,9,7,6,2
24,01049,1951,61,58,55,52,49,45,18
25,01051,1882,48,44,41,38,34,32,12
26,01053,1152,21,16,12,8,6,4,1
27,01055,2392,170,164,156,146,138,129,51
28,01057,256,11,12,12,12,13,13,5
29,01059,1406,54,47,42,35,31,26,10
30,01061,306,15,11,7,5,3,2,0
31,01063,268,3,3,2,2,2,1,0
32,01065,507,5,3,2,1,1,0,0
33,01067,278,1,0,0,0,0,0,0
34,01069,1568,46,38,31,25,20,16,5
35,01071,1170,70,65,62,57,52,47,18
36,01073,14419,804,765,721,682,630,580,238
37,01075,255,5,5,4,4,4,3,1
38,01077,1287,50,47,43,40,36,33,13
39,01079,383,8,8,8,8,8,8,3
40,01081,2899,147,143,140,135,130,124,51
41,01083,1498,88,85,80,76,71,66,27
42,01085,584,3,2,1,0,0,0,0
43,01087,364,4,2,1,0,0,0,0
44,01089,5800,243,237,228,221,211,203,83
45,01091,597,8,6,5,4,3,3,1
46,01093,628,20,20,20,20,20,19,8
47,01095,3326,96,90,83,77,71,64,26
48,01097,11329,489,466,445,430,409,390,158
49,01099,440,2,1,0,0,0,0,0
50,01101,7293,214,169,133,101,78,58,20
51,01103,2577,109,87,68,52,41,30,10
52,01105,459,2,2,2,2,2,2,0
53,01107,461,29,29,29,29,28,27,11
54,01109,753,9,5,3,2,1,0,0
55,01111,418,4,3,3,2,2,1,0
56,01113,1471,41,34,29,23,19,15,5
57,01115,1487,85,81,77,73,67,62,24
58,01117,3582,178,169,159,147,137,126,50
59,01119,380,1,0,0,0,0,0,0
