,County,264,269,276,283,290,297,304,311
0,01001,1911,58,57,54,51,47,45,42
1,01003,6220,76,68,63,59,54,49,46
2,01005,944,7,6,5,4,3,3,2
3,01007,738,40,33,32,30,28,26,24
4,01009,1722,42,37,35,32,30,28,26
5,01011,625,3,2,2,1,1,1,1
6,01013,962,22,15,12,9,7,5,4
7,01015,3861,111,93,82,69,57,48,41
8,01017,1245,17,19,17,15,14,12,11
9,01019,674,19,16,14,12,10,8,7
10,01021,1733,40,34,33,30,28,25,24
11,01023,377,3,2,2,1,1,1,0
12,01025,1220,41,43,42,39,37,35,33
13,01027,650,21,15,12,10,8,6,5
14,01029,469,18,18,15,14,11,10,8
15,01031,1543,43,35,32,29,26,24,22
16,01033,1824,50,42,37,31,27,23,19
17,01035,547,1,1,0,0,0,0,0
18,01037,188,2,2,1,1,1,1,1
19,01039,1570,68,52,49,46,42,38,34
20,01041,567,11,7,5,4,3,3,2
21,01043,2073,57,37,25,16,10,6,4
22,01045,1557,18,13,12,10,9,8,7
23,01047,1832,9,7,6,4,3,3,2
24,01049,2854,212,206,201,198,193,185,180
25,01051,2967,97,98,92,84,79,71,66
26,01053,1684,15,13,9,7,5,3,2
27,01055,3806,95,77,70,64,57,51,45
28,01057,515,23,10,10,10,9,9,9
29,01059,1896,22,17,14,12,10,8,6
30,01061,796,33,21,15,9,6,4,2
31,01063,326,5,5,4,4,3,3,2
32,01065,703,13,8,6,4,3,2,1
33,01067,602,15,9,6,4,2,1,1
34,01069,3511,78,63,51,41,32,26,20
35,01071,1834,118,111,104,98,90,83,74
36,01073,21516,676,635,583,537,489,446,410
37,01075,423,15,9,9,8,7,7,6
38,01077,1935,58,59,54,50,46,41,37
39,01079,729,34,35,35,36,36,35,34
40,01081,6325,113,115,106,100,93,85,78
41,01083,2523,201,204,200,191,185,173,165
42,01085,682,7,4,2,1,1,0,0
43,01087,515,8,4,2,1,0,0,0
44,01089,8605,300,252,241,227,216,204,194
45,01091,898,106,113,106,96,84,75,65
46,01093,1022,8,9,9,8,8,7,7
47,01095,4153,92,89,81,76,68,63,58
48,01097,13983,193,175,162,152,140,131,120
49,01099,610,2,1,0,0,0,0,0
50,01101,9293,178,133,102,79,59,44,33
51,01103,3691,174,136,108,84,66,50,38
52,01105,572,14,10,10,9,9,8,8
53,01107,723,31,25,24,23,22,21,20
54,01109,1272,10,6,4,2,1,0,0
55,01111,740,21,19,16,13,11,9,7
56,01113,1859,25,14,10,8,7,5,4
57,01115,2590,85,83,76,70,64,57,52
58,01117,6706,254,237,217,198,179,164,148
59,01119,457,6,2,1,0,0,0,0
60,01121,2408,129,106,93,79,68,58,49
61,01123,1222,12,13,12,11,11,10,9
62,01125,9547,238,174,155,139,121,108,95
63,01127,2539,66,53,39,28,20,13,9
64,01129,606,12,4,2,1,0,0,0
65,01131,553,6,3,2,2,1,1,0
66,01133,833,48,44,43,42,41,39,38
67,02013,15,,,,,,,NaN
68,02016,96,,,,,,,NaN
69,02020,5747,659,533,443,362,291,232,182
70,02050,189,49,41,35,28,22,15,11
71,02060,0,0,0,0,0,0,0,0
72,02068,17,,,,,,,NaN
73,02070,34,0,0,0,0,0,0,0
74,02090,1652,245,263,283,304,323,330,341
