,County,187,192,199,206,213,220,227,234
0,01001,932,64,65,65,64,64,62,60
1,01003,2727,848,1163,1419,1677,1958,2196,2446
2,01005,529,33,29,26,23,21,18,15
3,01007,327,36,40,42,43,44,44,43
4,01009,601,120,155,179,204,228,249,267
5,01011,409,5,5,4,4,3,3,2
6,01013,718,18,14,11,8,6,5,4
7,01015,1157,330,371,398,411,417,406,385
8,01017,779,32,25,24,22,20,19,17
9,01019,205,15,15,14,13,12,11,10
10,01021,600,106,131,147,165,179,193,205
11,01023,263,9,7,6,5,4,4,3
12,01025,440,24,28,29,29,28,28,27
13,01027,175,44,32,32,30,28,25,21
14,01029,101,7,9,9,8,8,7,7
15,01031,644,85,87,91,94,94,92,92
16,01033,922,94,98,95,89,83,76,68
17,01035,340,28,27,25,22,19,17,14
18,01037,85,11,8,9,9,10,10,10
19,01039,641,62,65,67,68,67,65,63
20,01041,229,18,17,16,14,13,11,10
21,01043,985,109,90,68,50,34,23,15
22,01045,705,126,162,180,193,205,212,217
23,01047,1207,23,21,18,14,12,9,8
24,01049,1498,168,180,188,191,195,195,192
25,01051,1466,152,172,176,175,174,170,164
26,01053,841,123,134,120,102,86,69,57
27,01055,1690,280,317,334,346,348,349,345
28,01057,144,13,12,14,15,17,18,20
29,01059,1098,30,28,24,21,18,15,13
30,01061,192,29,28,22,17,13,8,6
31,01063,235,3,2,2,2,1,1,1
32,01065,429,17,10,7,5,3,2,1
33,01067,223,16,9,6,4,3,2,1
34,01069,1139,175,183,175,164,150,131,112
35,01071,655,67,68,68,66,64,60,57
36,01073,10420,1603,1745,1799,1830,1817,1794,1746
37,01075,167,15,20,23,25,26,27,28
38,01077,918,103,113,117,119,116,114,110
39,01079,254,33,41,49,55,61,68,75
40,01081,2286,182,189,189,191,187,184,181
41,01083,1031,107,123,126,126,126,124,121
42,01085,538,4,2,1,1,0,0,0
43,01087,291,13,9,5,3,1,1,0
44,01089,4332,824,936,1029,1108,1189,1249,1301
45,01091,484,37,35,32,28,25,22,18
46,01093,484,38,35,37,39,40,41,42
47,01095,2705,295,302,307,303,299,294,284
48,01097,7361,1229,1430,1552,1656,1754,1798,1860
49,01099,362,38,20,13,7,4,2,1
50,01101,5768,439,399,329,265,213,167,132
51,01103,1973,204,191,163,136,109,86,67
52,01105,387,39,44,48,52,54,57,58
53,01107,338,14,15,15,14,14,14,13
54,01109,603,39,22,14,9,5,3,1
55,01111,367,13,12,10,9,7,6,5
56,01113,1081,108,101,92,83,73,64,54
57,01115,1015,153,164,176,181,181,181,179
