,County,183,192,199,206,213,220,227,234
0,01001,877,105,112,117,117,119,119,50
1,01003,2423,940,1185,1464,1747,2040,2324,1073
2,01005,501,30,28,25,22,19,17,6
3,01007,284,28,29,29,30,30,30,12
4,01009,528,136,165,195,224,246,273,124
5,01011,403,5,5,4,3,3,2,1
6,01013,698,16,13,10,8,6,5,1
7,01015,908,242,260,271,270,261,253,101
8,01017,756,24,22,20,19,17,16,6
9,01019,181,19,20,20,19,18,17,7
10,01021,527,150,184,217,246,275,302,136
11,01023,245,8,8,7,6,5,4,1
12,01025,416,30,31,32,32,33,33,13
13,01027,136,45,50,53,54,51,46,18
14,01029,84,6,6,5,5,5,4,1
15,01031,591,64,69,71,72,71,71,29
16,01033,823,185,198,202,202,196,188,76
17,01035,310,19,17,15,13,11,9,3
18,01037,74,5,5,6,6,6,6,2
19,01039,587,103,112,121,128,132,134,57
20,01041,210,77,93,103,109,107,101,40
21,01043,888,88,67,48,33,22,15,4
22,01045,587,91,98,104,108,110,112,47
23,01047,1173,74,65,57,50,43,36,13
24,01049,1407,180,190,195,202,206,207,89
25,01051,1371,185,190,197,199,199,197,81
26,01053,744,115,104,90,76,63,50,18
27,01055,1495,289,309,325,336,336,334,139
28,01057,128,7,8,9,9,10,11,5
29,01059,1051,38,34,29,25,21,19,7
30,01061,167,40,36,30,23,17,12,3
31,01063,228,6,5,5,4,4,3,1
32,01065,409,6,4,3,2,1,1,0
33,01067,201,17,14,10,7,5,3,1
34,01069,1002,338,366,378,377,366,336,134
35,01071,613,54,53,52,50,47,44,18
36,01073,9552,1777,1858,1922,1957,1966,1946,816
37,01075,154,33,41,48,54,61,65,29
38,01077,826,150,160,172,178,178,177,77
39,01079,216,40,50,61,70,79,92,41
40,01081,2172,259,272,281,288,291,289,126
41,01083,946,199,219,239,251,261,264,113
42,01085,524,8,6,4,2,1,1,0
43,01087,276,13,8,5,3,1,0,0
44,01089,3886,900,1020,1134,1240,1339,1402,616
45,01091,451,34,32,29,25,22,18,7
46,01093,449,63,71,79,86,94,101,45
47,01095,2546,247,248,246,242,236,228,94
48,01097,6797,1098,1185,1258,1307,1368,1407,605
49,01099,347,16,10,6,3,2,1,0
50,01101,5429,530,451,374,310,249,199,71
51,01103,1830,237,208,178,148,119,95,34
52,01105,359,63,73,84,92,98,102,45
53,01107,314,12,12,13,12,12,11,4
54,01109,572,22,15,9,6,3,2,0
55,01111,348,33,32,29,27,24,21,8
56,01113,991,113,105,98,88,79,69,26
57,01115,910,218,247,270,289,302,309,133
58,01117,2459,514,555,586,608,622,620,265
59,01119,324,4,2,1,0,0,0,0
60,01121,652,109,111,109,104,97,89,35
61,01123,733,42,42,42,43,43,42,18
62,01125,3328,358,353,342,332,318,299,123
