,County,243,248,255,262,269,276,283,290
0,01001,1691,217,247,251,257,263,262,257
1,01003,5087,238,256,246,239,231,222,210
2,01005,838,138,160,152,138,121,99,82
3,01007,636,23,21,20,19,18,15,14
4,01009,1560,373,488,556,580,565,529,479
5,01011,591,5,3,3,2,2,1,1
6,01013,911,17,15,12,9,7,5,4
7,01015,3374,522,580,566,529,493,453,407
8,01017,1132,153,173,176,167,152,129,113
9,01019,569,163,204,225,232,218,198,170
10,01021,1502,200,234,244,255,262,262,256
11,01023,345,2,1,1,1,0,0,0
12,01025,1055,51,60,57,56,55,50,48
13,01027,552,78,81,74,66,58,49,40
14,01029,332,27,27,26,24,21,19,16
15,01031,1283,184,223,231,235,232,226,218
16,01033,1609,78,70,62,54,47,41,35
17,01035,524,41,44,39,35,30,25,21
18,01037,165,34,45,53,57,55,52,45
19,01039,1311,389,508,499,420,345,280,220
20,01041,523,23,23,20,17,15,12,10
21,01043,1862,206,175,129,94,66,45,30
22,01045,1333,187,227,238,245,246,236,225
23,01047,1749,192,197,182,165,145,123,105
24,01049,2371,157,175,172,168,162,156,152
25,01051,2558,196,190,184,176,169,160,150
26,01053,1564,168,166,142,116,92,72,56
27,01055,3365,422,480,473,469,456,437,420
28,01057,426,49,62,68,74,79,84,87
29,01059,1745,44,43,37,31,27,22,19
30,01061,581,123,116,95,73,54,38,26
31,01063,300,0,0,0,0,0,0,0
32,01065,615,28,22,17,12,9,6,4
33,01067,475,81,76,64,49,36,26,17
34,01069,2727,600,695,683,633,552,485,406
35,01071,1516,96,93,88,82,76,71,63
36,01073,19123,1529,1594,1531,1453,1379,1305,1226
37,01075,353,32,39,40,42,42,40,40
38,01077,1653,92,97,93,88,81,77,70
39,01079,592,25,26,26,27,26,26,25
40,01081,5751,1630,2108,2007,1652,1313,1074,859
41,01083,2001,182,186,182,178,172,163,154
42,01085,649,17,12,8,5,3,2,1
43,01087,478,13,8,4,2,1,0,0
44,01089,7630,765,819,830,838,833,836,820
45,01091,701,19,20,17,14,12,10,8
46,01093,948,146,186,203,221,237,248,256
47,01095,3879,212,224,212,203,189,181,168
48,01097,13122,458,482,461,439,418,396,374
49,01099,576,13,9,5,3,1,0,0
50,01101,8688,424,361,292,231,182,141,107
51,01103,3214,194,174,142,112,87,67,51
52,01105,538,5,6,6,5,5,5,4
53,01107,638,29,29,29,28,27,26,24
54,01109,1161,161,139,100,67,44,28,17
55,01111,622,60,67,62,57,51,44,37
56,01113,1731,41,39,32,27,22,18,14
57,01115,2243,376,433,451,460,451,434,418
58,01117,5719,1051,1244,1314,1352,1352,1333,1297
59,01119,418,1,0,0,0,0,0,0
60,01121,2077,635,790,797,714,606,499,404
61,01123,1136,109,130,136,139,140,137,133
62,01125,7323,1524,1827,1904,1914,1864,1750,1581
63,01127,2243,144,117,89,67,48,34,25
64,01129,549,8,4,2,1,0,0,0
65,01131,531,3,2,1,1,0,0,0
66,01133,716,65,67,69,70,70,70,68
67,02013,2,,,,,,,NaN
68,02016,7,,,,,,,NaN
69,02020,3873,245,203,164,130,101,77,58
70,02050,95,8,3,2,1,1,0,0
71,02060,10,0,0,0,0,0,0,0
72,02068,2,,,,,,,NaN
73,02070,8,0,0,0,0,0,0,0
74,02090,985,90,86,89,90,92,90,90
75,02100,5,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,272,18,11,8,5,3,2,1
78,02122,435,3,1,0,0,0,0,0
79,02130,49,1,0,0,0,0,0,0
80,02150,20,0,0,0,0,0,0,0
81,02158,12,,,,,,,NaN
82,02164,0,,,,,,,NaN
83,02170,579,25,23,21,19,17,16,14
84,02180,57,7,0,0,0,0,0,0
85,02185,93,5,1,1,0,0,0,0
86,02188,93,11,2,1,0,0,0,0
87,02195,7,0,0,0,0,0,0,0
88,02198,30,0,0,0,0,0,0,0
89,02220,44,2,0,0,0,0,0,0
90,02230,0,,,,,,,NaN
91,02240,22,0,0,0,0,0,0,0
92,02261,76,3,1,0,0,0,0,0
93,02275,13,,,,,,,NaN
94,02282,23,,,,,,,NaN
95,02290,79,3,2,1,1,1,0,0
96,04001,3451,32,26,17,11,7,4,2
97,04003,1881,9,4,2,1,0,0,0
98,04005,3749,174,152,139,126,114,102,91
99,04007,1233,38,41,38,35,32,30,26
100,04009,793,10,6,5,4,3,3,2
101,04011,58,0,0,0,0,0,0,0
102,04012,535,3,1,0,0,0,0,0
103,04013,140006,2099,1928,1702,1525,1367,1202,1061
104,04015,3895,58,51,39,29,20,15,10
105,04017,5747,32,28,24,21,18,15,13
106,04019,24647,2047,2136,1954,1798,1630,1456,1293
107,04021,10375,132,125,115,107,99,93,85
108,04023,2820,16,10,6,3,2,1,0
109,04025,2480,50,40,37,34,32,29,26
110,04027,12580,101,56,31,16,9,4,2
111,05001,359,28,23,20,17,14,12,9
112,05003,425,12,9,8,8,7,6,5
113,05005,285,47,39,30,21,15,9,6
114,05007,6268,298,206,143,99,64,43,27
115,05009,637,80,68,63,58,53,48,41
116,05011,336,4,3,2,1,1,0,0
117,05013,34,,,,,,,NaN
118,05015,625,31,23,20,15,13,10,7
119,05017,995,6,2,1,0,0,0,0
120,05019,314,16,11,7,4,2,1,1
121,05021,264,11,10,10,10,9,9,8
122,05023,314,9,7,6,5,5,4,4
123,05025,179,6,3,2,1,0,0,0
124,05027,383,20,20,19,18,17,15,14
125,05029,248,6,5,5,5,4,4,4
126,05031,2640,171,126,81,52,32,18,10
127,05033,1271,113,93,74,58,44,32,24
128,05035,1887,35,28,20,14,10,7,5
129,05037,415,12,7,5,3,2,1,1
130,05039,156,0,0,0,0,0,0,0
131,05041,280,9,7,6,5,4,4,3
132,05043,350,4,4,3,3,2,2,2
133,05045,2277,264,241,241,237,231,223,213
134,05047,248,10,9,9,9,9,9,9
135,05049,127,13,11,10,10,8,7,6
136,05051,1750,88,90,88,86,84,80,76
137,05053,249,12,11,12,12,12,12,11
138,05055,795,42,45,43,41,39,36,35
139,05057,358,2,2,2,1,1,1,1
140,05059,1847,38,34,33,32,31,30,28
141,05061,456,2,1,0,0,0,0,0
142,05063,1030,82,70,57,45,36,27,20
143,05065,194,10,7,5,3,2,1,1
144,05067,290,32,45,54,63,72,81,87
145,05069,2928,365,383,379,371,362,351,337
146,05071,819,4,3,2,1,1,0,0
147,05073,92,5,3,2,2,1,1,0
148,05075,374,28,21,14,8,5,3,1
149,05077,1050,7,4,3,2,1,0,0
150,05079,1941,92,82,74,64,56,49,43
151,05081,345,7,8,8,8,8,8,8
152,05083,393,4,3,2,2,2,2,1
153,05085,1042,74,73,64,54,46,38,32
154,05087,332,4,2,1,0,0,0,0
155,05089,76,4,3,3,3,2,2,2
156,05091,774,28,26,22,18,14,11,9
157,05093,1596,53,55,53,51,48,46,44
158,05095,119,9,6,6,5,5,4,4
159,05097,139,4,3,2,1,1,0,0
160,05099,209,17,8,5,2,1,0,0
161,05101,217,24,21,17,15,11,9,6
162,05103,247,14,13,11,10,8,7,5
163,05105,83,4,4,4,3,3,3,2
164,05107,460,12,10,8,7,6,5,4
165,05109,221,0,0,0,0,0,0,0
166,05111,615,14,7,4,2,1,0,0
167,05113,251,0,0,0,0,0,0,0
168,05115,2028,47,27,18,12,8,5,3
169,05117,137,0,0,0,0,0,0,0
170,05119,8670,408,389,358,322,292,257,226
171,05121,387,24,20,16,14,11,9,7
172,05123,1474,43,31,19,12,7,4,2
173,05125,1951,70,54,39,29,21,14,10
174,05127,95,4,5,5,5,5,5,5
175,05129,141,4,1,1,0,0,0,0
176,05131,3459,178,150,120,95,73,57,43
177,05133,1194,3,1,0,0,0,0,0
178,05135,198,13,8,5,3,2,1,0
179,05137,309,7,5,3,1,1,0,0
180,05139,841,13,11,9,7,5,4,3
181,05141,169,4,2,1,0,0,0,0
182,05143,9006,462,331,205,125,73,41,22
183,05145,731,51,54,52,48,43,40,35
184,05147,46,5,1,1,1,1,1,1
185,05149,1233,14,8,4,3,1,1,0
186,06001,20641,503,439,369,307,259,217,179
187,06003,2,0,0,0,0,0,0,0
188,06005,286,0,0,0,0,0,0,0
189,06007,2764,73,50,33,21,13,8,5
190,06009,311,1,1,0,0,0,0,0
191,06011,510,7,7,7,6,5,5,4
192,06013,15958,531,460,414,371,332,299,267
193,06015,136,0,0,0,0,0,0,0
194,06017,1073,14,8,5,3,2,1,0
195,06019,27769,554,493,465,436,410,385,358
196,06021,550,8,7,5,3,2,1,1
197,06023,485,0,0,0,0,0,0,0
198,06025,11583,130,119,92,69,51,37,27
199,06027,187,0,0,0,0,0,0,0
200,06029,31509,626,519,449,388,334,286,246
201,06031,7430,120,83,53,34,21,13,7
202,06033,492,43,47,49,51,51,51,50
203,06035,735,0,0,0,0,0,0,0
204,06037,261446,7043,6569,6096,5627,5177,4764,4372
205,06039,4391,41,27,14,7,3,1,0
206,06041,6591,86,93,86,79,72,67,61
207,06043,75,0,0,0,0,0,0,0
