,State,361,367,374
0,Washington,289939,13081,12031
1,Illinois,1068829,38463,37556
2,California,2991731,230037,219475
3,Arizona,673882,41987,33939
4,Massachusetts,470140,27958,25471
5,Wisconsin,568166,14364,13018
6,Texas,2127111,140813,134394
7,Nebraska,181978,5489,5146
8,Utah,323837,10569,9207
9,Oregon,133205,7558,7129
10,Florida,1571279,77921,71724
11,New York,1242561,86573,80507
12,Rhode Island,104443,5304,4896
13,Georgia,815995,50876,47910
14,New Hampshire,56864,3542,3141
15,North Carolina,674637,40745,35953
16,New Jersey,627221,34400,32932
17,Colorado,374981,14034,13749
18,Maryland,326445,17054,16120
19,Nevada,261573,12331,11901
20,Tennessee,685321,26548,23988
21,Hawaii,24595,1014,1093
22,Indiana,590211,24186,22170
23,Kentucky,326674,19697,17794
24,Minnesota,446380,9380,8648
25,Oklahoma,354979,21182,19101
26,Pennsylvania,770985,36073,31764
27,South Carolina,388184,25308,23960
28,District of Columbia,33851,1692,1658
29,Kansas,258354,11816,10834
30,Missouri,449379,14937,14469
31,Vermont,10057,898,750
32,Virginia,439305,28681,26801
33,Connecticut,223422,13699,13028
34,Iowa,305151,8232,7899
35,Louisiana,368980,18380,16389
36,Ohio,826754,40908,36895
37,Michigan,581785,19680,19047
38,South Dakota,105544,2644,2598
39,Arkansas,271154,13604,11891
40,Delaware,70294,3922,3374
41,Mississippi,252475,11844,10972
42,New Mexico,163637,7901,7367
43,North Dakota,95864,1476,1482
44,Wyoming,49363,1907,1679
45,Alaska,51938,1655,1589
46,Maine,33559,3020,2599
47,Alabama,422598,17256,15554
48,Idaho,155554,5086,4494
49,Montana,89393,3505,3459
50,Puerto Rico,87381,NaN,NaN
51,Virgin Islands,2260,NaN,NaN
52,Guam,7474,NaN,NaN
53,West Virginia,108821,6777,5938
54,Northern Mariana Islands,128,NaN,NaN
55,American Samoa,0,NaN,NaN
