,State,326,332,339
0,Washington,202063,23690,23820
1,Illinois,848904,61616,62064
2,California,1585378,196078,195671
3,Arizona,408442,36493,34204
4,Massachusetts,290578,29703,29940
5,Wisconsin,468956,26457,25628
6,Texas,1481899,104618,110782
7,Nebraska,148861,9997,10497
8,Utah,233904,13230,13092
9,Oregon,93853,10857,11500
10,Florida,1125931,68335,69254
11,New York,774767,63802,64173
12,Rhode Island,70818,7999,7786
13,Georgia,542838,40535,43405
14,New Hampshire,30956,5248,5076
15,North Carolina,436595,39876,40158
16,New Jersey,400650,34931,35485
17,Colorado,288193,27052,26622
18,Maryland,234647,19247,19517
19,Nevada,186833,17236,16900
20,Tennessee,454305,40729,40555
21,Hawaii,19588,960,1195
22,Indiana,425434,43936,43536
23,Kentucky,223103,23717,24365
24,Minnesota,378823,26717,25185
25,Oklahoma,237668,21808,22633
26,Pennsylvania,495099,61709,58716
27,South Carolina,252206,21551,22898
28,District of Columbia,24874,1806,1721
29,Kansas,188460,18020,18301
30,Missouri,353178,24807,25774
31,Vermont,5753,821,864
32,Virginia,281909,29218,30844
33,Connecticut,146761,17782,18370
34,Iowa,256249,13935,15073
35,Louisiana,268613,17627,18399
36,Ohio,562727,86803,86615
37,Michigan,465159,38976,39706
38,South Dakota,91038,5506,5677
39,Arkansas,185702,14044,13973
40,Delaware,45460,5283,5103
41,Mississippi,179447,14481,14624
42,New Mexico,119800,11708,11810
43,North Dakota,87871,4552,4478
44,Wyoming,39360,3313,3415
45,Alaska,41143,3644,3571
46,Maine,15923,2588,2687
47,Alabama,295631,24460,24331
48,Idaho,121179,10377,10067
49,Montana,73303,6960,7663
50,Puerto Rico,62431,NaN,NaN
51,Virgin Islands,1791,NaN,NaN
52,Guam,7079,NaN,NaN
53,West Virginia,63217,8675,8934
54,Northern Mariana Islands,113,NaN,NaN
55,American Samoa,0,NaN,NaN
