,State,473,479,486,493,500,507,514
0,Washington,NaN,116,104,81,88,92,88
1,Illinois,NaN,181,145,85,63,46,34
2,California,NaN,93,73,58,62,66,68
3,Arizona,NaN,25,25,27,34,40,43
4,Massachusetts,NaN,82,66,38,29,23,18
5,Wisconsin,NaN,50,45,34,35,33,29
6,Texas,NaN,144,115,79,77,73,65
7,Nebraska,NaN,21,16,9,7,6,4
8,Utah,NaN,11,9,8,9,9,9
9,Oregon,NaN,72,71,49,46,44,41
10,Florida,NaN,261,202,138,126,115,102
11,New York,NaN,229,162,89,67,52,40
12,Rhode Island,NaN,21,17,9,7,5,4
13,Georgia,NaN,43,38,30,30,28,24
14,New Hampshire,NaN,18,14,10,9,8,7
15,North Carolina,NaN,105,94,83,87,85,77
16,New Jersey,NaN,114,78,39,26,18,13
17,Colorado,NaN,70,57,40,36,32,28
18,Maryland,NaN,81,67,43,38,32,25
19,Nevada,NaN,21,19,15,16,16,14
20,Tennessee,NaN,78,59,30,24,21,19
21,Hawaii,NaN,12,10,8,7,7,7
22,Indiana,NaN,68,57,41,42,44,45
23,Kentucky,NaN,36,27,17,14,12,10
24,Minnesota,NaN,116,93,61,52,43,35
25,Oklahoma,NaN,22,18,13,12,11,10
26,Pennsylvania,NaN,302,226,129,107,88,70
27,South Carolina,NaN,48,40,29,27,24,22
28,District of Columbia,NaN,4,3,2,1,1,1
29,Kansas,NaN,13,9,6,5,4,4
30,Missouri,NaN,42,31,18,15,13,11
31,Vermont,NaN,6,4,3,2,2,1
32,Virginia,NaN,94,76,49,43,36,29
33,Connecticut,NaN,40,32,20,14,11,8
34,Iowa,NaN,39,30,18,15,12,9
35,Louisiana,NaN,30,24,17,15,14,13
36,Ohio,NaN,103,79,51,45,41,35
37,Michigan,NaN,354,252,140,104,78,57
38,South Dakota,NaN,7,5,3,2,1,0
39,Arkansas,NaN,17,14,10,9,10,10
40,Delaware,NaN,16,12,7,5,4,3
41,Mississippi,NaN,16,14,9,8,7,6
42,New Mexico,NaN,13,12,9,9,9,8
43,North Dakota,NaN,6,5,3,3,2,2
44,Wyoming,NaN,5,5,3,3,3,3
45,Alaska,NaN,5,4,3,3,3,2
46,Maine,NaN,26,24,17,15,14,11
47,Alabama,NaN,27,22,17,16,16,14
48,Idaho,NaN,14,11,8,7,6,6
49,Montana,NaN,13,10,7,6,5,4
50,Puerto Rico,NaN,78,60,38,36,33,30
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,40,27,17,15,13,11
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
