,State,543,549,556,563,570,577,584
0,Washington,NaN,10,7,7,8,10,10
1,Illinois,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,California,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Arizona,NaN,31,30,31,34,36,36
4,Massachusetts,NaN,1,1,1,1,0,0
5,Wisconsin,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Texas,NaN,62,58,58,58,59,57
7,Nebraska,NaN,3,2,2,2,2,2
8,Utah,NaN,13,12,11,10,10,9
9,Oregon,NaN,7,5,5,5,6,6
10,Florida,NaN,32,26,23,21,20,18
11,New York,NaN,20,22,28,37,46,50
12,Rhode Island,NaN,0,0,0,0,0,0
13,Georgia,NaN,15,15,18,21,26,28
14,New Hampshire,NaN,0,0,0,0,0,0
15,North Carolina,NaN,35,34,35,36,37,39
16,New Jersey,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Colorado,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Maryland,NaN,2,2,2,2,2,3
19,Nevada,NaN,28,34,41,49,53,50
20,Tennessee,NaN,13,12,12,13,14,13
21,Hawaii,NaN,1,0,0,0,0,1
22,Indiana,NaN,28,32,37,44,52,57
23,Kentucky,NaN,8,10,14,19,27,32
24,Minnesota,NaN,3,3,2,3,3,3
25,Oklahoma,NaN,21,21,22,22,23,22
26,Pennsylvania,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,South Carolina,NaN,11,11,12,13,15,16
28,District of Columbia,NaN,0,0,0,0,0,0
29,Kansas,NaN,29,26,24,23,22,19
30,Missouri,NaN,125,100,87,77,69,60
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,5,5,5,6,7,7
33,Connecticut,NaN,1,1,2,2,3,3
34,Iowa,NaN,7,6,5,5,4,4
35,Louisiana,NaN,51,53,55,58,59,52
36,Ohio,NaN,11,10,11,14,20,25
37,Michigan,NaN,7,6,7,9,12,18
38,South Dakota,NaN,0,0,0,0,0,0
39,Arkansas,NaN,50,50,49,48,45,41
40,Delaware,NaN,0,0,0,0,0,0
41,Mississippi,NaN,23,52,105,116,85,57
42,New Mexico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43,North Dakota,NaN,2,0,0,0,0,0
44,Wyoming,NaN,8,10,24,66,76,50
45,Alaska,NaN,0,1,1,1,1,2
46,Maine,NaN,0,0,0,0,0,0
47,Alabama,NaN,28,30,36,43,48,46
48,Idaho,NaN,8,8,9,10,12,13
49,Montana,NaN,4,4,5,5,6,6
50,Puerto Rico,NaN,16,16,18,23,33,35
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,1,1,1
53,West Virginia,NaN,4,4,4,5,6,7
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
