,State,599,605,612,619,626,633,640
0,Washington,NaN,148,125,122,131,145,163
1,Illinois,NaN,129,165,167,183,212,253
2,California,NaN,248,223,232,258,291,329
3,Arizona,NaN,158,151,149,154,161,166
4,Massachusetts,NaN,111,64,39,27,21,18
5,Wisconsin,NaN,67,65,72,87,109,136
6,Texas,NaN,1246,1232,1129,1021,910,793
7,Nebraska,NaN,47,58,73,88,101,110
8,Utah,NaN,18,21,27,34,40,45
9,Oregon,NaN,117,109,102,102,105,109
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,425,525,723,991,1232,1353
12,Rhode Island,NaN,14,11,10,10,11,13
13,Georgia,NaN,318,301,315,330,329,308
14,New Hampshire,NaN,20,24,29,33,36,38
15,North Carolina,NaN,497,488,480,464,436,401
16,New Jersey,NaN,76,87,82,80,81,86
17,Colorado,NaN,90,91,92,93,93,91
18,Maryland,NaN,50,58,70,91,121,158
19,Nevada,NaN,78,72,69,71,76,79
20,Tennessee,NaN,447,432,367,308,260,219
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,269,315,368,414,440,436
23,Kentucky,NaN,268,288,288,288,287,277
24,Minnesota,NaN,81,108,149,196,234,253
25,Oklahoma,NaN,141,138,142,145,147,147
26,Pennsylvania,NaN,484,617,708,787,832,835
27,South Carolina,NaN,330,305,255,216,185,161
28,District of Columbia,NaN,18,22,28,33,37,39
29,Kansas,NaN,99,101,105,108,109,107
30,Missouri,NaN,189,190,198,203,201,194
31,Vermont,NaN,7,8,8,8,9,10
32,Virginia,NaN,194,239,291,348,407,459
33,Connecticut,NaN,28,37,54,71,81,85
34,Iowa,NaN,56,53,45,41,39,38
35,Louisiana,NaN,147,105,71,50,37,28
36,Ohio,NaN,387,520,651,752,792,780
37,Michigan,NaN,330,377,467,593,685,698
38,South Dakota,NaN,11,16,22,29,37,46
39,Arkansas,NaN,187,159,135,120,108,97
40,Delaware,NaN,12,13,14,16,19,21
41,Mississippi,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,New Mexico,NaN,60,56,55,55,56,56
43,North Dakota,NaN,10,12,15,19,22,26
44,Wyoming,NaN,45,44,44,44,43,41
45,Alaska,NaN,10,14,22,33,46,60
46,Maine,NaN,28,35,47,62,78,92
47,Alabama,NaN,295,294,290,280,263,239
48,Idaho,NaN,45,52,66,81,95,103
49,Montana,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50,Puerto Rico,NaN,135,126,131,151,180,205
51,Virgin Islands,NaN,1,1,1,1,2,2
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,111,124,136,147,156,156
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
