,State,585,591,598,605,612,619,626
0,Washington,NaN,115,148,193,225,250,289
1,Illinois,NaN,112,132,174,245,357,464
2,California,NaN,312,290,309,329,412,532
3,Arizona,NaN,138,169,200,202,203,216
4,Massachusetts,NaN,60,74,90,109,127,152
5,Wisconsin,NaN,76,93,92,97,103,110
6,Texas,NaN,622,693,768,830,836,830
7,Nebraska,NaN,35,41,48,57,63,68
8,Utah,NaN,31,34,37,38,40,41
9,Oregon,NaN,111,105,105,114,125,140
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,385,530,723,918,1132,1371
12,Rhode Island,NaN,19,17,15,15,17,21
13,Georgia,NaN,247,299,350,367,386,400
14,New Hampshire,NaN,8,12,16,22,28,34
15,North Carolina,NaN,413,459,490,480,457,445
16,New Jersey,NaN,64,66,84,93,102,119
17,Colorado,NaN,49,52,57,60,64,70
18,Maryland,NaN,40,53,71,91,105,123
19,Nevada,NaN,69,65,64,66,65,66
20,Tennessee,NaN,212,231,251,268,271,269
21,Hawaii,NaN,18,22,26,25,24,25
22,Indiana,NaN,218,270,326,372,389,407
23,Kentucky,NaN,287,286,318,359,376,364
24,Minnesota,NaN,56,70,88,104,123,142
25,Oklahoma,NaN,145,155,164,165,162,161
26,Pennsylvania,NaN,177,268,400,571,809,1057
27,South Carolina,NaN,171,198,228,246,256,264
28,District of Columbia,NaN,16,18,22,26,31,36
29,Kansas,NaN,104,109,112,111,109,107
30,Missouri,NaN,181,177,175,167,156,147
31,Vermont,NaN,2,3,4,6,7,9
32,Virginia,NaN,148,190,234,268,286,304
33,Connecticut,NaN,35,40,49,62,80,105
34,Iowa,NaN,27,30,34,33,32,33
35,Louisiana,NaN,232,193,169,150,143,139
36,Ohio,NaN,202,293,398,494,580,683
37,Michigan,NaN,146,216,319,452,601,762
38,South Dakota,NaN,10,14,20,28,37,46
39,Arkansas,NaN,207,206,203,189,184,178
40,Delaware,NaN,13,15,16,18,20,22
41,Mississippi,NaN,169,140,120,106,92,80
42,New Mexico,NaN,41,55,53,58,70,80
43,North Dakota,NaN,19,24,30,35,39,42
44,Wyoming,NaN,40,41,42,43,45,48
45,Alaska,NaN,15,19,24,29,34,40
46,Maine,NaN,15,21,29,39,51,65
47,Alabama,NaN,272,279,284,291,293,289
48,Idaho,NaN,42,49,58,68,78,89
49,Montana,NaN,46,56,68,81,97,108
50,Puerto Rico,NaN,146,165,182,194,197,204
51,Virgin Islands,NaN,2,2,2,2,2,2
52,Guam,NaN,0,1,1,1,1,0
53,West Virginia,NaN,64,91,124,152,161,164
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
