,State,767,773,780,787,794,801,808
0,Washington,NaN,57,36,23,17,11,8
1,Illinois,NaN,50,36,28,23,22,18
2,California,NaN,242,163,123,86,60,44
3,Arizona,NaN,24,12,6,4,2,2
4,Massachusetts,NaN,16,11,9,9,9,9
5,Wisconsin,NaN,44,30,21,15,9,7
6,Texas,NaN,40,20,11,7,4,3
7,Nebraska,NaN,17,10,7,5,3,2
8,Utah,NaN,10,5,3,2,1,1
9,Oregon,NaN,34,21,14,9,6,4
10,Florida,NaN,61,32,19,12,7,5
11,New York,NaN,40,34,32,40,56,87
12,Rhode Island,NaN,4,2,1,1,1,1
13,Georgia,NaN,17,8,5,3,2,2
14,New Hampshire,NaN,7,4,2,2,1,1
15,North Carolina,NaN,67,35,20,13,10,8
16,New Jersey,NaN,21,15,12,13,15,18
17,Colorado,NaN,20,12,7,5,5,4
18,Maryland,NaN,11,7,5,4,4,5
19,Nevada,NaN,12,7,4,3,2,2
20,Tennessee,NaN,121,79,50,32,20,13
21,Hawaii,NaN,7,5,3,3,1,1
22,Indiana,NaN,49,34,23,17,15,12
23,Kentucky,NaN,46,25,15,10,6,5
24,Minnesota,NaN,65,39,26,20,14,12
25,Oklahoma,NaN,41,21,12,7,3,1
26,Pennsylvania,NaN,48,32,22,21,21,20
27,South Carolina,NaN,28,12,6,4,3,3
28,District of Columbia,NaN,0,0,0,0,0,0
29,Kansas,NaN,15,6,3,2,1,0
30,Missouri,NaN,29,16,9,5,2,1
31,Vermont,NaN,3,2,1,0,0,0
32,Virginia,NaN,24,13,8,5,4,4
33,Connecticut,NaN,9,7,6,6,7,9
34,Iowa,NaN,38,23,13,8,5,3
35,Louisiana,NaN,10,5,3,2,1,1
36,Ohio,NaN,65,42,31,25,23,20
37,Michigan,NaN,55,35,26,24,25,29
38,South Dakota,NaN,4,2,1,1,0,0
39,Arkansas,NaN,27,15,9,5,3,2
40,Delaware,NaN,3,2,1,1,1,1
41,Mississippi,NaN,22,13,7,5,3,2
42,New Mexico,NaN,15,7,4,2,2,1
43,North Dakota,NaN,7,3,2,1,0,0
44,Wyoming,NaN,5,3,2,1,0,0
45,Alaska,NaN,5,2,1,0,0,0
46,Maine,NaN,24,19,17,13,9,6
47,Alabama,NaN,29,13,7,5,3,2
48,Idaho,NaN,32,20,12,7,4,2
49,Montana,NaN,13,6,3,2,1,0
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,26,17,10,8,5,4
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
