,State,816,822,829,836,843,850,857,864,871,878,885,892,899
0,Washington,NaN,25,28,36,41,51,52,44,38,38,42,47,50
1,Illinois,NaN,106,116,114,107,110,100,65,52,44,40,40,41
2,California,NaN,112,137,176,207,245,286,314,407,528,575,604,699
3,Arizona,NaN,13,21,33,48,66,89,100,121,134,157,147,185
4,Massachusetts,NaN,60,73,76,75,79,67,46,31,23,23,27,31
5,Wisconsin,NaN,19,26,28,31,36,39,39,37,36,35,32,26
6,Texas,NaN,19,35,61,112,192,298,402,432,454,602,654,676
7,Nebraska,NaN,11,12,12,13,14,13,13,12,10,9,8,6
8,Utah,NaN,2,3,4,7,11,13,12,14,16,19,22,25
9,Oregon,NaN,7,10,14,18,22,22,17,13,12,13,18,21
10,Florida,NaN,22,35,61,124,209,221,184,146,131,149,340,593
11,New York,NaN,736,642,501,428,392,277,183,114,87,77,82,85
12,Rhode Island,NaN,6,7,8,9,9,8,6,5,4,4,3,3
13,Georgia,NaN,13,19,29,46,67,76,94,99,119,145,159,143
14,New Hampshire,NaN,6,6,7,8,8,6,4,3,3,3,3,3
15,North Carolina,NaN,30,39,53,62,77,89,80,66,63,67,74,76
16,New Jersey,NaN,149,134,105,85,74,63,44,40,36,33,25,24
17,Colorado,NaN,32,42,50,56,63,53,36,29,21,21,25,19
18,Maryland,NaN,37,48,50,51,53,53,46,45,48,45,42,36
19,Nevada,NaN,12,15,18,22,26,28,29,25,25,35,37,43
20,Tennessee,NaN,23,28,35,44,50,48,42,39,37,44,50,58
21,Hawaii,NaN,2,3,5,7,9,11,10,9,9,10,13,12
22,Indiana,NaN,38,48,58,65,63,56,43,39,38,40,39,43
23,Kentucky,NaN,12,17,21,27,32,36,35,37,37,37,28,25
24,Minnesota,NaN,26,29,32,35,37,39,34,32,30,30,26,24
25,Oklahoma,NaN,2,3,5,7,10,11,11,13,13,15,25,34
26,Pennsylvania,NaN,82,109,120,135,147,127,92,78,68,65,59,55
27,South Carolina,NaN,12,19,30,46,58,65,61,64,71,83,73,54
28,District of Columbia,NaN,5,6,7,8,8,7,5,5,4,4,4,4
29,Kansas,NaN,1,1,2,4,6,8,9,9,10,10,12,15
30,Missouri,NaN,3,5,10,15,21,22,20,20,21,29,50,79
31,Vermont,NaN,3,4,5,5,5,4,3,2,2,2,1,1
32,Virginia,NaN,31,44,53,60,67,66,51,47,42,40,43,38
33,Connecticut,NaN,55,54,52,48,43,32,18,13,12,11,10,10
34,Iowa,NaN,10,13,18,24,31,30,27,26,27,27,27,25
35,Louisiana,NaN,18,21,31,46,58,55,48,44,42,42,56,62
36,Ohio,NaN,60,83,125,149,173,167,142,132,118,103,105,98
37,Michigan,NaN,119,123,120,107,105,85,53,35,25,22,24,21
38,South Dakota,NaN,1,1,2,4,6,7,5,4,4,4,4,4
39,Arkansas,NaN,3,5,6,8,11,14,13,14,14,17,26,41
40,Delaware,NaN,5,6,7,7,8,7,5,5,4,4,4,4
41,Mississippi,NaN,8,13,16,20,24,26,21,19,20,22,23,27
42,New Mexico,NaN,4,5,7,9,13,15,15,15,19,20,20,16
43,North Dakota,NaN,1,2,3,3,4,5,4,3,3,3,4,5
44,Wyoming,NaN,0,1,2,3,3,4,3,3,3,3,4,3
45,Alaska,NaN,0,0,0,1,1,1,1,1,0,0,1,2
46,Maine,NaN,6,7,8,10,11,10,7,4,4,3,4,3
47,Alabama,NaN,10,16,23,36,51,64,56,59,61,62,57,58
48,Idaho,NaN,8,9,9,10,11,10,8,7,7,8,10,10
49,Montana,NaN,1,1,2,4,5,7,6,5,4,5,6,9
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,9,12,16,19,23,20,14,12,11,11,10,11
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
