,State,830,836,843,850,857,864,871,878,885,892,899,906,913
0,Washington,NaN,33,42,49,51,42,40,37,45,56,65,67,80
1,Illinois,NaN,104,103,115,96,66,50,44,42,45,50,53,68
2,California,NaN,140,191,233,258,344,470,555,680,738,885,965,1134
3,Arizona,NaN,32,46,69,79,92,100,129,168,188,197,214,240
4,Massachusetts,NaN,81,86,89,75,54,38,30,25,30,32,38,49
5,Wisconsin,NaN,23,26,32,33,30,31,31,33,30,27,28,29
6,Texas,NaN,63,129,224,314,407,439,490,593,623,640,735,793
7,Nebraska,NaN,8,9,11,11,10,11,11,11,9,8,7,7
8,Utah,NaN,4,6,9,11,12,15,16,20,25,29,30,32
9,Oregon,NaN,13,18,22,25,16,15,14,17,19,22,27,30
10,Florida,NaN,75,130,228,305,231,205,199,255,463,738,1219,1524
11,New York,NaN,494,431,403,284,193,122,83,75,84,88,109,133
12,Rhode Island,NaN,7,8,9,7,5,4,4,4,4,4,4,5
13,Georgia,NaN,25,38,58,72,80,83,104,125,145,154,150,169
14,New Hampshire,NaN,6,7,7,6,4,3,3,3,3,3,4,5
15,North Carolina,NaN,34,49,66,66,69,68,79,81,91,97,83,99
16,New Jersey,NaN,94,82,78,60,42,38,33,36,28,26,32,34
17,Colorado,NaN,46,56,64,57,40,31,26,23,24,23,24,26
18,Maryland,NaN,44,52,52,48,41,39,43,42,41,33,32,34
19,Nevada,NaN,14,20,22,25,23,24,27,33,38,48,53,64
20,Tennessee,NaN,28,36,47,41,36,35,33,39,59,80,91,106
21,Hawaii,NaN,5,8,11,13,11,12,14,17,14,13,16,17
22,Indiana,NaN,47,51,53,49,47,45,46,50,49,45,44,43
23,Kentucky,NaN,17,23,28,31,33,37,39,39,34,28,28,29
24,Minnesota,NaN,26,31,36,34,28,30,32,29,28,27,27,27
25,Oklahoma,NaN,4,7,11,11,10,11,12,17,27,37,53,73
26,Pennsylvania,NaN,97,117,140,117,88,75,68,63,64,56,57,66
27,South Carolina,NaN,19,27,39,48,53,66,73,77,66,61,62,60
28,District of Columbia,NaN,7,8,8,7,5,5,5,5,4,4,4,4
29,Kansas,NaN,2,3,5,7,7,7,8,10,13,18,23,30
30,Missouri,NaN,7,12,17,19,20,20,23,30,55,101,133,180
31,Vermont,NaN,4,4,4,4,3,2,2,2,1,1,1,2
32,Virginia,NaN,42,54,60,59,51,54,53,51,46,40,44,44
33,Connecticut,NaN,46,44,41,32,20,16,14,13,12,12,14,17
34,Iowa,NaN,13,15,20,24,23,24,27,29,30,30,26,30
35,Louisiana,NaN,30,39,48,53,43,38,40,46,61,69,74,89
36,Ohio,NaN,76,100,121,130,111,98,83,89,105,95,96,86
37,Michigan,NaN,110,105,106,89,51,40,34,33,31,28,27,25
38,South Dakota,NaN,2,3,6,6,5,4,3,4,4,4,4,4
39,Arkansas,NaN,5,8,10,12,11,13,15,18,31,45,56,71
40,Delaware,NaN,6,7,8,6,5,5,5,5,5,5,5,6
41,Mississippi,NaN,11,14,19,20,17,18,18,20,27,29,33,39
42,New Mexico,NaN,5,7,10,13,13,13,16,20,21,17,20,23
43,North Dakota,NaN,2,3,4,4,3,3,3,4,4,4,5,5
44,Wyoming,NaN,1,2,2,3,3,3,3,3,3,3,3,3
45,Alaska,NaN,0,1,2,2,1,1,1,1,2,3,4,6
46,Maine,NaN,6,7,7,7,4,3,3,3,3,3,4,4
47,Alabama,NaN,17,28,42,49,52,52,59,69,60,60,59,63
48,Idaho,NaN,7,7,8,8,6,7,7,9,10,11,12,15
49,Montana,NaN,2,3,4,4,4,4,4,4,7,7,9,11
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,11,14,17,16,12,12,13,13,12,11,11,13
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
