,State,487,493,500,507,514,521,528
0,Washington,NaN,63,61,57,51,33,23
1,Illinois,NaN,71,55,42,32,19,12
2,California,NaN,30,23,18,15,8,6
3,Arizona,NaN,20,20,21,21,16,13
4,Massachusetts,NaN,21,16,11,8,4,2
5,Wisconsin,NaN,37,33,29,25,18,13
6,Texas,NaN,88,77,68,60,41,31
7,Nebraska,NaN,8,7,5,4,2,1
8,Utah,NaN,13,10,7,6,5,4
9,Oregon,NaN,28,25,22,19,13,9
10,Florida,NaN,96,75,64,58,48,41
11,New York,NaN,97,71,52,38,21,13
12,Rhode Island,NaN,11,8,6,4,2,1
13,Georgia,NaN,24,24,23,23,19,16
14,New Hampshire,NaN,5,3,2,1,0,0
15,North Carolina,NaN,98,88,78,68,51,41
16,New Jersey,NaN,44,30,21,15,7,4
17,Colorado,NaN,25,20,16,13,8,6
18,Maryland,NaN,29,24,16,10,5,3
19,Nevada,NaN,20,16,14,13,10,8
20,Tennessee,NaN,33,25,19,15,12,10
21,Hawaii,NaN,9,7,6,5,3,2
22,Indiana,NaN,48,48,47,46,36,29
23,Kentucky,NaN,16,13,11,9,5,4
24,Minnesota,NaN,45,37,30,24,13,8
25,Oklahoma,NaN,15,14,13,12,10,8
26,Pennsylvania,NaN,126,95,71,51,29,17
27,South Carolina,NaN,41,33,23,17,13,10
28,District of Columbia,NaN,2,1,1,0,0,0
29,Kansas,NaN,6,5,4,3,1,1
30,Missouri,NaN,24,20,17,14,10,7
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,42,35,25,18,11,8
33,Connecticut,NaN,15,11,7,5,3,1
34,Iowa,NaN,7,6,5,4,3,2
35,Louisiana,NaN,17,16,16,16,13,11
36,Ohio,NaN,78,68,59,49,37,27
37,Michigan,NaN,185,137,102,75,45,30
38,South Dakota,NaN,3,2,1,1,0,0
39,Arkansas,NaN,16,15,14,14,11,9
40,Delaware,NaN,5,4,3,2,1,0
41,Mississippi,NaN,16,13,13,12,9,8
42,New Mexico,NaN,7,6,5,5,3,2
43,North Dakota,NaN,6,5,4,3,2,2
44,Wyoming,NaN,5,5,5,5,5,4
45,Alaska,NaN,2,2,2,1,1,0
46,Maine,NaN,17,14,11,9,5,3
47,Alabama,NaN,34,35,37,39,35,33
48,Idaho,NaN,11,9,8,7,5,4
49,Montana,NaN,9,7,6,5,4,3
50,Puerto Rico,NaN,27,21,17,14,9,7
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,18,15,13,11,9,7
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
