,State,606,612,619,626,633,640,647
0,Washington,NaN,158,142,143,149,154,153
1,Illinois,NaN,157,161,195,260,348,444
2,California,NaN,296,309,363,434,498,543
3,Arizona,NaN,162,159,163,162,155,146
4,Massachusetts,NaN,81,62,53,50,51,53
5,Wisconsin,NaN,70,74,84,99,118,138
6,Texas,NaN,1123,974,850,754,673,590
7,Nebraska,NaN,59,73,87,101,113,124
8,Utah,NaN,26,30,36,41,46,47
9,Oregon,NaN,119,123,134,148,160,166
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,580,734,941,1162,1331,1366
12,Rhode Island,NaN,13,13,13,13,13,14
13,Georgia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,NaN,18,21,24,27,30,31
15,North Carolina,NaN,526,509,500,483,448,396
16,New Jersey,NaN,46,52,63,77,91,103
17,Colorado,NaN,103,128,161,192,218,246
18,Maryland,NaN,86,83,88,98,111,126
19,Nevada,NaN,66,62,61,62,62,56
20,Tennessee,NaN,410,391,369,341,309,276
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,340,345,350,354,350,327
23,Kentucky,NaN,265,270,283,297,297,278
24,Minnesota,NaN,101,117,138,160,181,204
25,Oklahoma,NaN,139,138,139,138,136,131
26,Pennsylvania,NaN,529,578,497,486,519,578
27,South Carolina,NaN,248,237,227,213,192,169
28,District of Columbia,NaN,20,22,26,29,31,32
29,Kansas,NaN,129,129,130,130,127,123
30,Missouri,NaN,212,219,226,231,231,226
31,Vermont,NaN,5,6,7,9,10,11
32,Virginia,NaN,228,257,286,312,328,328
33,Connecticut,NaN,31,37,48,63,83,100
34,Iowa,NaN,80,80,82,85,85,86
35,Louisiana,NaN,107,83,68,58,50,44
36,Ohio,NaN,564,668,778,863,886,869
37,Michigan,NaN,323,454,610,755,848,884
38,South Dakota,NaN,26,32,39,46,51,54
39,Arkansas,NaN,136,123,116,109,100,90
40,Delaware,NaN,13,14,16,18,20,21
41,Mississippi,NaN,174,143,117,98,82,69
42,New Mexico,NaN,55,53,56,62,67,71
43,North Dakota,NaN,25,28,31,34,35,38
44,Wyoming,NaN,48,52,55,58,59,57
45,Alaska,NaN,12,19,29,43,58,71
46,Maine,NaN,39,48,59,70,80,90
47,Alabama,NaN,263,260,254,246,233,215
48,Idaho,NaN,63,71,79,86,90,92
49,Montana,NaN,80,93,103,109,106,95
50,Puerto Rico,NaN,113,96,91,95,106,120
51,Virgin Islands,NaN,2,1,1,1,1,1
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,157,161,164,166,162,154
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
