,State,592,598,605,612,619,626,633
0,Washington,NaN,134,143,123,126,144,162
1,Illinois,NaN,120,144,190,263,355,453
2,California,NaN,283,303,310,346,421,511
3,Arizona,NaN,143,166,170,182,202,217
4,Massachusetts,NaN,73,80,65,57,58,67
5,Wisconsin,NaN,108,94,87,96,112,128
6,Texas,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Nebraska,NaN,37,44,53,58,63,67
8,Utah,NaN,33,36,36,38,41,43
9,Oregon,NaN,115,113,119,139,174,206
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,453,604,777,967,1196,1438
12,Rhode Island,NaN,14,12,11,12,14,18
13,Georgia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,NaN,12,16,21,26,30,33
15,North Carolina,NaN,441,472,467,471,485,490
16,New Jersey,NaN,56,69,78,89,111,133
17,Colorado,NaN,53,56,55,57,61,66
18,Maryland,NaN,60,75,89,105,125,146
19,Nevada,NaN,75,70,67,67,69,72
20,Tennessee,NaN,278,302,321,336,344,343
21,Hawaii,NaN,20,23,22,22,24,26
22,Indiana,NaN,264,312,354,382,411,435
23,Kentucky,NaN,300,300,317,336,339,322
24,Minnesota,NaN,71,90,109,128,149,170
25,Oklahoma,NaN,161,170,168,159,153,148
26,Pennsylvania,NaN,278,395,533,686,865,1028
27,South Carolina,NaN,237,265,281,297,310,315
28,District of Columbia,NaN,19,22,26,30,35,38
29,Kansas,NaN,106,107,107,105,104,102
30,Missouri,NaN,174,165,155,147,143,140
31,Vermont,NaN,3,4,5,7,9,11
32,Virginia,NaN,192,227,262,299,336,363
33,Connecticut,NaN,31,35,43,56,73,92
34,Iowa,NaN,33,36,35,34,34,35
35,Louisiana,NaN,159,117,90,79,76,75
36,Ohio,NaN,218,306,407,519,643,749
37,Michigan,NaN,170,252,371,514,656,775
38,South Dakota,NaN,17,23,33,44,55,65
39,Arkansas,NaN,177,173,162,160,159,153
40,Delaware,NaN,14,14,15,17,21,26
41,Mississippi,NaN,156,130,112,94,80,69
42,New Mexico,NaN,56,55,55,61,74,85
43,North Dakota,NaN,20,24,29,34,40,44
44,Wyoming,NaN,39,38,38,39,40,42
45,Alaska,NaN,18,22,26,32,38,44
46,Maine,NaN,29,40,52,59,69,80
47,Alabama,NaN,251,246,246,250,253,255
48,Idaho,NaN,54,60,66,72,78,83
49,Montana,NaN,49,58,69,82,95,191
50,Puerto Rico,NaN,135,142,149,155,164,173
51,Virgin Islands,NaN,2,2,2,2,2,1
52,Guam,NaN,1,1,0,0,0,0
53,West Virginia,NaN,111,135,156,173,186,189
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
