,State,550,556,563,570,577,584,591
0,Washington,NaN,14,13,14,16,16,16
1,Illinois,NaN,13,15,18,22,25,30
2,California,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Arizona,NaN,34,33,32,32,29,25
4,Massachusetts,NaN,1,1,1,1,1,1
5,Wisconsin,NaN,5,5,5,5,4,4
6,Texas,NaN,76,72,69,66,60,53
7,Nebraska,NaN,1,1,1,1,1,1
8,Utah,NaN,9,9,8,8,7,7
9,Oregon,NaN,10,10,11,12,14,15
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,22,25,29,35,38,46
12,Rhode Island,NaN,0,0,0,0,0,0
13,Georgia,NaN,29,31,35,40,43,45
14,New Hampshire,NaN,0,0,0,0,0,0
15,North Carolina,NaN,64,67,70,73,71,69
16,New Jersey,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Colorado,NaN,14,25,28,22,17,15
18,Maryland,NaN,3,3,4,4,4,4
19,Nevada,NaN,35,41,47,52,49,46
20,Tennessee,NaN,17,17,18,19,17,16
21,Hawaii,NaN,1,1,2,2,2,2
22,Indiana,NaN,28,30,33,37,40,41
23,Kentucky,NaN,19,24,30,36,40,45
24,Minnesota,NaN,2,2,2,2,2,2
25,Oklahoma,NaN,26,27,28,30,29,27
26,Pennsylvania,NaN,4,4,4,4,5,5
27,South Carolina,NaN,19,18,17,17,17,18
28,District of Columbia,NaN,0,0,0,0,0,0
29,Kansas,NaN,28,28,28,27,24,22
30,Missouri,NaN,121,116,110,103,94,85
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,7,8,8,9,9,10
33,Connecticut,NaN,2,2,2,2,2,2
34,Iowa,NaN,3,3,2,2,1,1
35,Louisiana,NaN,78,78,79,76,64,53
36,Ohio,NaN,14,15,17,21,24,29
37,Michigan,NaN,8,8,9,10,12,14
38,South Dakota,NaN,0,0,0,0,0,0
39,Arkansas,NaN,57,57,56,54,50,45
40,Delaware,NaN,0,1,1,1,1,1
41,Mississippi,NaN,44,91,105,79,55,39
42,New Mexico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43,North Dakota,NaN,0,0,0,0,0,0
44,Wyoming,NaN,8,17,42,53,40,33
45,Alaska,NaN,1,1,1,2,2,2
46,Maine,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47,Alabama,NaN,50,55,61,66,61,55
48,Idaho,NaN,7,8,9,10,10,10
49,Montana,NaN,3,4,4,5,5,6
50,Puerto Rico,NaN,14,13,14,15,14,15
51,Virgin Islands,NaN,0,0,0,0,0,0
52,Guam,NaN,0,0,0,0,1,1
53,West Virginia,NaN,4,5,6,7,7,7
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
