,State,494,500,507,514,521,528,535
0,Washington,NaN,74,52,37,22,15,11
1,Illinois,NaN,59,40,24,12,7,5
2,California,NaN,35,29,25,15,11,8
3,Arizona,NaN,25,26,26,20,16,13
4,Massachusetts,NaN,15,11,8,4,2,1
5,Wisconsin,NaN,25,24,22,16,11,8
6,Texas,NaN,97,84,73,48,36,28
7,Nebraska,NaN,6,5,4,2,1,1
8,Utah,NaN,11,10,9,7,5,4
9,Oregon,NaN,25,22,19,12,8,6
10,Florida,NaN,87,71,57,40,27,18
11,New York,NaN,78,55,36,18,11,7
12,Rhode Island,NaN,7,5,3,1,0,0
13,Georgia,NaN,18,16,16,15,14,13
14,New Hampshire,NaN,4,3,2,1,0,0
15,North Carolina,NaN,87,65,50,37,31,28
16,New Jersey,NaN,26,16,10,5,3,2
17,Colorado,NaN,22,15,10,6,4,3
18,Maryland,NaN,26,19,13,7,4,3
19,Nevada,NaN,15,12,9,6,4,3
20,Tennessee,NaN,27,22,18,14,10,8
21,Hawaii,NaN,9,8,6,4,2,2
22,Indiana,NaN,45,43,40,31,25,20
23,Kentucky,NaN,14,11,9,7,6,6
24,Minnesota,NaN,37,24,16,8,5,4
25,Oklahoma,NaN,15,14,13,10,9,7
26,Pennsylvania,NaN,100,61,38,21,14,10
27,South Carolina,NaN,26,17,12,9,7,6
28,District of Columbia,NaN,1,0,0,0,0,0
29,Kansas,NaN,10,10,10,8,7,6
30,Missouri,NaN,22,19,15,12,10,9
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,25,17,11,6,4,3
33,Connecticut,NaN,9,6,4,2,1,0
34,Iowa,NaN,6,4,3,2,2,1
35,Louisiana,NaN,22,22,21,17,16,15
36,Ohio,NaN,57,52,50,44,39,34
37,Michigan,NaN,124,78,50,29,20,15
38,South Dakota,NaN,1,1,0,0,0,0
39,Arkansas,NaN,21,21,21,18,15,13
40,Delaware,NaN,3,3,2,0,0,0
41,Mississippi,NaN,16,15,15,11,9,8
42,New Mexico,NaN,5,4,3,2,1,1
43,North Dakota,NaN,4,3,2,2,1,1
44,Wyoming,NaN,6,5,5,5,4,4
45,Alaska,NaN,2,2,1,1,1,0
46,Maine,NaN,11,8,6,3,1,1
47,Alabama,NaN,40,42,43,36,31,27
48,Idaho,NaN,8,7,5,4,3,3
49,Montana,NaN,11,9,7,5,3,2
50,Puerto Rico,NaN,23,18,15,10,8,6
51,Virgin Islands,NaN,1,1,1,1,0,0
52,Guam,NaN,0,0,0,0,0,0
53,West Virginia,NaN,16,12,9,7,6,5
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
