,State,557,563,570,577,584,591
0,Washington,NaN,14,15,15,15,15
1,Illinois,NaN,19,22,25,26,28
2,California,NaN,63,70,77,64,61
3,Arizona,NaN,30,32,34,33,31
4,Massachusetts,NaN,2,2,2,2,2
5,Wisconsin,NaN,9,10,10,9,9
6,Texas,NaN,109,105,101,91,78
7,Nebraska,NaN,2,1,1,1,1
8,Utah,NaN,11,10,9,9,8
9,Oregon,NaN,12,14,16,19,20
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,40,46,53,57,67
12,Rhode Island,NaN,0,0,0,0,0
13,Georgia,NaN,46,55,66,69,68
14,New Hampshire,NaN,0,0,0,0,1
15,North Carolina,NaN,83,90,96,98,97
16,New Jersey,NaN,4,5,5,4,5
17,Colorado,NaN,22,24,18,14,12
18,Maryland,NaN,5,6,8,8,9
19,Nevada,NaN,43,50,57,56,53
20,Tennessee,NaN,29,31,33,31,29
21,Hawaii,NaN,3,3,4,5,5
22,Indiana,NaN,32,35,39,43,46
23,Kentucky,NaN,29,37,49,57,64
24,Minnesota,NaN,4,4,4,4,4
25,Oklahoma,NaN,31,33,34,33,31
26,Pennsylvania,NaN,6,6,6,7,8
27,South Carolina,NaN,28,30,31,32,33
28,District of Columbia,NaN,1,1,1,1,1
29,Kansas,NaN,31,31,30,27,24
30,Missouri,NaN,126,113,100,87,74
31,Vermont,NaN,0,0,0,0,0
32,Virginia,NaN,14,16,19,21,22
33,Connecticut,NaN,3,4,4,4,5
34,Iowa,NaN,5,4,3,3,3
35,Louisiana,NaN,118,124,123,101,80
36,Ohio,NaN,18,20,24,28,36
37,Michigan,NaN,8,10,12,15,17
38,South Dakota,NaN,0,0,0,0,0
39,Arkansas,NaN,66,68,68,64,57
40,Delaware,NaN,1,1,1,1,1
41,Mississippi,NaN,97,112,85,59,42
42,New Mexico,NaN,4,4,4,4,4
43,North Dakota,NaN,0,0,0,0,0
44,Wyoming,NaN,10,27,35,28,24
45,Alaska,NaN,1,1,2,2,2
46,Maine,NaN,1,1,1,1,1
47,Alabama,NaN,86,93,97,88,80
48,Idaho,NaN,9,10,11,11,11
49,Montana,NaN,4,4,5,5,6
50,Puerto Rico,NaN,37,45,53,53,53
51,Virgin Islands,NaN,0,0,0,0,0
52,Guam,NaN,0,0,0,1,1
53,West Virginia,NaN,6,7,8,9,10
54,Northern Mariana Islands,NaN,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
