,State,823,829,836,843,850,857,864,871,878,885,892,899,906
0,Washington,NaN,26,31,40,48,53,48,43,39,43,56,66,69
1,Illinois,NaN,96,111,110,114,91,64,53,49,48,44,45,45
2,California,NaN,125,172,220,255,305,315,407,541,689,643,799,1017
3,Arizona,NaN,21,32,47,67,86,92,106,127,158,168,189,222
4,Massachusetts,NaN,76,80,83,86,71,50,36,30,28,31,32,37
5,Wisconsin,NaN,23,27,33,39,38,35,32,30,31,29,22,22
6,Texas,NaN,33,58,105,197,289,402,494,555,567,583,679,724
7,Nebraska,NaN,9,10,11,12,13,10,10,9,11,10,8,8
8,Utah,NaN,3,4,6,9,13,13,13,15,17,22,24,28
9,Oregon,NaN,10,13,19,25,25,20,18,16,19,17,24,27
10,Florida,NaN,40,72,138,245,298,254,207,191,234,452,746,1001
11,New York,NaN,640,522,458,399,275,185,110,83,70,79,86,99
12,Rhode Island,NaN,7,8,8,9,7,5,5,4,4,3,4,4
13,Georgia,NaN,19,25,38,55,76,96,102,103,120,144,141,159
14,New Hampshire,NaN,6,6,7,7,6,5,4,4,3,3,3,4
15,North Carolina,NaN,29,39,54,73,73,71,65,69,68,75,77,73
16,New Jersey,NaN,130,100,92,82,65,44,40,36,33,26,26,28
17,Colorado,NaN,39,45,51,62,55,36,30,25,24,22,21,20
18,Maryland,NaN,43,50,55,56,55,47,42,43,44,37,33,32
19,Nevada,NaN,11,16,20,25,27,26,26,25,31,40,49,57
20,Tennessee,NaN,24,31,35,43,44,41,42,40,42,55,72,87
21,Hawaii,NaN,2,4,6,10,13,10,10,9,12,13,13,13
22,Indiana,NaN,43,54,55,59,53,42,38,40,40,50,48,49
23,Kentucky,NaN,16,19,25,29,36,37,39,40,42,33,25,24
24,Minnesota,NaN,26,30,32,37,35,30,28,26,28,27,26,23
25,Oklahoma,NaN,3,4,7,10,11,11,11,12,15,24,40,57
26,Pennsylvania,NaN,96,114,125,142,131,97,81,72,64,62,52,57
27,South Carolina,NaN,17,23,34,49,64,58,69,79,86,71,66,61
28,District of Columbia,NaN,6,7,7,8,7,6,5,5,4,4,4,4
29,Kansas,NaN,1,2,3,5,8,7,8,10,11,15,17,22
30,Missouri,NaN,5,8,12,19,20,18,17,19,27,49,86,127
31,Vermont,NaN,4,4,4,5,4,2,2,2,2,1,1,1
32,Virginia,NaN,39,48,55,62,65,53,48,47,49,45,42,39
33,Connecticut,NaN,52,47,45,41,29,18,12,12,12,11,12,14
34,Iowa,NaN,11,16,20,22,27,29,25,25,29,29,25,22
35,Louisiana,NaN,19,26,33,43,48,44,40,40,47,56,64,81
36,Ohio,NaN,73,100,132,158,147,130,120,98,111,104,91,95
37,Michigan,NaN,108,111,115,114,86,51,38,31,28,28,27,24
38,South Dakota,NaN,1,2,4,6,6,5,4,4,4,4,4,4
39,Arkansas,NaN,5,6,8,11,12,12,12,13,17,28,41,56
40,Delaware,NaN,6,7,7,8,7,5,5,4,4,4,4,5
41,Mississippi,NaN,9,13,18,23,24,19,19,20,22,26,28,35
42,New Mexico,NaN,4,6,9,12,16,17,16,21,22,23,22,21
43,North Dakota,NaN,2,2,3,4,4,4,3,3,3,4,4,5
44,Wyoming,NaN,1,2,2,3,3,3,3,3,3,3,3,3
45,Alaska,NaN,0,0,1,1,2,1,1,1,1,1,2,4
46,Maine,NaN,6,7,8,9,8,5,4,3,3,3,3,3
47,Alabama,NaN,13,21,32,47,56,56,63,72,67,57,53,60
48,Idaho,NaN,8,9,9,10,10,8,7,8,9,12,11,13
49,Montana,NaN,1,2,3,5,6,5,4,4,5,7,8,10
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,11,14,17,21,18,13,12,12,11,11,11,11
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
