,State,572,577,584,591,598,605,612
0,Washington,NaN,28,43,63,94,131,157
1,Illinois,NaN,35,40,45,59,82,104
2,California,NaN,153,171,170,217,299,304
3,Arizona,NaN,56,74,87,102,116,122
4,Massachusetts,NaN,11,16,21,29,37,44
5,Wisconsin,NaN,30,39,47,55,64,68
6,Texas,NaN,222,296,328,366,403,429
7,Nebraska,NaN,6,8,10,12,15,17
8,Utah,NaN,14,17,20,22,24,25
9,Oregon,NaN,26,44,66,99,136,165
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,103,153,228,336,459,525
12,Rhode Island,NaN,5,7,9,11,13,15
13,Georgia,NaN,98,134,155,180,202,214
14,New Hampshire,NaN,3,5,8,13,18,24
15,North Carolina,NaN,172,238,285,340,396,430
16,New Jersey,NaN,15,20,27,31,41,45
17,Colorado,NaN,22,25,26,27,29,30
18,Maryland,NaN,14,19,25,37,53,71
19,Nevada,NaN,38,42,44,53,63,65
20,Tennessee,NaN,72,90,97,104,110,109
21,Hawaii,NaN,9,15,21,30,40,46
22,Indiana,NaN,69,99,122,152,184,215
23,Kentucky,NaN,79,119,153,187,217,231
24,Minnesota,NaN,15,22,28,35,44,52
25,Oklahoma,NaN,59,74,79,84,88,89
26,Pennsylvania,NaN,25,43,68,105,154,209
27,South Carolina,NaN,58,82,101,121,137,145
28,District of Columbia,NaN,4,5,5,6,8,10
29,Kansas,NaN,43,50,51,53,55,53
30,Missouri,NaN,121,141,135,129,122,115
31,Vermont,NaN,0,0,0,1,2,3
32,Virginia,NaN,39,56,74,101,136,158
33,Connecticut,NaN,9,14,15,17,21,28
34,Iowa,NaN,13,16,17,19,21,23
35,Louisiana,NaN,167,181,156,145,138,119
36,Ohio,NaN,41,68,110,176,254,304
37,Michigan,NaN,22,36,55,87,138,197
38,South Dakota,NaN,1,2,3,4,6,8
39,Arkansas,NaN,75,91,92,94,94,91
40,Delaware,NaN,3,4,5,6,8,10
41,Mississippi,NaN,111,100,81,67,55,43
42,New Mexico,NaN,8,12,18,28,41,51
43,North Dakota,NaN,2,0,0,1,1,1
44,Wyoming,NaN,23,24,27,29,30,28
45,Alaska,NaN,4,6,8,11,14,16
46,Maine,NaN,4,7,9,13,19,26
47,Alabama,NaN,136,167,175,177,171,156
48,Idaho,NaN,17,24,29,35,43,48
49,Montana,NaN,15,21,25,55,128,192
50,Puerto Rico,NaN,74,98,120,147,166,151
51,Virgin Islands,NaN,1,1,1,1,1,0
52,Guam,NaN,1,2,3,3,4,4
53,West Virginia,NaN,15,23,32,42,51,56
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
