,State,732,738,745,752,759
0,Washington,NaN,189,187,154,99
1,Illinois,NaN,614,421,274,164
2,California,NaN,1102,920,641,335
3,Arizona,NaN,230,159,87,44
4,Massachusetts,NaN,290,162,76,33
5,Wisconsin,NaN,211,165,124,85
6,Texas,NaN,415,271,156,83
7,Nebraska,NaN,64,54,44,34
8,Utah,NaN,75,68,54,37
9,Oregon,NaN,113,105,94,67
10,Florida,NaN,593,397,229,117
11,New York,NaN,523,267,123,52
12,Rhode Island,NaN,41,24,12,5
13,Georgia,NaN,207,172,123,73
14,New Hampshire,NaN,57,45,31,17
15,North Carolina,NaN,402,353,267,171
16,New Jersey,NaN,236,147,84,44
17,Colorado,NaN,115,103,71,46
18,Maryland,NaN,224,156,90,47
19,Nevada,NaN,84,72,47,29
20,Tennessee,NaN,211,183,145,108
21,Hawaii,NaN,57,42,23,10
22,Indiana,NaN,233,186,132,80
23,Kentucky,NaN,121,106,83,58
24,Minnesota,NaN,155,136,108,74
25,Oklahoma,NaN,68,61,52,40
26,Pennsylvania,NaN,468,334,216,118
27,South Carolina,NaN,102,77,53,29
28,District of Columbia,NaN,17,9,4,1
29,Kansas,NaN,89,65,44,26
30,Missouri,NaN,203,153,103,61
31,Vermont,NaN,25,20,14,7
32,Virginia,NaN,285,232,149,79
33,Connecticut,NaN,134,91,54,27
34,Iowa,NaN,146,125,95,67
35,Louisiana,NaN,88,67,39,22
36,Ohio,NaN,383,282,184,114
37,Michigan,NaN,354,277,190,114
38,South Dakota,NaN,21,14,9,6
39,Arkansas,NaN,97,86,63,43
40,Delaware,NaN,36,26,17,10
41,Mississippi,NaN,64,55,38,24
42,New Mexico,NaN,63,48,39,26
43,North Dakota,NaN,20,17,13,10
44,Wyoming,NaN,6,6,5,4
45,Alaska,NaN,10,10,10,8
46,Maine,NaN,43,39,33,25
47,Alabama,NaN,109,87,58,36
48,Idaho,NaN,29,29,28,23
49,Montana,NaN,14,15,14,12
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,73,64,50,34
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
