,State,613,619,626,633,640,647,654
0,Washington,NaN,110,108,112,121,141,174
1,Illinois,NaN,192,222,270,337,439,534
2,California,NaN,281,289,310,343,387,433
3,Arizona,NaN,138,140,146,149,144,141
4,Massachusetts,NaN,69,70,79,93,94,95
5,Wisconsin,NaN,94,120,154,188,231,274
6,Texas,NaN,1019,847,724,631,539,471
7,Nebraska,NaN,91,103,114,124,135,145
8,Utah,NaN,30,35,40,44,44,42
9,Oregon,NaN,98,104,114,126,138,158
10,Florida,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,New York,NaN,883,1011,1144,1240,1268,1313
12,Rhode Island,NaN,17,16,16,15,14,14
13,Georgia,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,New Hampshire,NaN,20,24,28,32,34,37
15,North Carolina,NaN,605,590,558,508,438,387
16,New Jersey,NaN,40,50,63,78,94,108
17,Colorado,NaN,101,134,175,215,242,261
18,Maryland,NaN,79,77,84,95,115,140
19,Nevada,NaN,60,61,58,54,50,48
20,Tennessee,NaN,391,356,325,294,262,237
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,357,351,342,325,301,285
23,Kentucky,NaN,263,253,245,238,234,232
24,Minnesota,NaN,97,113,132,151,183,218
25,Oklahoma,NaN,106,103,102,104,110,118
26,Pennsylvania,NaN,528,492,489,471,430,412
27,South Carolina,NaN,233,234,231,219,193,165
28,District of Columbia,NaN,22,23,25,27,29,31
29,Kansas,NaN,122,128,134,138,137,134
30,Missouri,NaN,234,232,233,235,244,244
31,Vermont,NaN,7,9,10,11,12,12
32,Virginia,NaN,247,276,305,327,351,367
33,Connecticut,NaN,34,39,48,58,69,84
34,Iowa,NaN,75,79,81,83,89,94
35,Louisiana,NaN,97,83,72,61,48,37
36,Ohio,NaN,575,646,703,718,713,691
37,Michigan,NaN,269,350,448,550,652,731
38,South Dakota,NaN,30,36,43,50,52,53
39,Arkansas,NaN,104,96,91,86,75,64
40,Delaware,NaN,15,18,20,21,21,23
41,Mississippi,NaN,120,99,84,73,64,58
42,New Mexico,NaN,65,69,69,64,62,64
43,North Dakota,NaN,27,30,32,33,36,40
44,Wyoming,NaN,26,32,38,44,49,54
45,Alaska,NaN,17,25,36,48,59,69
46,Maine,NaN,40,45,51,58,73,91
47,Alabama,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48,Idaho,NaN,63,71,79,85,89,91
49,Montana,NaN,69,79,85,87,85,80
50,Puerto Rico,NaN,82,67,61,60,66,76
51,Virgin Islands,NaN,2,1,1,1,1,1
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,151,153,155,155,151,145
54,Northern Mariana Islands,NaN,0,0,0,0,0,0
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
