,State,369,374,381,388,395
0,Washington,302141,8605,3543,1057,255
1,Illinois,1104763,21731,9443,3005,732
2,California,3213222,189483,141823,98674,63817
3,Arizona,727895,44315,39882,34765,29328
4,Massachusetts,503688,31583,26963,21862,16813
5,Wisconsin,582477,8190,2827,796,252
6,Texas,2269424,139845,126192,106470,83786
7,Nebraska,187793,7047,7273,7499,7723
8,Utah,337264,10126,8359,6749,5319
9,Oregon,138587,4697,2737,1302,506
10,Florida,1658169,100281,102340,103377,103362
11,New York,1347667,107234,106536,103547,98460
12,Rhode Island,111754,2297,752,284,125
13,Georgia,870828,71819,79222,87239,95906
14,New Hampshire,62768,4458,3824,3155,2503
15,North Carolina,723445,34714,20301,11166,6440
16,New Jersey,666951,43636,47390,51348,55414
17,Colorado,387500,11541,8366,5284,2891
18,Maryland,343138,17967,16810,15132,13080
19,Nevada,271897,11393,10047,8643,7252
20,Tennessee,710427,25109,21788,18851,16096
21,Hawaii,25495,1017,1033,1045,1054
22,Indiana,613228,14224,5900,2115,800
23,Kentucky,347827,21162,21525,22175,23096
24,Minnesota,455783,7729,6139,4741,3562
25,Oklahoma,374853,14530,7681,3206,1077
26,Pennsylvania,812098,41377,39356,37900,37079
27,South Carolina,421417,32943,31116,28170,24710
28,District of Columbia,35505,NaN,NaN,NaN,NaN
29,Kansas,271503,9203,6124,3589,1872
30,Missouri,462759,17745,17435,17045,16579
31,Vermont,11165,1039,1031,1004,961
32,Virginia,478619,39775,40232,39728,38298
33,Connecticut,243632,11629,6616,2906,986
34,Iowa,313909,5929,3936,2343,1251
35,Louisiana,385942,19645,18590,17234,15653
36,Ohio,868656,33369,26531,20322,14997
37,Michigan,600093,9899,3905,1066,203
38,South Dakota,107180,1148,517,178,46
39,Arkansas,284702,11332,8610,6917,5577
40,Delaware,75191,4326,3839,3308,2766
41,Mississippi,265146,11604,9725,7856,6154
42,New Mexico,169696,6305,5416,4536,3704
43,North Dakota,96874,733,594,474,372
44,Wyoming,51062,1930,1724,1412,1058
45,Alaska,53399,1234,764,393,167
46,Maine,37046,3825,3685,3450,3139
47,Alabama,443009,17269,13613,10204,7273
48,Idaho,160033,3640,2401,1756,1431
49,Montana,91816,1095,327,122,56
50,Puerto Rico,91596,NaN,NaN,NaN,NaN
51,Virgin Islands,2350,NaN,NaN,NaN,NaN
52,Guam,7554,NaN,NaN,NaN,NaN
53,West Virginia,115839,6958,5890,4809,3787
54,Northern Mariana Islands,132,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
