forceast_date,location,quantile,target,target_end_date,type,value
2020-11-28,53,,1 wk ahead inc death,2020-12-05,point,144.0
2020-11-28,53,,1 wk ahead cum death,2020-12-05,point,2858.0
2020-11-28,53,,2 wk ahead inc death,2020-12-12,point,171.0
2020-11-28,53,,2 wk ahead cum death,2020-12-12,point,3029.0
2020-11-28,53,,3 wk ahead inc death,2020-12-19,point,181.0
2020-11-28,53,,3 wk ahead cum death,2020-12-19,point,3210.0
2020-11-28,53,,4 wk ahead inc death,2020-12-26,point,172.0
2020-11-28,53,,4 wk ahead cum death,2020-12-26,point,3382.0
2020-11-28,17,,1 wk ahead inc death,2020-12-05,point,1184.0
2020-11-28,17,,1 wk ahead cum death,2020-12-05,point,14022.0
2020-11-28,17,,2 wk ahead inc death,2020-12-12,point,1316.0
2020-11-28,17,,2 wk ahead cum death,2020-12-12,point,15338.0
2020-11-28,17,,3 wk ahead inc death,2020-12-19,point,1288.0
2020-11-28,17,,3 wk ahead cum death,2020-12-19,point,16626.0
2020-11-28,17,,4 wk ahead inc death,2020-12-26,point,1263.0
2020-11-28,17,,4 wk ahead cum death,2020-12-26,point,17889.0
2020-11-28,06,,1 wk ahead inc death,2020-12-05,point,584.0
2020-11-28,06,,1 wk ahead cum death,2020-12-05,point,19716.0
2020-11-28,06,,2 wk ahead inc death,2020-12-12,point,799.0
2020-11-28,06,,2 wk ahead cum death,2020-12-12,point,20515.0
2020-11-28,06,,3 wk ahead inc death,2020-12-19,point,801.0
2020-11-28,06,,3 wk ahead cum death,2020-12-19,point,21316.0
2020-11-28,06,,4 wk ahead inc death,2020-12-26,point,867.0
2020-11-28,06,,4 wk ahead cum death,2020-12-26,point,22183.0
2020-11-28,04,,1 wk ahead inc death,2020-12-05,point,264.0
2020-11-28,04,,1 wk ahead cum death,2020-12-05,point,6888.0
2020-11-28,04,,2 wk ahead inc death,2020-12-12,point,374.0
2020-11-28,04,,2 wk ahead cum death,2020-12-12,point,7262.0
2020-11-28,04,,3 wk ahead inc death,2020-12-19,point,376.0
2020-11-28,04,,3 wk ahead cum death,2020-12-19,point,7638.0
2020-11-28,04,,4 wk ahead inc death,2020-12-26,point,407.0
2020-11-28,04,,4 wk ahead cum death,2020-12-26,point,8045.0
2020-11-28,25,,1 wk ahead inc death,2020-12-05,point,254.0
2020-11-28,25,,1 wk ahead cum death,2020-12-05,point,10930.0
2020-11-28,25,,2 wk ahead inc death,2020-12-12,point,314.0
2020-11-28,25,,2 wk ahead cum death,2020-12-12,point,11244.0
2020-11-28,25,,3 wk ahead inc death,2020-12-19,point,346.0
2020-11-28,25,,3 wk ahead cum death,2020-12-19,point,11590.0
2020-11-28,25,,4 wk ahead inc death,2020-12-26,point,323.0
2020-11-28,25,,4 wk ahead cum death,2020-12-26,point,11913.0
2020-11-28,55,,1 wk ahead inc death,2020-12-05,point,453.0
2020-11-28,55,,1 wk ahead cum death,2020-12-05,point,3917.0
2020-11-28,55,,2 wk ahead inc death,2020-12-12,point,489.0
2020-11-28,55,,2 wk ahead cum death,2020-12-12,point,4406.0
2020-11-28,55,,3 wk ahead inc death,2020-12-19,point,474.0
2020-11-28,55,,3 wk ahead cum death,2020-12-19,point,4880.0
2020-11-28,55,,4 wk ahead inc death,2020-12-26,point,478.0
2020-11-28,55,,4 wk ahead cum death,2020-12-26,point,5358.0
2020-11-28,48,,1 wk ahead inc death,2020-12-05,point,1139.0
2020-11-28,48,,1 wk ahead cum death,2020-12-05,point,23269.0
2020-11-28,48,,2 wk ahead inc death,2020-12-12,point,1306.0
2020-11-28,48,,2 wk ahead cum death,2020-12-12,point,24575.0
2020-11-28,48,,3 wk ahead inc death,2020-12-19,point,1309.0
2020-11-28,48,,3 wk ahead cum death,2020-12-19,point,25884.0
2020-11-28,48,,4 wk ahead inc death,2020-12-26,point,1328.0
2020-11-28,48,,4 wk ahead cum death,2020-12-26,point,27212.0
2020-11-28,31,,1 wk ahead inc death,2020-12-05,point,138.0
2020-11-28,31,,1 wk ahead cum death,2020-12-05,point,1127.0
2020-11-28,31,,2 wk ahead inc death,2020-12-12,point,168.0
2020-11-28,31,,2 wk ahead cum death,2020-12-12,point,1295.0
2020-11-28,31,,3 wk ahead inc death,2020-12-19,point,174.0
2020-11-28,31,,3 wk ahead cum death,2020-12-19,point,1469.0
2020-11-28,31,,4 wk ahead inc death,2020-12-26,point,178.0
2020-11-28,31,,4 wk ahead cum death,2020-12-26,point,1647.0
2020-11-28,49,,1 wk ahead inc death,2020-12-05,point,97.0
2020-11-28,49,,1 wk ahead cum death,2020-12-05,point,960.0
2020-11-28,49,,2 wk ahead inc death,2020-12-12,point,117.0
2020-11-28,49,,2 wk ahead cum death,2020-12-12,point,1077.0
2020-11-28,49,,3 wk ahead inc death,2020-12-19,point,123.0
2020-11-28,49,,3 wk ahead cum death,2020-12-19,point,1200.0
2020-11-28,49,,4 wk ahead inc death,2020-12-26,point,125.0
2020-11-28,49,,4 wk ahead cum death,2020-12-26,point,1325.0
2020-11-28,41,,1 wk ahead inc death,2020-12-05,point,66.0
2020-11-28,41,,1 wk ahead cum death,2020-12-05,point,962.0
2020-11-28,41,,2 wk ahead inc death,2020-12-12,point,83.0
2020-11-28,41,,2 wk ahead cum death,2020-12-12,point,1045.0
2020-11-28,41,,3 wk ahead inc death,2020-12-19,point,82.0
2020-11-28,41,,3 wk ahead cum death,2020-12-19,point,1127.0
2020-11-28,41,,4 wk ahead inc death,2020-12-26,point,93.0
2020-11-28,41,,4 wk ahead cum death,2020-12-26,point,1220.0
2020-11-28,12,,1 wk ahead inc death,2020-12-05,point,530.0
2020-11-28,12,,1 wk ahead cum death,2020-12-05,point,18972.0
2020-11-28,12,,2 wk ahead inc death,2020-12-12,point,645.0
2020-11-28,12,,2 wk ahead cum death,2020-12-12,point,19617.0
2020-11-28,12,,3 wk ahead inc death,2020-12-19,point,662.0
2020-11-28,12,,3 wk ahead cum death,2020-12-19,point,20279.0
2020-11-28,12,,4 wk ahead inc death,2020-12-26,point,700.0
2020-11-28,12,,4 wk ahead cum death,2020-12-26,point,20979.0
2020-11-28,36,,1 wk ahead inc death,2020-12-05,point,275.0
2020-11-28,36,,1 wk ahead cum death,2020-12-05,point,34801.0
2020-11-28,36,,2 wk ahead inc death,2020-12-12,point,310.0
2020-11-28,36,,2 wk ahead cum death,2020-12-12,point,35111.0
2020-11-28,36,,3 wk ahead inc death,2020-12-19,point,309.0
2020-11-28,36,,3 wk ahead cum death,2020-12-19,point,35420.0
2020-11-28,36,,4 wk ahead inc death,2020-12-26,point,312.0
2020-11-28,36,,4 wk ahead cum death,2020-12-26,point,35732.0
2020-11-28,44,,1 wk ahead inc death,2020-12-05,point,43.0
2020-11-28,44,,1 wk ahead cum death,2020-12-05,point,1442.0
2020-11-28,44,,2 wk ahead inc death,2020-12-12,point,56.0
2020-11-28,44,,2 wk ahead cum death,2020-12-12,point,1498.0
2020-11-28,44,,3 wk ahead inc death,2020-12-19,point,58.0
2020-11-28,44,,3 wk ahead cum death,2020-12-19,point,1556.0
2020-11-28,44,,4 wk ahead inc death,2020-12-26,point,65.0
2020-11-28,44,,4 wk ahead cum death,2020-12-26,point,1621.0
2020-11-28,13,,1 wk ahead inc death,2020-12-05,point,326.0
2020-11-28,13,,1 wk ahead cum death,2020-12-05,point,9750.0
2020-11-28,13,,2 wk ahead inc death,2020-12-12,point,380.0
2020-11-28,13,,2 wk ahead cum death,2020-12-12,point,10130.0
2020-11-28,13,,3 wk ahead inc death,2020-12-19,point,424.0
2020-11-28,13,,3 wk ahead cum death,2020-12-19,point,10554.0
2020-11-28,13,,4 wk ahead inc death,2020-12-26,point,397.0
2020-11-28,13,,4 wk ahead cum death,2020-12-26,point,10951.0
2020-11-28,33,,1 wk ahead inc death,2020-12-05,point,15.0
2020-11-28,33,,1 wk ahead cum death,2020-12-05,point,538.0
2020-11-28,33,,2 wk ahead inc death,2020-12-12,point,28.0
2020-11-28,33,,2 wk ahead cum death,2020-12-12,point,566.0
2020-11-28,33,,3 wk ahead inc death,2020-12-19,point,30.0
2020-11-28,33,,3 wk ahead cum death,2020-12-19,point,596.0
2020-11-28,33,,4 wk ahead inc death,2020-12-26,point,40.0
2020-11-28,33,,4 wk ahead cum death,2020-12-26,point,636.0
2020-11-28,37,,1 wk ahead inc death,2020-12-05,point,253.0
2020-11-28,37,,1 wk ahead cum death,2020-12-05,point,5472.0
2020-11-28,37,,2 wk ahead inc death,2020-12-12,point,285.0
2020-11-28,37,,2 wk ahead cum death,2020-12-12,point,5757.0
2020-11-28,37,,3 wk ahead inc death,2020-12-19,point,296.0
2020-11-28,37,,3 wk ahead cum death,2020-12-19,point,6053.0
2020-11-28,37,,4 wk ahead inc death,2020-12-26,point,304.0
2020-11-28,37,,4 wk ahead cum death,2020-12-26,point,6357.0
2020-11-28,34,,1 wk ahead inc death,2020-12-05,point,254.0
2020-11-28,34,,1 wk ahead cum death,2020-12-05,point,17219.0
2020-11-28,34,,2 wk ahead inc death,2020-12-12,point,326.0
2020-11-28,34,,2 wk ahead cum death,2020-12-12,point,17545.0
2020-11-28,34,,3 wk ahead inc death,2020-12-19,point,348.0
2020-11-28,34,,3 wk ahead cum death,2020-12-19,point,17893.0
2020-11-28,34,,4 wk ahead inc death,2020-12-26,point,359.0
2020-11-28,34,,4 wk ahead cum death,2020-12-26,point,18252.0
2020-11-28,08,,1 wk ahead inc death,2020-12-05,point,308.0
2020-11-28,08,,1 wk ahead cum death,2020-12-05,point,3291.0
2020-11-28,08,,2 wk ahead inc death,2020-12-12,point,407.0
2020-11-28,08,,2 wk ahead cum death,2020-12-12,point,3698.0
2020-11-28,08,,3 wk ahead inc death,2020-12-19,point,436.0
2020-11-28,08,,3 wk ahead cum death,2020-12-19,point,4134.0
2020-11-28,08,,4 wk ahead inc death,2020-12-26,point,438.0
2020-11-28,08,,4 wk ahead cum death,2020-12-26,point,4572.0
2020-11-28,24,,1 wk ahead inc death,2020-12-05,point,169.0
2020-11-28,24,,1 wk ahead cum death,2020-12-05,point,4771.0
2020-11-28,24,,2 wk ahead inc death,2020-12-12,point,242.0
2020-11-28,24,,2 wk ahead cum death,2020-12-12,point,5013.0
2020-11-28,24,,3 wk ahead inc death,2020-12-19,point,249.0
2020-11-28,24,,3 wk ahead cum death,2020-12-19,point,5262.0
2020-11-28,24,,4 wk ahead inc death,2020-12-26,point,283.0
2020-11-28,24,,4 wk ahead cum death,2020-12-26,point,5545.0
2020-11-28,32,,1 wk ahead inc death,2020-12-05,point,126.0
2020-11-28,32,,1 wk ahead cum death,2020-12-05,point,2245.0
2020-11-28,32,,2 wk ahead inc death,2020-12-12,point,153.0
2020-11-28,32,,2 wk ahead cum death,2020-12-12,point,2398.0
2020-11-28,32,,3 wk ahead inc death,2020-12-19,point,155.0
2020-11-28,32,,3 wk ahead cum death,2020-12-19,point,2553.0
2020-11-28,32,,4 wk ahead inc death,2020-12-26,point,166.0
2020-11-28,32,,4 wk ahead cum death,2020-12-26,point,2719.0
2020-11-28,47,,1 wk ahead inc death,2020-12-05,point,434.0
2020-11-28,47,,1 wk ahead cum death,2020-12-05,point,4975.0
2020-11-28,47,,2 wk ahead inc death,2020-12-12,point,520.0
2020-11-28,47,,2 wk ahead cum death,2020-12-12,point,5495.0
2020-11-28,47,,3 wk ahead inc death,2020-12-19,point,503.0
2020-11-28,47,,3 wk ahead cum death,2020-12-19,point,5998.0
2020-11-28,47,,4 wk ahead inc death,2020-12-26,point,550.0
2020-11-28,47,,4 wk ahead cum death,2020-12-26,point,6548.0
2020-11-28,15,,1 wk ahead inc death,2020-12-05,point,3.0
2020-11-28,15,,1 wk ahead cum death,2020-12-05,point,243.0
2020-11-28,15,,2 wk ahead inc death,2020-12-12,point,6.0
2020-11-28,15,,2 wk ahead cum death,2020-12-12,point,249.0
2020-11-28,15,,3 wk ahead inc death,2020-12-19,point,6.0
2020-11-28,15,,3 wk ahead cum death,2020-12-19,point,255.0
2020-11-28,15,,4 wk ahead inc death,2020-12-26,point,11.0
2020-11-28,15,,4 wk ahead cum death,2020-12-26,point,266.0
2020-11-28,18,,1 wk ahead inc death,2020-12-05,point,463.0
2020-11-28,18,,1 wk ahead cum death,2020-12-05,point,6733.0
2020-11-28,18,,2 wk ahead inc death,2020-12-12,point,595.0
2020-11-28,18,,2 wk ahead cum death,2020-12-12,point,7328.0
2020-11-28,18,,3 wk ahead inc death,2020-12-19,point,663.0
2020-11-28,18,,3 wk ahead cum death,2020-12-19,point,7991.0
2020-11-28,18,,4 wk ahead inc death,2020-12-26,point,635.0
2020-11-28,18,,4 wk ahead cum death,2020-12-26,point,8626.0
2020-11-28,21,,1 wk ahead inc death,2020-12-05,point,154.0
2020-11-28,21,,1 wk ahead cum death,2020-12-05,point,2039.0
2020-11-28,21,,2 wk ahead inc death,2020-12-12,point,183.0
2020-11-28,21,,2 wk ahead cum death,2020-12-12,point,2222.0
2020-11-28,21,,3 wk ahead inc death,2020-12-19,point,180.0
2020-11-28,21,,3 wk ahead cum death,2020-12-19,point,2402.0
2020-11-28,21,,4 wk ahead inc death,2020-12-26,point,203.0
2020-11-28,21,,4 wk ahead cum death,2020-12-26,point,2605.0
2020-11-28,27,,1 wk ahead inc death,2020-12-05,point,461.0
2020-11-28,27,,1 wk ahead cum death,2020-12-05,point,4041.0
2020-11-28,27,,2 wk ahead inc death,2020-12-12,point,590.0
2020-11-28,27,,2 wk ahead cum death,2020-12-12,point,4631.0
2020-11-28,27,,3 wk ahead inc death,2020-12-19,point,684.0
2020-11-28,27,,3 wk ahead cum death,2020-12-19,point,5315.0
2020-11-28,27,,4 wk ahead inc death,2020-12-26,point,630.0
2020-11-28,27,,4 wk ahead cum death,2020-12-26,point,5945.0
2020-11-28,40,,1 wk ahead inc death,2020-12-05,point,145.0
2020-11-28,40,,1 wk ahead cum death,2020-12-05,point,1862.0
2020-11-28,40,,2 wk ahead inc death,2020-12-12,point,202.0
2020-11-28,40,,2 wk ahead cum death,2020-12-12,point,2064.0
2020-11-28,40,,3 wk ahead inc death,2020-12-19,point,216.0
2020-11-28,40,,3 wk ahead cum death,2020-12-19,point,2280.0
2020-11-28,40,,4 wk ahead inc death,2020-12-26,point,236.0
2020-11-28,40,,4 wk ahead cum death,2020-12-26,point,2516.0
2020-11-28,42,,1 wk ahead inc death,2020-12-05,point,614.0
2020-11-28,42,,1 wk ahead cum death,2020-12-05,point,10848.0
2020-11-28,42,,2 wk ahead inc death,2020-12-12,point,822.0
2020-11-28,42,,2 wk ahead cum death,2020-12-12,point,11670.0
2020-11-28,42,,3 wk ahead inc death,2020-12-19,point,829.0
2020-11-28,42,,3 wk ahead cum death,2020-12-19,point,12499.0
2020-11-28,42,,4 wk ahead inc death,2020-12-26,point,956.0
2020-11-28,42,,4 wk ahead cum death,2020-12-26,point,13455.0
2020-11-28,45,,1 wk ahead inc death,2020-12-05,point,163.0
2020-11-28,45,,1 wk ahead cum death,2020-12-05,point,4509.0
2020-11-28,45,,2 wk ahead inc death,2020-12-12,point,189.0
2020-11-28,45,,2 wk ahead cum death,2020-12-12,point,4698.0
2020-11-28,45,,3 wk ahead inc death,2020-12-19,point,184.0
2020-11-28,45,,3 wk ahead cum death,2020-12-19,point,4882.0
2020-11-28,45,,4 wk ahead inc death,2020-12-26,point,200.0
2020-11-28,45,,4 wk ahead cum death,2020-12-26,point,5082.0
2020-11-28,11,,1 wk ahead inc death,2020-12-05,point,7.0
2020-11-28,11,,1 wk ahead cum death,2020-12-05,point,685.0
2020-11-28,11,,2 wk ahead inc death,2020-12-12,point,12.0
2020-11-28,11,,2 wk ahead cum death,2020-12-12,point,697.0
2020-11-28,11,,3 wk ahead inc death,2020-12-19,point,12.0
2020-11-28,11,,3 wk ahead cum death,2020-12-19,point,709.0
2020-11-28,11,,4 wk ahead inc death,2020-12-26,point,19.0
2020-11-28,11,,4 wk ahead cum death,2020-12-26,point,728.0
2020-11-28,20,,1 wk ahead inc death,2020-12-05,point,174.0
2020-11-28,20,,1 wk ahead cum death,2020-12-05,point,1703.0
2020-11-28,20,,2 wk ahead inc death,2020-12-12,point,208.0
2020-11-28,20,,2 wk ahead cum death,2020-12-12,point,1911.0
2020-11-28,20,,3 wk ahead inc death,2020-12-19,point,225.0
2020-11-28,20,,3 wk ahead cum death,2020-12-19,point,2136.0
2020-11-28,20,,4 wk ahead inc death,2020-12-26,point,222.0
2020-11-28,20,,4 wk ahead cum death,2020-12-26,point,2358.0
2020-11-28,29,,1 wk ahead inc death,2020-12-05,point,224.0
2020-11-28,29,,1 wk ahead cum death,2020-12-05,point,4097.0
2020-11-28,29,,2 wk ahead inc death,2020-12-12,point,266.0
2020-11-28,29,,2 wk ahead cum death,2020-12-12,point,4363.0
2020-11-28,29,,3 wk ahead inc death,2020-12-19,point,292.0
2020-11-28,29,,3 wk ahead cum death,2020-12-19,point,4655.0
2020-11-28,29,,4 wk ahead inc death,2020-12-26,point,276.0
2020-11-28,29,,4 wk ahead cum death,2020-12-26,point,4931.0
2020-11-28,50,,1 wk ahead inc death,2020-12-05,point,3.0
2020-11-28,50,,1 wk ahead cum death,2020-12-05,point,70.0
2020-11-28,50,,2 wk ahead inc death,2020-12-12,point,8.0
2020-11-28,50,,2 wk ahead cum death,2020-12-12,point,78.0
2020-11-28,50,,3 wk ahead inc death,2020-12-19,point,8.0
2020-11-28,50,,3 wk ahead cum death,2020-12-19,point,86.0
2020-11-28,50,,4 wk ahead inc death,2020-12-26,point,15.0
2020-11-28,50,,4 wk ahead cum death,2020-12-26,point,101.0
2020-11-28,51,,1 wk ahead inc death,2020-12-05,point,162.0
2020-11-28,51,,1 wk ahead cum death,2020-12-05,point,4216.0
2020-11-28,51,,2 wk ahead inc death,2020-12-12,point,187.0
2020-11-28,51,,2 wk ahead cum death,2020-12-12,point,4403.0
2020-11-28,51,,3 wk ahead inc death,2020-12-19,point,216.0
2020-11-28,51,,3 wk ahead cum death,2020-12-19,point,4619.0
2020-11-28,51,,4 wk ahead inc death,2020-12-26,point,187.0
2020-11-28,51,,4 wk ahead cum death,2020-12-26,point,4806.0
2020-11-28,09,,1 wk ahead inc death,2020-12-05,point,136.0
2020-11-28,09,,1 wk ahead cum death,2020-12-05,point,5097.0
2020-11-28,09,,2 wk ahead inc death,2020-12-12,point,163.0
2020-11-28,09,,2 wk ahead cum death,2020-12-12,point,5260.0
2020-11-28,09,,3 wk ahead inc death,2020-12-19,point,167.0
2020-11-28,09,,3 wk ahead cum death,2020-12-19,point,5427.0
2020-11-28,09,,4 wk ahead inc death,2020-12-26,point,168.0
2020-11-28,09,,4 wk ahead cum death,2020-12-26,point,5595.0
2020-11-28,19,,1 wk ahead inc death,2020-12-05,point,303.0
2020-11-28,19,,1 wk ahead cum death,2020-12-05,point,2678.0
2020-11-28,19,,2 wk ahead inc death,2020-12-12,point,320.0
2020-11-28,19,,2 wk ahead cum death,2020-12-12,point,2998.0
2020-11-28,19,,3 wk ahead inc death,2020-12-19,point,305.0
2020-11-28,19,,3 wk ahead cum death,2020-12-19,point,3303.0
2020-11-28,19,,4 wk ahead inc death,2020-12-26,point,301.0
2020-11-28,19,,4 wk ahead cum death,2020-12-26,point,3604.0
2020-11-28,22,,1 wk ahead inc death,2020-12-05,point,185.0
2020-11-28,22,,1 wk ahead cum death,2020-12-05,point,6576.0
2020-11-28,22,,2 wk ahead inc death,2020-12-12,point,274.0
2020-11-28,22,,2 wk ahead cum death,2020-12-12,point,6850.0
2020-11-28,22,,3 wk ahead inc death,2020-12-19,point,284.0
2020-11-28,22,,3 wk ahead cum death,2020-12-19,point,7134.0
2020-11-28,22,,4 wk ahead inc death,2020-12-26,point,336.0
2020-11-28,22,,4 wk ahead cum death,2020-12-26,point,7470.0
2020-11-28,39,,1 wk ahead inc death,2020-12-05,point,409.0
2020-11-28,39,,1 wk ahead cum death,2020-12-05,point,8101.0
2020-11-28,39,,2 wk ahead inc death,2020-12-12,point,513.0
2020-11-28,39,,2 wk ahead cum death,2020-12-12,point,8614.0
2020-11-28,39,,3 wk ahead inc death,2020-12-19,point,567.0
2020-11-28,39,,3 wk ahead cum death,2020-12-19,point,9181.0
2020-11-28,39,,4 wk ahead inc death,2020-12-26,point,553.0
2020-11-28,39,,4 wk ahead cum death,2020-12-26,point,9734.0
2020-11-28,26,,1 wk ahead inc death,2020-12-05,point,763.0
2020-11-28,26,,1 wk ahead cum death,2020-12-05,point,10230.0
2020-11-28,26,,2 wk ahead inc death,2020-12-12,point,923.0
2020-11-28,26,,2 wk ahead cum death,2020-12-12,point,11153.0
2020-11-28,26,,3 wk ahead inc death,2020-12-19,point,1015.0
2020-11-28,26,,3 wk ahead cum death,2020-12-19,point,12168.0
2020-11-28,26,,4 wk ahead inc death,2020-12-26,point,945.0
2020-11-28,26,,4 wk ahead cum death,2020-12-26,point,13113.0
