forceast_date,location,quantile,target,target_end_date,type,value
2020-11-07,53,,1 wk ahead inc death,2020-11-14,point,64.0
2020-11-07,53,,1 wk ahead cum death,2020-11-14,point,2475.0
2020-11-07,53,,2 wk ahead inc death,2020-11-21,point,71.0
2020-11-07,53,,2 wk ahead cum death,2020-11-21,point,2546.0
2020-11-07,53,,3 wk ahead inc death,2020-11-28,point,68.0
2020-11-07,53,,3 wk ahead cum death,2020-11-28,point,2614.0
2020-11-07,53,,4 wk ahead inc death,2020-12-05,point,66.0
2020-11-07,53,,4 wk ahead cum death,2020-12-05,point,2680.0
2020-11-07,17,,1 wk ahead inc death,2020-11-14,point,375.0
2020-11-07,17,,1 wk ahead cum death,2020-11-14,point,10863.0
2020-11-07,17,,2 wk ahead inc death,2020-11-21,point,430.0
2020-11-07,17,,2 wk ahead cum death,2020-11-21,point,11293.0
2020-11-07,17,,3 wk ahead inc death,2020-11-28,point,410.0
2020-11-07,17,,3 wk ahead cum death,2020-11-28,point,11703.0
2020-11-07,17,,4 wk ahead inc death,2020-12-05,point,392.0
2020-11-07,17,,4 wk ahead cum death,2020-12-05,point,12095.0
2020-11-07,06,,1 wk ahead inc death,2020-11-14,point,381.0
2020-11-07,06,,1 wk ahead cum death,2020-11-14,point,18342.0
2020-11-07,06,,2 wk ahead inc death,2020-11-21,point,417.0
2020-11-07,06,,2 wk ahead cum death,2020-11-21,point,18759.0
2020-11-07,06,,3 wk ahead inc death,2020-11-28,point,381.0
2020-11-07,06,,3 wk ahead cum death,2020-11-28,point,19140.0
2020-11-07,06,,4 wk ahead inc death,2020-12-05,point,375.0
2020-11-07,06,,4 wk ahead cum death,2020-12-05,point,19515.0
2020-11-07,04,,1 wk ahead inc death,2020-11-14,point,120.0
2020-11-07,04,,1 wk ahead cum death,2020-11-14,point,6267.0
2020-11-07,04,,2 wk ahead inc death,2020-11-21,point,161.0
2020-11-07,04,,2 wk ahead cum death,2020-11-21,point,6428.0
2020-11-07,04,,3 wk ahead inc death,2020-11-28,point,159.0
2020-11-07,04,,3 wk ahead cum death,2020-11-28,point,6587.0
2020-11-07,04,,4 wk ahead inc death,2020-12-05,point,149.0
2020-11-07,04,,4 wk ahead cum death,2020-12-05,point,6736.0
2020-11-07,25,,1 wk ahead inc death,2020-11-14,point,185.0
2020-11-07,25,,1 wk ahead cum death,2020-11-14,point,10314.0
2020-11-07,25,,2 wk ahead inc death,2020-11-21,point,243.0
2020-11-07,25,,2 wk ahead cum death,2020-11-21,point,10557.0
2020-11-07,25,,3 wk ahead inc death,2020-11-28,point,229.0
2020-11-07,25,,3 wk ahead cum death,2020-11-28,point,10786.0
2020-11-07,25,,4 wk ahead inc death,2020-12-05,point,224.0
2020-11-07,25,,4 wk ahead cum death,2020-12-05,point,11010.0
2020-11-07,55,,1 wk ahead inc death,2020-11-14,point,332.0
2020-11-07,55,,1 wk ahead cum death,2020-11-14,point,2880.0
2020-11-07,55,,2 wk ahead inc death,2020-11-21,point,415.0
2020-11-07,55,,2 wk ahead cum death,2020-11-21,point,3295.0
2020-11-07,55,,3 wk ahead inc death,2020-11-28,point,389.0
2020-11-07,55,,3 wk ahead cum death,2020-11-28,point,3684.0
2020-11-07,55,,4 wk ahead inc death,2020-12-05,point,375.0
2020-11-07,55,,4 wk ahead cum death,2020-12-05,point,4059.0
2020-11-07,48,,1 wk ahead inc death,2020-11-14,point,666.0
2020-11-07,48,,1 wk ahead cum death,2020-11-14,point,20155.0
2020-11-07,48,,2 wk ahead inc death,2020-11-21,point,728.0
2020-11-07,48,,2 wk ahead cum death,2020-11-21,point,20883.0
2020-11-07,48,,3 wk ahead inc death,2020-11-28,point,667.0
2020-11-07,48,,3 wk ahead cum death,2020-11-28,point,21550.0
2020-11-07,48,,4 wk ahead inc death,2020-12-05,point,644.0
2020-11-07,48,,4 wk ahead cum death,2020-12-05,point,22194.0
2020-11-07,31,,1 wk ahead inc death,2020-11-14,point,64.0
2020-11-07,31,,1 wk ahead cum death,2020-11-14,point,767.0
2020-11-07,31,,2 wk ahead inc death,2020-11-21,point,82.0
2020-11-07,31,,2 wk ahead cum death,2020-11-21,point,849.0
2020-11-07,31,,3 wk ahead inc death,2020-11-28,point,80.0
2020-11-07,31,,3 wk ahead cum death,2020-11-28,point,929.0
2020-11-07,31,,4 wk ahead inc death,2020-12-05,point,76.0
2020-11-07,31,,4 wk ahead cum death,2020-12-05,point,1005.0
