forceast_date,location,quantile,target,target_end_date,type,value
2020-12-05,53,,1 wk ahead inc death,2020-12-12,point,88.0
2020-12-05,53,,1 wk ahead cum death,2020-12-12,point,2955.0
2020-12-05,53,,2 wk ahead inc death,2020-12-19,point,98.0
2020-12-05,53,,2 wk ahead cum death,2020-12-19,point,3053.0
2020-12-05,53,,3 wk ahead inc death,2020-12-26,point,96.0
2020-12-05,53,,3 wk ahead cum death,2020-12-26,point,3149.0
2020-12-05,53,,4 wk ahead inc death,2021-01-02,point,105.0
2020-12-05,53,,4 wk ahead cum death,2021-01-02,point,3254.0
2020-12-05,17,,1 wk ahead inc death,2020-12-12,point,1029.0
2020-12-05,17,,1 wk ahead cum death,2020-12-12,point,15046.0
2020-12-05,17,,2 wk ahead inc death,2020-12-19,point,960.0
2020-12-05,17,,2 wk ahead cum death,2020-12-19,point,16006.0
2020-12-05,17,,3 wk ahead inc death,2020-12-26,point,934.0
2020-12-05,17,,3 wk ahead cum death,2020-12-26,point,16940.0
2020-12-05,17,,4 wk ahead inc death,2021-01-02,point,812.0
2020-12-05,17,,4 wk ahead cum death,2021-01-02,point,17752.0
2020-12-05,06,,1 wk ahead inc death,2020-12-12,point,633.0
2020-12-05,06,,1 wk ahead cum death,2020-12-12,point,20516.0
2020-12-05,06,,2 wk ahead inc death,2020-12-19,point,792.0
2020-12-05,06,,2 wk ahead cum death,2020-12-19,point,21308.0
2020-12-05,06,,3 wk ahead inc death,2020-12-26,point,900.0
2020-12-05,06,,3 wk ahead cum death,2020-12-26,point,22208.0
2020-12-05,06,,4 wk ahead inc death,2021-01-02,point,869.0
2020-12-05,06,,4 wk ahead cum death,2021-01-02,point,23077.0
2020-12-05,04,,1 wk ahead inc death,2020-12-12,point,236.0
2020-12-05,04,,1 wk ahead cum death,2020-12-12,point,7161.0
2020-12-05,04,,2 wk ahead inc death,2020-12-19,point,281.0
2020-12-05,04,,2 wk ahead cum death,2020-12-19,point,7442.0
2020-12-05,04,,3 wk ahead inc death,2020-12-26,point,309.0
2020-12-05,04,,3 wk ahead cum death,2020-12-26,point,7751.0
2020-12-05,04,,4 wk ahead inc death,2021-01-02,point,306.0
2020-12-05,04,,4 wk ahead cum death,2021-01-02,point,8057.0
2020-12-05,25,,1 wk ahead inc death,2020-12-12,point,222.0
2020-12-05,25,,1 wk ahead cum death,2020-12-12,point,11175.0
2020-12-05,25,,2 wk ahead inc death,2020-12-19,point,234.0
2020-12-05,25,,2 wk ahead cum death,2020-12-19,point,11409.0
2020-12-05,25,,3 wk ahead inc death,2020-12-26,point,242.0
2020-12-05,25,,3 wk ahead cum death,2020-12-26,point,11651.0
2020-12-05,25,,4 wk ahead inc death,2021-01-02,point,231.0
2020-12-05,25,,4 wk ahead cum death,2021-01-02,point,11882.0
2020-12-05,55,,1 wk ahead inc death,2020-12-12,point,399.0
2020-12-05,55,,1 wk ahead cum death,2020-12-12,point,4333.0
2020-12-05,55,,2 wk ahead inc death,2020-12-19,point,351.0
2020-12-05,55,,2 wk ahead cum death,2020-12-19,point,4684.0
2020-12-05,55,,3 wk ahead inc death,2020-12-26,point,330.0
2020-12-05,55,,3 wk ahead cum death,2020-12-26,point,5014.0
2020-12-05,55,,4 wk ahead inc death,2021-01-02,point,277.0
2020-12-05,55,,4 wk ahead cum death,2021-01-02,point,5291.0
2020-12-05,48,,1 wk ahead inc death,2020-12-12,point,1262.0
2020-12-05,48,,1 wk ahead cum death,2020-12-12,point,24615.0
2020-12-05,48,,2 wk ahead inc death,2020-12-19,point,1225.0
2020-12-05,48,,2 wk ahead cum death,2020-12-19,point,25840.0
2020-12-05,48,,3 wk ahead inc death,2020-12-26,point,1251.0
2020-12-05,48,,3 wk ahead cum death,2020-12-26,point,27091.0
2020-12-05,48,,4 wk ahead inc death,2021-01-02,point,1073.0
2020-12-05,48,,4 wk ahead cum death,2021-01-02,point,28164.0
