forceast_date,location,quantile,target,target_end_date,type,value
2021-01-02,53,,1 wk ahead inc death,2021-01-09,point,75.0
2021-01-02,53,,1 wk ahead cum death,2021-01-09,point,3536.0
2021-01-02,53,,2 wk ahead inc death,2021-01-16,point,73.0
2021-01-02,53,,2 wk ahead cum death,2021-01-16,point,3609.0
2021-01-02,53,,3 wk ahead inc death,2021-01-23,point,83.0
2021-01-02,53,,3 wk ahead cum death,2021-01-23,point,3692.0
2021-01-02,53,,4 wk ahead inc death,2021-01-30,point,67.0
2021-01-02,53,,4 wk ahead cum death,2021-01-30,point,3759.0
2021-01-02,17,,1 wk ahead inc death,2021-01-09,point,859.0
2021-01-02,17,,1 wk ahead cum death,2021-01-09,point,19076.0
2021-01-02,17,,2 wk ahead inc death,2021-01-16,point,753.0
2021-01-02,17,,2 wk ahead cum death,2021-01-16,point,19829.0
2021-01-02,17,,3 wk ahead inc death,2021-01-23,point,642.0
2021-01-02,17,,3 wk ahead cum death,2021-01-23,point,20471.0
2021-01-02,17,,4 wk ahead inc death,2021-01-30,point,502.0
2021-01-02,17,,4 wk ahead cum death,2021-01-30,point,20973.0
2021-01-02,06,,1 wk ahead inc death,2021-01-09,point,2573.0
2021-01-02,06,,1 wk ahead cum death,2021-01-09,point,29124.0
2021-01-02,06,,2 wk ahead inc death,2021-01-16,point,2783.0
2021-01-02,06,,2 wk ahead cum death,2021-01-16,point,31907.0
2021-01-02,06,,3 wk ahead inc death,2021-01-23,point,3153.0
2021-01-02,06,,3 wk ahead cum death,2021-01-23,point,35060.0
2021-01-02,06,,4 wk ahead inc death,2021-01-30,point,2683.0
2021-01-02,06,,4 wk ahead cum death,2021-01-30,point,37743.0
2021-01-02,04,,1 wk ahead inc death,2021-01-09,point,700.0
2021-01-02,04,,1 wk ahead cum death,2021-01-09,point,9761.0
2021-01-02,04,,2 wk ahead inc death,2021-01-16,point,692.0
2021-01-02,04,,2 wk ahead cum death,2021-01-16,point,10453.0
2021-01-02,04,,3 wk ahead inc death,2021-01-23,point,700.0
2021-01-02,04,,3 wk ahead cum death,2021-01-23,point,11153.0
2021-01-02,04,,4 wk ahead inc death,2021-01-30,point,611.0
2021-01-02,04,,4 wk ahead cum death,2021-01-30,point,11764.0
2021-01-02,25,,1 wk ahead inc death,2021-01-09,point,411.0
2021-01-02,25,,1 wk ahead cum death,2021-01-09,point,12913.0
2021-01-02,25,,2 wk ahead inc death,2021-01-16,point,392.0
2021-01-02,25,,2 wk ahead cum death,2021-01-16,point,13305.0
2021-01-02,25,,3 wk ahead inc death,2021-01-23,point,359.0
2021-01-02,25,,3 wk ahead cum death,2021-01-23,point,13664.0
2021-01-02,25,,4 wk ahead inc death,2021-01-30,point,346.0
2021-01-02,25,,4 wk ahead cum death,2021-01-30,point,14010.0
2021-01-02,55,,1 wk ahead inc death,2021-01-09,point,287.0
2021-01-02,55,,1 wk ahead cum death,2021-01-09,point,5543.0
2021-01-02,55,,2 wk ahead inc death,2021-01-16,point,240.0
2021-01-02,55,,2 wk ahead cum death,2021-01-16,point,5783.0
2021-01-02,55,,3 wk ahead inc death,2021-01-23,point,183.0
2021-01-02,55,,3 wk ahead cum death,2021-01-23,point,5966.0
2021-01-02,55,,4 wk ahead inc death,2021-01-30,point,139.0
2021-01-02,55,,4 wk ahead cum death,2021-01-30,point,6105.0
2021-01-02,48,,1 wk ahead inc death,2021-01-09,point,1552.0
2021-01-02,48,,1 wk ahead cum death,2021-01-09,point,29994.0
2021-01-02,48,,2 wk ahead inc death,2021-01-16,point,1403.0
2021-01-02,48,,2 wk ahead cum death,2021-01-16,point,31397.0
2021-01-02,48,,3 wk ahead inc death,2021-01-23,point,1248.0
2021-01-02,48,,3 wk ahead cum death,2021-01-23,point,32645.0
2021-01-02,48,,4 wk ahead inc death,2021-01-30,point,957.0
2021-01-02,48,,4 wk ahead cum death,2021-01-30,point,33602.0
2021-01-02,31,,1 wk ahead inc death,2021-01-09,point,54.0
2021-01-02,31,,1 wk ahead cum death,2021-01-09,point,1723.0
2021-01-02,31,,2 wk ahead inc death,2021-01-16,point,50.0
2021-01-02,31,,2 wk ahead cum death,2021-01-16,point,1773.0
2021-01-02,31,,3 wk ahead inc death,2021-01-23,point,48.0
2021-01-02,31,,3 wk ahead cum death,2021-01-23,point,1821.0
2021-01-02,31,,4 wk ahead inc death,2021-01-30,point,39.0
2021-01-02,31,,4 wk ahead cum death,2021-01-30,point,1860.0
2021-01-02,49,,1 wk ahead inc death,2021-01-09,point,79.0
2021-01-02,49,,1 wk ahead cum death,2021-01-09,point,1373.0
2021-01-02,49,,2 wk ahead inc death,2021-01-16,point,76.0
2021-01-02,49,,2 wk ahead cum death,2021-01-16,point,1449.0
2021-01-02,49,,3 wk ahead inc death,2021-01-23,point,75.0
2021-01-02,49,,3 wk ahead cum death,2021-01-23,point,1524.0
2021-01-02,49,,4 wk ahead inc death,2021-01-30,point,67.0
2021-01-02,49,,4 wk ahead cum death,2021-01-30,point,1591.0
2021-01-02,41,,1 wk ahead inc death,2021-01-09,point,102.0
2021-01-02,41,,1 wk ahead cum death,2021-01-09,point,1594.0
2021-01-02,41,,2 wk ahead inc death,2021-01-16,point,97.0
2021-01-02,41,,2 wk ahead cum death,2021-01-16,point,1691.0
2021-01-02,41,,3 wk ahead inc death,2021-01-23,point,95.0
2021-01-02,41,,3 wk ahead cum death,2021-01-23,point,1786.0
2021-01-02,41,,4 wk ahead inc death,2021-01-30,point,78.0
2021-01-02,41,,4 wk ahead cum death,2021-01-30,point,1864.0
2021-01-02,12,,1 wk ahead inc death,2021-01-09,point,799.0
2021-01-02,12,,1 wk ahead cum death,2021-01-09,point,22689.0
2021-01-02,12,,2 wk ahead inc death,2021-01-16,point,815.0
2021-01-02,12,,2 wk ahead cum death,2021-01-16,point,23504.0
2021-01-02,12,,3 wk ahead inc death,2021-01-23,point,785.0
2021-01-02,12,,3 wk ahead cum death,2021-01-23,point,24289.0
2021-01-02,12,,4 wk ahead inc death,2021-01-30,point,768.0
2021-01-02,12,,4 wk ahead cum death,2021-01-30,point,25057.0
2021-01-02,36,,1 wk ahead inc death,2021-01-09,point,983.0
2021-01-02,36,,1 wk ahead cum death,2021-01-09,point,39256.0
2021-01-02,36,,2 wk ahead inc death,2021-01-16,point,1021.0
2021-01-02,36,,2 wk ahead cum death,2021-01-16,point,40277.0
2021-01-02,36,,3 wk ahead inc death,2021-01-23,point,1112.0
2021-01-02,36,,3 wk ahead cum death,2021-01-23,point,41389.0
2021-01-02,36,,4 wk ahead inc death,2021-01-30,point,955.0
2021-01-02,36,,4 wk ahead cum death,2021-01-30,point,42344.0
2021-01-02,44,,1 wk ahead inc death,2021-01-09,point,83.0
2021-01-02,44,,1 wk ahead cum death,2021-01-09,point,2040.0
2021-01-02,44,,2 wk ahead inc death,2021-01-16,point,67.0
2021-01-02,44,,2 wk ahead cum death,2021-01-16,point,2107.0
2021-01-02,44,,3 wk ahead inc death,2021-01-23,point,54.0
2021-01-02,44,,3 wk ahead cum death,2021-01-23,point,2161.0
2021-01-02,44,,4 wk ahead inc death,2021-01-30,point,34.0
2021-01-02,44,,4 wk ahead cum death,2021-01-30,point,2195.0
2021-01-02,13,,1 wk ahead inc death,2021-01-09,point,387.0
2021-01-02,13,,1 wk ahead cum death,2021-01-09,point,11347.0
2021-01-02,13,,2 wk ahead inc death,2021-01-16,point,405.0
2021-01-02,13,,2 wk ahead cum death,2021-01-16,point,11752.0
2021-01-02,13,,3 wk ahead inc death,2021-01-23,point,415.0
2021-01-02,13,,3 wk ahead cum death,2021-01-23,point,12167.0
2021-01-02,13,,4 wk ahead inc death,2021-01-30,point,402.0
2021-01-02,13,,4 wk ahead cum death,2021-01-30,point,12569.0
2021-01-02,33,,1 wk ahead inc death,2021-01-09,point,58.0
2021-01-02,33,,1 wk ahead cum death,2021-01-09,point,827.0
2021-01-02,33,,2 wk ahead inc death,2021-01-16,point,56.0
2021-01-02,33,,2 wk ahead cum death,2021-01-16,point,883.0
2021-01-02,33,,3 wk ahead inc death,2021-01-23,point,55.0
2021-01-02,33,,3 wk ahead cum death,2021-01-23,point,938.0
2021-01-02,33,,4 wk ahead inc death,2021-01-30,point,50.0
2021-01-02,33,,4 wk ahead cum death,2021-01-30,point,988.0
2021-01-02,37,,1 wk ahead inc death,2021-01-09,point,325.0
2021-01-02,37,,1 wk ahead cum death,2021-01-09,point,7217.0
2021-01-02,37,,2 wk ahead inc death,2021-01-16,point,332.0
2021-01-02,37,,2 wk ahead cum death,2021-01-16,point,7549.0
2021-01-02,37,,3 wk ahead inc death,2021-01-23,point,362.0
2021-01-02,37,,3 wk ahead cum death,2021-01-23,point,7911.0
2021-01-02,37,,4 wk ahead inc death,2021-01-30,point,310.0
2021-01-02,37,,4 wk ahead cum death,2021-01-30,point,8221.0
2021-01-02,34,,1 wk ahead inc death,2021-01-09,point,442.0
2021-01-02,34,,1 wk ahead cum death,2021-01-09,point,19629.0
2021-01-02,34,,2 wk ahead inc death,2021-01-16,point,431.0
2021-01-02,34,,2 wk ahead cum death,2021-01-16,point,20060.0
2021-01-02,34,,3 wk ahead inc death,2021-01-23,point,420.0
2021-01-02,34,,3 wk ahead cum death,2021-01-23,point,20480.0
2021-01-02,34,,4 wk ahead inc death,2021-01-30,point,378.0
2021-01-02,34,,4 wk ahead cum death,2021-01-30,point,20858.0
2021-01-02,08,,1 wk ahead inc death,2021-01-09,point,275.0
2021-01-02,08,,1 wk ahead cum death,2021-01-09,point,5187.0
2021-01-02,08,,2 wk ahead inc death,2021-01-16,point,242.0
2021-01-02,08,,2 wk ahead cum death,2021-01-16,point,5429.0
2021-01-02,08,,3 wk ahead inc death,2021-01-23,point,207.0
