forceast_date,location,quantile,target,target_end_date,type,value
2021-01-16,53,,1 wk ahead inc death,2021-01-23,point,218.0
2021-01-16,53,,1 wk ahead cum death,2021-01-23,point,4121.0
2021-01-16,53,,2 wk ahead inc death,2021-01-30,point,245.0
2021-01-16,53,,2 wk ahead cum death,2021-01-30,point,4366.0
2021-01-16,53,,3 wk ahead inc death,2021-02-06,point,277.0
2021-01-16,53,,3 wk ahead cum death,2021-02-06,point,4643.0
2021-01-16,53,,4 wk ahead inc death,2021-02-13,point,326.0
2021-01-16,53,,4 wk ahead cum death,2021-02-13,point,4969.0
2021-01-16,17,,1 wk ahead inc death,2021-01-23,point,1120.0
2021-01-16,17,,1 wk ahead cum death,2021-01-23,point,21140.0
2021-01-16,17,,2 wk ahead inc death,2021-01-30,point,1149.0
2021-01-16,17,,2 wk ahead cum death,2021-01-30,point,22289.0
2021-01-16,17,,3 wk ahead inc death,2021-02-06,point,1209.0
2021-01-16,17,,3 wk ahead cum death,2021-02-06,point,23498.0
2021-01-16,17,,4 wk ahead inc death,2021-02-13,point,1243.0
2021-01-16,17,,4 wk ahead cum death,2021-02-13,point,24741.0
2021-01-16,06,,1 wk ahead inc death,2021-01-23,point,3028.0
2021-01-16,06,,1 wk ahead cum death,2021-01-23,point,36436.0
2021-01-16,06,,2 wk ahead inc death,2021-01-30,point,2949.0
2021-01-16,06,,2 wk ahead cum death,2021-01-30,point,39385.0
2021-01-16,06,,3 wk ahead inc death,2021-02-06,point,2928.0
2021-01-16,06,,3 wk ahead cum death,2021-02-06,point,42313.0
2021-01-16,06,,4 wk ahead inc death,2021-02-13,point,2821.0
2021-01-16,06,,4 wk ahead cum death,2021-02-13,point,45134.0
2021-01-16,04,,1 wk ahead inc death,2021-01-23,point,877.0
2021-01-16,04,,1 wk ahead cum death,2021-01-23,point,12125.0
2021-01-16,04,,2 wk ahead inc death,2021-01-30,point,937.0
2021-01-16,04,,2 wk ahead cum death,2021-01-30,point,13062.0
2021-01-16,04,,3 wk ahead inc death,2021-02-06,point,1010.0
2021-01-16,04,,3 wk ahead cum death,2021-02-06,point,14072.0
2021-01-16,04,,4 wk ahead inc death,2021-02-13,point,1018.0
2021-01-16,04,,4 wk ahead cum death,2021-02-13,point,15090.0
2021-01-16,25,,1 wk ahead inc death,2021-01-23,point,584.0
2021-01-16,25,,1 wk ahead cum death,2021-01-23,point,14167.0
2021-01-16,25,,2 wk ahead inc death,2021-01-30,point,646.0
2021-01-16,25,,2 wk ahead cum death,2021-01-30,point,14813.0
2021-01-16,25,,3 wk ahead inc death,2021-02-06,point,722.0
2021-01-16,25,,3 wk ahead cum death,2021-02-06,point,15535.0
2021-01-16,25,,4 wk ahead inc death,2021-02-13,point,806.0
2021-01-16,25,,4 wk ahead cum death,2021-02-13,point,16341.0
2021-01-16,55,,1 wk ahead inc death,2021-01-23,point,229.0
2021-01-16,55,,1 wk ahead cum death,2021-01-23,point,6134.0
2021-01-16,55,,2 wk ahead inc death,2021-01-30,point,241.0
2021-01-16,55,,2 wk ahead cum death,2021-01-30,point,6375.0
2021-01-16,55,,3 wk ahead inc death,2021-02-06,point,273.0
2021-01-16,55,,3 wk ahead cum death,2021-02-06,point,6648.0
2021-01-16,55,,4 wk ahead inc death,2021-02-13,point,250.0
2021-01-16,55,,4 wk ahead cum death,2021-02-13,point,6898.0
2021-01-16,48,,1 wk ahead inc death,2021-01-23,point,1649.0
2021-01-16,48,,1 wk ahead cum death,2021-01-23,point,34077.0
2021-01-16,48,,2 wk ahead inc death,2021-01-30,point,1847.0
2021-01-16,48,,2 wk ahead cum death,2021-01-30,point,35924.0
2021-01-16,48,,3 wk ahead inc death,2021-02-06,point,1979.0
2021-01-16,48,,3 wk ahead cum death,2021-02-06,point,37903.0
2021-01-16,48,,4 wk ahead inc death,2021-02-13,point,2149.0
2021-01-16,48,,4 wk ahead cum death,2021-02-13,point,40052.0
2021-01-16,31,,1 wk ahead inc death,2021-01-23,point,70.0
2021-01-16,31,,1 wk ahead cum death,2021-01-23,point,1907.0
2021-01-16,31,,2 wk ahead inc death,2021-01-30,point,70.0
2021-01-16,31,,2 wk ahead cum death,2021-01-30,point,1977.0
2021-01-16,31,,3 wk ahead inc death,2021-02-06,point,71.0
2021-01-16,31,,3 wk ahead cum death,2021-02-06,point,2048.0
2021-01-16,31,,4 wk ahead inc death,2021-02-13,point,69.0
2021-01-16,31,,4 wk ahead cum death,2021-02-13,point,2117.0
2021-01-16,49,,1 wk ahead inc death,2021-01-23,point,95.0
2021-01-16,49,,1 wk ahead cum death,2021-01-23,point,1580.0
2021-01-16,49,,2 wk ahead inc death,2021-01-30,point,114.0
2021-01-16,49,,2 wk ahead cum death,2021-01-30,point,1694.0
2021-01-16,49,,3 wk ahead inc death,2021-02-06,point,143.0
2021-01-16,49,,3 wk ahead cum death,2021-02-06,point,1837.0
2021-01-16,49,,4 wk ahead inc death,2021-02-13,point,137.0
2021-01-16,49,,4 wk ahead cum death,2021-02-13,point,1974.0
2021-01-16,41,,1 wk ahead inc death,2021-01-23,point,88.0
2021-01-16,41,,1 wk ahead cum death,2021-01-23,point,1887.0
2021-01-16,41,,2 wk ahead inc death,2021-01-30,point,89.0
