,State,459,465,472,479,486
0,Washington,NaN,61,61,63,68
1,Illinois,NaN,166,151,153,162
2,California,NaN,342,287,258,247
3,Arizona,NaN,112,109,114,123
4,Massachusetts,NaN,76,66,55,43
5,Wisconsin,NaN,43,48,49,53
6,Texas,NaN,304,272,236,208
7,Nebraska,NaN,28,27,25,24
8,Utah,NaN,17,18,19,22
9,Oregon,NaN,27,27,28,29
10,Florida,NaN,406,428,471,558
11,New York,NaN,371,306,261,216
12,Rhode Island,NaN,10,8,7,6
13,Georgia,NaN,220,217,225,245
14,New Hampshire,NaN,12,11,9,8
15,North Carolina,NaN,131,130,144,164
16,New Jersey,NaN,214,178,152,126
17,Colorado,NaN,56,64,70,84
18,Maryland,NaN,88,77,66,55
19,Nevada,NaN,45,49,51,57
20,Tennessee,NaN,96,96,107,122
21,Hawaii,NaN,3,3,3,3
22,Indiana,NaN,52,55,61,70
23,Kentucky,NaN,121,121,129,157
24,Minnesota,NaN,66,66,67,70
25,Oklahoma,NaN,19,20,17,15
26,Pennsylvania,NaN,278,273,265,267
27,South Carolina,NaN,84,71,73,83
28,District of Columbia,NaN,6,6,6,5
29,Kansas,NaN,14,14,15,17
30,Missouri,NaN,NaN,NaN,NaN,NaN
31,Vermont,NaN,2,2,2,2
32,Virginia,NaN,92,77,75,78
33,Connecticut,NaN,42,36,31,25
34,Iowa,NaN,38,40,40,42
35,Louisiana,NaN,53,53,59,69
36,Ohio,NaN,0,0,0,0
37,Michigan,NaN,440,446,451,457
38,South Dakota,NaN,4,5,4,4
39,Arkansas,NaN,25,24,26,30
40,Delaware,NaN,14,13,14,14
41,Mississippi,NaN,21,21,24,28
42,New Mexico,NaN,19,21,24,31
43,North Dakota,NaN,5,5,5,5
44,Wyoming,NaN,1,1,2,2
45,Alaska,NaN,0,0,0,0
46,Maine,NaN,7,8,8,7
47,Alabama,NaN,64,64,70,79
48,Idaho,NaN,11,11,10,9
49,Montana,NaN,16,16,15,15
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,36,37,38,41
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
