,State,263,269,276,283,290,297,304,311,318,325,332,339,346
0,Washington,2190,44,41,40,41,44,49,55,62,70,78,85,92
1,Illinois,9230,246,272,290,303,311,314,315,315,312,310,308,304
2,California,16579,440,406,386,383,398,425,459,497,533,565,590,608
3,Arizona,5759,35,17,8,5,4,3,3,4,4,5,5,5
4,Massachusetts,9604,80,63,50,41,37,36,35,36,37,38,38,37
5,Wisconsin,1465,119,129,131,131,133,136,143,153,165,179,193,207
6,Texas,16971,695,750,811,876,934,978,1009,1024,1026,1021,1012,999
7,Nebraska,519,22,18,15,13,13,14,16,18,21,25,28,31
8,Utah,517,48,54,54,52,51,51,52,55,61,67,74,82
9,Oregon,599,38,48,60,72,82,91,98,104,110,115,122,128
10,Florida,15364,594,562,533,515,509,508,510,510,507,500,488,472
11,New York,33294,121,149,169,176,166,147,127,109,94,83,74,68
12,Rhode Island,1130,8,6,5,4,4,4,4,4,5,5,5,6
13,Georgia,7416,230,214,202,197,198,203,209,215,219,221,221,218
14,New Hampshire,456,18,26,30,32,30,28,27,26,27,29,31,34
15,North Carolina,3770,134,107,88,78,77,83,92,106,122,138,153,166
16,New Jersey,16174,35,35,34,33,30,28,25,22,19,17,15,14
17,Colorado,2113,64,94,130,166,192,206,210,207,201,196,194,193
18,Maryland,3999,33,30,28,27,28,29,31,34,36,38,40,41
19,Nevada,1661,41,44,49,55,61,65,68,69,68,66,64,62
20,Tennessee,2767,246,283,318,348,369,380,383,380,372,361,350,337
21,Hawaii,169,21,23,25,27,30,33,37,40,44,47,50,53
22,Indiana,3789,137,159,176,190,200,206,209,211,212,212,213,213
23,Kentucky,1252,48,48,50,53,58,65,72,81,89,98,105,113
24,Minnesota,2194,75,83,90,97,105,113,121,129,136,144,151,157
25,Oklahoma,1098,45,41,39,39,41,46,52,60,68,77,86,94
26,Pennsylvania,8330,160,189,217,245,265,278,285,286,283,279,275,272
27,South Carolina,3552,122,128,135,141,146,148,148,145,141,135,129,123
28,District of Columbia,637,7,7,7,7,7,7,7,7,7,6,6,6
29,Kansas,774,122,187,270,357,415,435,422,387,342,301,265,235
30,Missouri,2424,305,373,429,476,505,516,514,504,487,468,448,427
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,3358,68,48,36,30,30,33,38,45,53,61,68,74
33,Connecticut,4530,21,28,34,39,42,43,42,40,37,35,34,33
34,Iowa,1462,94,108,120,129,135,138,140,140,138,137,135,133
35,Louisiana,5655,74,63,55,50,47,46,45,44,43,42,41,39
36,Ohio,4999,98,77,62,55,54,58,65,75,87,99,110,119
37,Michigan,7219,115,133,148,162,172,179,184,188,190,193,196,199
38,South Dakota,286,59,76,90,97,97,90,81,71,62,54,47,41
39,Arkansas,1569,153,184,220,256,284,299,302,293,277,259,241,223
40,Delaware,654,11,11,11,10,10,11,11,11,11,12,12,12
41,Mississippi,3101,91,89,87,84,80,76,71,66,61,55,50,46
42,New Mexico,911,15,13,11,11,11,12,14,16,18,20,23,24
43,North Dakota,337,85,100,107,105,97,84,71,59,49,40,33,27
44,Wyoming,54,1,1,1,1,2,2,3,3,4,5,5,6
45,Alaska,60,1,0,0,0,0,0,0,0,0,0,0,0
46,Maine,143,1,1,2,3,5,6,8,9,10,11,12,13
47,Alabama,2664,144,228,345,467,541,553,517,451,380,320,273,236
48,Idaho,507,35,50,69,88,103,110,110,105,98,90,83,77
49,Montana,210,26,35,47,60,71,79,82,81,77,72,68,63
50,Puerto Rico,730,54,69,90,115,138,158,171,178,179,178,176,173
51,Virgin Islands,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,385,21,19,18,18,20,22,26,29,33,37,41,43
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
