,County,403,409,416,423,430,437,444
0,01001,6264,137,221,337,492,676,814
1,01003,19732,207,154,108,79,56,42
2,01005,2115,21,22,24,24,23,23
3,01007,2450,14,11,7,7,4,3
4,01009,6097,53,63,74,85,95,107
5,01011,1169,7,7,6,7,5,5
6,01013,1961,16,10,7,6,3,1
7,01015,13275,278,313,345,367,399,442
8,01017,3410,42,49,65,75,86,110
9,01019,1770,0,0,0,0,0,0
10,01021,3870,62,50,44,36,31,29
11,01023,550,0,0,0,0,0,0
12,01025,3436,9,2,0,0,0,0
13,01027,1443,27,23,23,26,27,29
14,01029,1377,7,7,7,7,7,7
15,01031,5245,17,13,9,7,7,5
16,01033,6001,6,0,0,0,0,0
17,01035,1067,6,0,0,0,0,0
18,01037,888,24,16,14,14,14,14
19,01039,3957,43,40,35,32,25,21
20,01041,1443,22,15,12,7,7,7
21,01043,8891,36,49,61,69,84,97
22,01045,4640,45,26,17,7,6,2
23,01047,3403,23,21,20,20,20,20
24,01049,8446,29,29,29,31,27,29
25,01051,9376,141,149,147,155,159,160
26,01053,3774,20,13,7,7,6,5
27,01055,13176,119,171,232,316,440,538
28,01057,2002,4,0,0,0,0,0
29,01059,3991,4,0,0,0,0,0
30,01061,2396,7,7,4,0,0,0
31,01063,876,8,7,7,7,7,7
32,01065,2097,7,7,6,6,1,0
33,01067,1824,14,12,7,7,5,4
34,01069,10086,76,59,48,38,29,23
35,01071,6492,1,0,0,0,0,0
36,01073,70986,800,1278,2003,3002,4273,5914
37,01075,1328,8,7,7,7,7,7
38,01077,8603,44,44,46,46,46,44
39,01079,2829,13,9,7,5,2,0
40,01081,14961,131,111,94,79,66,56
41,01083,9359,65,51,37,31,25,21
42,01085,1310,0,0,0,0,0,0
43,01087,1420,12,8,7,5,4,2
44,01089,32405,416,509,608,726,853,1005
45,01091,2358,28,30,34,37,37,40
46,01093,2818,14,11,7,7,6,3
47,01095,11261,69,74,84,89,96,100
48,01097,36108,372,366,350,357,339,344
49,01099,1661,5,0,0,0,0,0
50,01101,22565,257,235,225,208,194,181
51,01103,13659,175,312,528,866,1336,1788
52,01105,1055,0,0,0,0,0,0
53,01107,2246,31,24,21,20,16,15
54,01109,2933,19,11,7,6,0,0
55,01111,1636,8,7,7,7,7,7
56,01113,4047,28,23,18,16,12,10
57,01115,8822,75,63,50,41,38,33
58,01117,21929,346,415,478,556,654,731
59,01119,983,11,7,7,7,7,7
60,01121,7517,131,155,176,202,220,231
61,01123,3585,85,95,110,116,124,123
62,01125,24110,406,603,855,1178,1542,1932
63,01127,6518,73,55,43,33,26,21
64,01129,1565,15,11,7,7,7,6
65,01131,1218,7,6,4,1,4,7
