forceast_date,location,quantile,target,target_end_date,type,value
2020-12-26,53,,1 wk ahead inc death,2021-01-02,point,122.0
2020-12-26,53,,1 wk ahead cum death,2021-01-02,point,3306.0
2020-12-26,53,,2 wk ahead inc death,2021-01-09,point,124.0
2020-12-26,53,,2 wk ahead cum death,2021-01-09,point,3430.0
2020-12-26,53,,3 wk ahead inc death,2021-01-16,point,137.0
2020-12-26,53,,3 wk ahead cum death,2021-01-16,point,3567.0
2020-12-26,53,,4 wk ahead inc death,2021-01-23,point,114.0
2020-12-26,53,,4 wk ahead cum death,2021-01-23,point,3681.0
2020-12-26,17,,1 wk ahead inc death,2021-01-02,point,1124.0
2020-12-26,17,,1 wk ahead cum death,2021-01-02,point,18348.0
2020-12-26,17,,2 wk ahead inc death,2021-01-09,point,1045.0
2020-12-26,17,,2 wk ahead cum death,2021-01-09,point,19393.0
2020-12-26,17,,3 wk ahead inc death,2021-01-16,point,956.0
2020-12-26,17,,3 wk ahead cum death,2021-01-16,point,20349.0
2020-12-26,17,,4 wk ahead inc death,2021-01-23,point,830.0
2020-12-26,17,,4 wk ahead cum death,2021-01-23,point,21179.0
2020-12-26,06,,1 wk ahead inc death,2021-01-02,point,2009.0
2020-12-26,06,,1 wk ahead cum death,2021-01-02,point,26234.0
2020-12-26,06,,2 wk ahead inc death,2021-01-09,point,2579.0
2020-12-26,06,,2 wk ahead cum death,2021-01-09,point,28813.0
2020-12-26,06,,3 wk ahead inc death,2021-01-16,point,3309.0
2020-12-26,06,,3 wk ahead cum death,2021-01-16,point,32122.0
2020-12-26,06,,4 wk ahead inc death,2021-01-23,point,3697.0
2020-12-26,06,,4 wk ahead cum death,2021-01-23,point,35819.0
2020-12-26,04,,1 wk ahead inc death,2021-01-02,point,775.0
2020-12-26,04,,1 wk ahead cum death,2021-01-02,point,9199.0
2020-12-26,04,,2 wk ahead inc death,2021-01-09,point,826.0
2020-12-26,04,,2 wk ahead cum death,2021-01-09,point,10025.0
2020-12-26,04,,3 wk ahead inc death,2021-01-16,point,899.0
2020-12-26,04,,3 wk ahead cum death,2021-01-16,point,10924.0
2020-12-26,04,,4 wk ahead inc death,2021-01-23,point,849.0
2020-12-26,04,,4 wk ahead cum death,2021-01-23,point,11773.0
2020-12-26,25,,1 wk ahead inc death,2021-01-02,point,462.0
2020-12-26,25,,1 wk ahead cum death,2021-01-02,point,12472.0
2020-12-26,25,,2 wk ahead inc death,2021-01-09,point,464.0
2020-12-26,25,,2 wk ahead cum death,2021-01-09,point,12936.0
2020-12-26,25,,3 wk ahead inc death,2021-01-16,point,473.0
2020-12-26,25,,3 wk ahead cum death,2021-01-16,point,13409.0
2020-12-26,25,,4 wk ahead inc death,2021-01-23,point,449.0
2020-12-26,25,,4 wk ahead cum death,2021-01-23,point,13858.0
2020-12-26,55,,1 wk ahead inc death,2021-01-02,point,365.0
2020-12-26,55,,1 wk ahead cum death,2021-01-02,point,5394.0
2020-12-26,55,,2 wk ahead inc death,2021-01-09,point,351.0
2020-12-26,55,,2 wk ahead cum death,2021-01-09,point,5745.0
2020-12-26,55,,3 wk ahead inc death,2021-01-16,point,371.0
2020-12-26,55,,3 wk ahead cum death,2021-01-16,point,6116.0
2020-12-26,55,,4 wk ahead inc death,2021-01-23,point,294.0
2020-12-26,55,,4 wk ahead cum death,2021-01-23,point,6410.0
2020-12-26,48,,1 wk ahead inc death,2021-01-02,point,1583.0
2020-12-26,48,,1 wk ahead cum death,2021-01-02,point,28658.0
2020-12-26,48,,2 wk ahead inc death,2021-01-09,point,1587.0
2020-12-26,48,,2 wk ahead cum death,2021-01-09,point,30245.0
2020-12-26,48,,3 wk ahead inc death,2021-01-16,point,1549.0
2020-12-26,48,,3 wk ahead cum death,2021-01-16,point,31794.0
2020-12-26,48,,4 wk ahead inc death,2021-01-23,point,1578.0
2020-12-26,48,,4 wk ahead cum death,2021-01-23,point,33372.0
2020-12-26,31,,1 wk ahead inc death,2021-01-02,point,113.0
2020-12-26,31,,1 wk ahead cum death,2021-01-02,point,1672.0
2020-12-26,31,,2 wk ahead inc death,2021-01-09,point,97.0
2020-12-26,31,,2 wk ahead cum death,2021-01-09,point,1769.0
2020-12-26,31,,3 wk ahead inc death,2021-01-16,point,82.0
2020-12-26,31,,3 wk ahead cum death,2021-01-16,point,1851.0
2020-12-26,31,,4 wk ahead inc death,2021-01-23,point,68.0
2020-12-26,31,,4 wk ahead cum death,2021-01-23,point,1919.0
2020-12-26,49,,1 wk ahead inc death,2021-01-02,point,102.0
2020-12-26,49,,1 wk ahead cum death,2021-01-02,point,1314.0
2020-12-26,49,,2 wk ahead inc death,2021-01-09,point,104.0
2020-12-26,49,,2 wk ahead cum death,2021-01-09,point,1418.0
2020-12-26,49,,3 wk ahead inc death,2021-01-16,point,109.0
2020-12-26,49,,3 wk ahead cum death,2021-01-16,point,1527.0
2020-12-26,49,,4 wk ahead inc death,2021-01-23,point,100.0
2020-12-26,49,,4 wk ahead cum death,2021-01-23,point,1627.0
2020-12-26,41,,1 wk ahead inc death,2021-01-02,point,165.0
